,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param
0,CO2,DT_separate,0.8950486137414059,1.7023653652579445,-1,-1,0.8661140445623234,1.5211603182900515,{'criterion': 'squared_error'}
1,CO2,ADBR_separate,0.8530988540897105,2.391719464334106,-1,-1,0.7090354158695165,2.2762815170829085,"{'learning_rate': 0.1, 'loss': 'exponential', 'n_estimators': 100}"
2,CO2,GBR_separate,0.9436633881314739,0.916061573245728,-1,-1,0.9333640632955668,0.6968741058337717,"{'learning_rate': 0.5, 'n_estimators': 200}"
3,CO2,BG_separate,0.9396076677816975,0.9862405154996683,-1,-1,0.9063185183026365,0.9596872480415022,{'n_estimators': 100}
4,CO2,ETR_separate,0.9469338690392606,0.8680132607115739,-1,-1,0.9170170791038006,0.8293860621447017,{'n_estimators': 200}
5,CO2,RF_separate,0.9396627829733314,0.9857927965925215,-1,-1,0.9078907068252807,0.9452046919538097,{'n_estimators': 200}
6,CO2,LGBM_separate,0.9454415755783202,0.8964279638460372,-1,-1,0.9305891268200164,0.7406244345799492,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}"
7,CO2,BGLGBM_separate,0.9515280987900173,0.7946016225491511,-1,-1,0.9373462973382114,0.6408286398456011,{'n_estimators': 50}
8,CO2,BGETR_separate,0.9467078802336865,0.8711350649430132,-1,-1,0.9170245220384137,0.8138644314570586,{'n_estimators': 10}
9,CFCs,DT_separate,0.6209615092616947,3.4386712672238304,-1,-1,0.8555845620090585,2.181533058253191,{'criterion': 'friedman_mse'}
10,CFCs,ADBR_separate,0.5631445289607482,3.6202787771282816,-1,-1,0.9020363049975585,1.2372153845649714,"{'learning_rate': 0.1, 'loss': 'exponential', 'n_estimators': 200}"
11,CFCs,GBR_separate,0.8476967161089064,1.7239910822328686,-1,-1,0.9022611823609211,1.3645249290972556,"{'learning_rate': 0.1, 'n_estimators': 200}"
12,CFCs,BG_separate,0.742052294419004,2.623125975362929,-1,-1,0.9007301004309664,1.4143413223325498,{'n_estimators': 100}
13,CFCs,ETR_separate,0.7540451356146024,2.54061840916005,-1,-1,0.9553825789248968,0.6195378159248319,{'n_estimators': 200}
14,CFCs,RF_separate,0.7420487887875479,2.64572690443917,-1,-1,0.899518880012674,1.436493007103745,{'n_estimators': 120}
15,CFCs,LGBM_separate,0.8566899315424783,1.53917562337111,-1,-1,0.9445886607459828,0.7526075008469932,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 20}"
16,CFCs,BGLGBM_separate,0.8486263359765467,1.7973826265416606,-1,-1,0.9580007329266308,0.5622200202387525,{'n_estimators': 50}
17,CFCs,BGETR_separate,0.7786651650129852,2.4698299943034785,-1,-1,0.965877441672413,0.4583551513947901,{'n_estimators': 10}
18,Methane,DT_separate,0.8384414339636777,1.8120648372576014,-1,-1,0.9065679104804962,1.4222230687701707,{'criterion': 'squared_error'}
19,Methane,ADBR_separate,0.8229118324347233,2.0396844988474045,-1,-1,0.8264561947094824,2.1211955775739333,"{'learning_rate': 1, 'loss': 'square', 'n_estimators': 200}"
20,Methane,GBR_separate,0.9092065490766179,1.0466008799818671,-1,-1,0.9436387646470933,0.7930152352194656,"{'learning_rate': 0.5, 'n_estimators': 200}"
21,Methane,BG_separate,0.9145418905900197,0.9726551239879292,-1,-1,0.9401637054998644,0.8312760529134378,{'n_estimators': 100}
22,Methane,ETR_separate,0.922007222587502,0.8953372812462103,-1,-1,0.9449344398249715,0.7286485212242252,{'n_estimators': 200}
23,Methane,RF_separate,0.9149445904679988,0.9685346341298258,-1,-1,0.9402851040864898,0.8264380824700588,{'n_estimators': 150}
24,Methane,LGBM_separate,0.9216183220097376,0.8925995689997442,-1,-1,0.9505796082091995,0.6972698310424758,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}"
25,Methane,BGLGBM_separate,0.9261643499026027,0.8474585683753404,-1,-1,0.9518351042474185,0.6788682788654541,{'n_estimators': 30}
26,Methane,BGETR_separate,0.9213860193208909,0.9038919951843587,-1,-1,0.9397175180220554,0.7949210160082132,{'n_estimators': 10}
27,E&E,DT_separate,0.8454345280700426,1.1852881063484622,-1,-1,0.7768700747454789,1.6022217927641829,{'criterion': 'squared_error'}
28,E&E,ADBR_separate,0.7734404752211745,1.7754090485928402,-1,-1,0.5093557110798599,2.2563354320469546,"{'learning_rate': 0.5, 'loss': 'exponential', 'n_estimators': 100}"
29,E&E,GBR_separate,0.929735188491018,0.5493212793194531,-1,-1,0.9154390112259142,0.6269857682866647,"{'learning_rate': 0.5, 'n_estimators': 200}"
30,E&E,BG_separate,0.9136755511709109,0.6697291576516449,-1,-1,0.8377734142779742,1.0680298500885665,{'n_estimators': 100}
31,E&E,ETR_separate,0.9269639604871134,0.5640843352681362,-1,-1,0.8702274446265392,0.8778610859150058,{'n_estimators': 200}
32,E&E,RF_separate,0.9136981739959967,0.6685677317534335,-1,-1,0.8367672156483331,1.0721298380641509,{'n_estimators': 150}
33,E&E,LGBM_separate,0.939021939945795,0.47799123812130856,-1,-1,0.9163394016989105,0.5755757009520889,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 30}"
34,E&E,BGLGBM_separate,0.9406973638939468,0.46637946227760463,-1,-1,0.913874591756421,0.5854668798091132,{'n_estimators': 50}
35,E&E,BGETR_separate,0.9287141545957033,0.5529995806734485,-1,-1,0.873315697986506,0.8350069609814496,{'n_estimators': 10}
