,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param
0,CO2,DT_separate,0.8902131205694438,1.6530321819031066,-1,-1,0.8504796003837847,1.94437176561455,{'criterion': 'friedman_mse'}
1,CO2,ADBR_separate,0.8459328669678428,2.3256397278323524,-1,-1,0.7568555431951416,2.5053684582945825,"{'learning_rate': 0.1, 'loss': 'exponential', 'n_estimators': 120}"
2,CO2,GBR_separate,0.9413311997802506,0.9061031131723896,-1,-1,0.9157537713839665,1.074247451662713,"{'learning_rate': 0.5, 'n_estimators': 200}"
3,CO2,BG_separate,0.928649394475114,1.0870279520332364,-1,-1,0.8964829328648365,1.2968946852031626,{'n_estimators': 100}
4,CO2,ETR_separate,0.9289657424941857,1.0909817924400351,-1,-1,0.9078950348695515,1.1824359498996106,{'n_estimators': 180}
5,CO2,RF_separate,0.9289946820816593,1.0825863758784733,-1,-1,0.8962686576635777,1.3004937493889412,{'n_estimators': 150}
6,CO2,LGBM_separate,0.933291258020897,1.0176952000159305,-1,-1,0.9092475725103987,1.1256364585603285,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}"
7,CO2,BGLGBM_separate,0.9368900262727212,0.9707771514427297,-1,-1,0.9117519450288748,1.1004065413018966,{'n_estimators': 30}
8,CO2,BGETR_separate,0.9330160614328656,1.0317462673430866,-1,-1,0.913071756563667,1.115881969026369,{'n_estimators': 10}
9,CFCs,DT_separate,0.8201236822456602,2.2986647438681023,-1,-1,0.9029947624550083,0.3678831574912697,{'criterion': 'squared_error'}
10,CFCs,ADBR_separate,0.8272321053475308,2.276498424007364,-1,-1,0.784091598101819,1.092146044248941,"{'learning_rate': 2, 'loss': 'linear', 'n_estimators': 100}"
11,CFCs,GBR_separate,0.8968900286546482,1.4905606490111696,-1,-1,0.9001444665054401,0.3941991749814238,"{'learning_rate': 0.1, 'n_estimators': 200}"
12,CFCs,BG_separate,0.8505084771369127,1.9584800339542852,-1,-1,0.945943411979939,0.18843334254461094,{'n_estimators': 100}
13,CFCs,ETR_separate,0.9137948528806827,1.2469655789799992,-1,-1,0.9737710269234235,0.09250374236007129,{'n_estimators': 100}
14,CFCs,RF_separate,0.8490464418051704,1.9794694869673872,-1,-1,0.9440063214800084,0.19532431705512449,{'n_estimators': 120}
15,CFCs,LGBM_separate,0.8931958294633608,1.361973126345936,-1,-1,0.9686442360034135,0.1013122985145311,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 10}"
16,CFCs,BGLGBM_separate,0.8991063258910945,1.3708364086019995,-1,-1,0.9532709133129602,0.17507391892312027,{'n_estimators': 30}
17,CFCs,BGETR_separate,0.9166694715731645,1.2058291420248188,-1,-1,0.9741478634034029,0.08900723476362543,{'n_estimators': 10}
18,Methane,DT_separate,0.8333815122624422,2.0214366014453367,-1,-1,0.8761814883376488,1.661364919567945,{'criterion': 'friedman_mse'}
19,Methane,ADBR_separate,0.7941365479061104,2.4369674016411347,-1,-1,0.7875898424469587,2.3916946174267983,"{'learning_rate': 1, 'loss': 'square', 'n_estimators': 150}"
20,Methane,GBR_separate,0.9122418790471555,1.054821629225567,-1,-1,0.9204691536803926,0.9468335536550136,"{'learning_rate': 0.5, 'n_estimators': 200}"
21,Methane,BG_separate,0.8910827646000643,1.308584785515411,-1,-1,0.9188118246534598,0.9991605284625477,{'n_estimators': 100}
22,Methane,ETR_separate,0.8908556137010659,1.2915013355640337,-1,-1,0.9121952465597452,1.0406669122636103,{'n_estimators': 150}
23,Methane,RF_separate,0.891176780480038,1.3071493340638836,-1,-1,0.918737168538268,0.9984044981316973,{'n_estimators': 150}
24,Methane,LGBM_separate,0.8820846338921422,1.4344986058206444,-1,-1,0.9110207010416657,1.1581702729449699,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}"
25,Methane,BGLGBM_separate,0.9075470665377525,1.1152935439631702,-1,-1,0.9306587396005495,0.8616045524905351,{'n_estimators': 50}
26,Methane,BGETR_separate,0.894429243182401,1.254188322146508,-1,-1,0.9130472927143205,1.0271013388826922,{'n_estimators': 10}
27,E&E,DT_separate,0.8313244559630366,1.1944118861288289,-1,-1,0.8570087713376696,1.3972483526465405,{'criterion': 'friedman_mse'}
28,E&E,ADBR_separate,0.7431066887757816,1.8123716707435882,-1,-1,0.43860243434778434,2.8294735639392026,"{'learning_rate': 0.5, 'loss': 'exponential', 'n_estimators': 50}"
29,E&E,GBR_separate,0.9265918296431079,0.5168101707891873,-1,-1,0.8891123963576852,0.9124076895278783,"{'learning_rate': 0.5, 'n_estimators': 200}"
30,E&E,BG_separate,0.8841568397327697,0.8169973808447363,-1,-1,0.8781847277763454,1.061298311232034,{'n_estimators': 100}
31,E&E,ETR_separate,0.8746631336207106,0.8801063001296836,-1,-1,0.8825207125746451,1.0172592667190687,{'n_estimators': 200}
32,E&E,RF_separate,0.884068139626466,0.8172688056137897,-1,-1,0.8760574704736057,1.073130502330673,{'n_estimators': 180}
33,E&E,LGBM_separate,0.931504151785083,0.48264320708372443,-1,-1,0.9239112725304515,0.6531722856095858,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 20}"
34,E&E,BGLGBM_separate,0.9352572303888257,0.45446299555219466,-1,-1,0.9121833683901623,0.7238195683712179,{'n_estimators': 30}
35,E&E,BGETR_separate,0.8760346044386853,0.8717220775624404,-1,-1,0.8750961215892644,1.0366110940884123,{'n_estimators': 10}
