,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,BET_33,BET_32,BET_31,BET_30,BET_29,BET_28,BET_27,BET_26,BET_25,BET_24,BET_23,BET_22,BET_21,BET_20,BET_19,BET_18,BET_17,BET_16,BET_15,BET_14,BET_13,BET_12,BET_11,BET_10,BET_9,BET_8,BET_7,BET_6,BET_5,BET_4,BET_3,BET_2,BET_1,BET_0,S,V,Temp(K),Pressure,BET,Vt,Vmic,Vmeso,feature_sum
0,0.005660415999311576,0.0681874602574608,0.006585294749648791,0.09260124803038641,0.0025208678705575176,0.0018985973891876176,0.0029652836871184246,0.003032224329467615,0.0021755474093150804,0.003559885017080277,0.0008577970966600003,0.0016175629364418563,0.0006756622284476608,0.0012802442841429076,0.0007547100582633438,0.0009555705047187904,0.0008516811387056863,0.0007075428062388293,0.0007988819994319094,0.0011289072684862696,0.000904000023976625,0.0009381088718246669,0.000818797182792549,0.0008478700593612293,0.0009401560480857679,0.0009055870446414835,0.0009667526339701923,0.0010844148730750382,0.0013874543263078896,0.0012922299589723243,0.0014755831540153395,0.0012717160933101404,0.001274050552657201,0.0011836255178475316,0.0015508335077350954,0.0016834824616115884,0.002852652110324058,0.00364428155153525,0.0,0.0,0.0043524139134741,0.011449423068774788,0.0033014295776817516,0.0035649835666990864,0.0028885997955301634,0.0036632636295480486,848.528137423857
