,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_33,BET_32,BET_31,BET_30,BET_29,BET_28,BET_27,BET_26,BET_25,BET_24,BET_23,BET_22,BET_21,BET_20,BET_19,BET_18,BET_17,BET_16,BET_15,BET_14,BET_13,BET_12,BET_11,BET_10,BET_9,BET_8,BET_7,BET_6,BET_5,BET_4,BET_3,BET_2,BET_1,BET_0,S,V,Temp(K),Pressure,BET,Vt,Vmic,Vmeso
0,CO2,LGBM_separate,0.9444946559474146,0.6303535618311294,-1,-1,0.968720262783907,0.4117184074583246,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 50}",787,202,158,132,90,149,59,74,54,104,84,75,91,66,68,33,60,84,80,77,84,77,75,107,160,126,116,114,158,147,249,274,632,1109,0,0,1472,3424,1046,797,887,1119
