,Literature,Unnamed: 1,GAC,GAS,E,S,A,B,V,L,BET,Vt,Vmeso,Vmic,%C,%O,%N,Temp(K),Pressure,Adsorp(mmol/g),Index,logP,logQ,logD,Label,K,n,R2
0,1.0,26,,Methane,0,0,0,0,0.2495,-0.323,514.0,3.0,,,,,,278.0,0.05341495315024225,0.0187369987838303,2751,-2.929664550674585,-3.9772551652731503,-1.0475906145985654,Methane,0.30032974929142825,0.8864025351984139,0.9996127556958841
8,,43,,Methane,0,0,0,0,0.2495,-0.323,514.0,3.0,,,,,,263.0,0.03612529347826078,0.0535714285714286,2752,-3.320762008616844,-2.9267394020670388,0.39402260654980514,Methane,1.1679312900858296,0.9923118277979088,0.9990184618672021
16,2.0,0,Norit R1 Extra,Methane,0,0,0,0,0.2495,-0.323,1450.0,0.47,,,,,,273.0,0.975609756097561,1.41549295774647,2753,-0.02469261259037152,0.3474778504578088,0.37217046304818036,Methane,2.1546643065008713,0.34480059400133484,0.9744289208650917
28,,12,,Methane,0,0,0,0,0.2495,-0.323,1450.0,0.47,,,,,,283.0,1.21951219512195,1.66901408450704,2754,0.19845093872383732,0.5122330835338691,0.31378214481003175,Methane,1.7906063619237664,0.37896745462223896,0.9793549592819427
37,,21,,Methane,0,0,0,0,0.2495,-0.323,1450.0,0.47,,,,,,298.0,1.21951219512195,1.03521126760563,2755,0.19845093872383732,0.03460552917747188,-0.16384540954636545,Methane,1.372534945608646,0.41957615991794767,0.9826130586765848
47,,31,,Methane,0,0,0,0,0.2495,-0.323,1450.0,0.47,,,,,,323.0,1.58536585365853,0.676056338028169,2756,0.46081520319132513,-0.39147886613342453,-0.8522940693247496,Methane,1.085043231450058,0.42836307982295413,0.9688191334184003
58,,118,BPL,Methane,0,0,0,0,0.2495,-0.323,1150.0,0.43,,,,,,273.0,5.80851619644722,2.85086859979101,2757,1.75932515037195,1.0476237197035458,-0.7117014306684042,Methane,2.030657753244129,0.2542219459194195,0.936063928711723
68,,128,,Methane,0,0,0,0,0.2495,-0.323,1150.0,0.43,,,,,,298.0,2.90621734587252,1.51705633925461,2758,1.0668523544615967,0.41677183827572634,-0.6500805161858703,Methane,1.280856592969931,0.3333284568449061,0.9708845190164237
80,,140,,Methane,0,0,0,0,0.2495,-0.323,1150.0,0.43,,,,,,323.0,3.521421107628,1.17647378962034,2759,1.258864631893452,0.1625216506713616,-1.0963429812220904,Methane,0.9101909139839889,0.40475167818503144,0.9795523297503124
91,,151,,Methane,0,0,0,0,0.2495,-0.323,1150.0,0.43,,,,,,333.0,5.52703761755486,1.5682688958551,2760,1.7096519789714162,0.4499723969290455,-1.2596795820423707,Methane,0.8174400836792486,0.414143089711082,0.9926764903037302
101,,193,A10,Methane,0,0,0,0,0.2495,-0.323,1200.0,0.53,,,,,,273.0,1.82433276429196,2.31382978723404,2761,0.6012143115761881,0.8389040682587338,0.23768975668254566,Methane,2.5311100083708666,0.24692473806532866,0.9195656130579264
110,,202,,Methane,0,0,0,0,0.2495,-0.323,1200.0,0.53,,,,,,298.0,1.37527584627555,1.43617021276595,2762,0.3186543264710689,0.3619799961684203,0.04332566969735141,Methane,1.7117086629711393,0.31265368327646115,0.9583449305225981
120,,212,,Methane,0,0,0,0,0.2495,-0.323,1200.0,0.53,,,,,,323.0,1.38277053753591,1.11702127659574,2763,0.3240891224570278,0.1106655678875152,-0.21342355456951262,Methane,1.2260943928271257,0.37358951978101257,0.9775957425779803
131,,223,,Methane,0,0,0,0,0.2495,-0.323,1200.0,0.53,,,,,,333.0,1.27472207186576,0.718085106382979,2764,0.24272817199829042,-0.33116718439151943,-0.5738953563898098,Methane,1.0490845850422732,0.3841639210747984,0.9488958896803484
140,,263,MaxSorb,Methane,0,0,0,0,0.2495,-0.323,3250.0,1.79,,,,,,273.0,1.61567725181101,2.7127659574468,2765,0.47975421973814697,0.9979687628884192,0.5182145431502723,Methane,3.0155825798241644,0.4329311074159788,0.9782150886708502
