,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,,,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model
0,0.916589209,0.842510012,0.920435965,0.786328764,,,0.008713534,0.090355552,0.022316349,0.228890807
,0.916085188,0.848507349,0.920881451,0.781018066,,,0.007989495,0.086589688,0.020965286,0.219036419
,0.917507467,0.833686326,0.922456389,0.768668371,,,0.007788474,0.082513509,0.02014001,0.212763741
,0.923818282,0.771605216,0.929996309,0.697147154,,,0.006883673,0.078239156,0.01690699,0.178804918
,0.910378931,0.905743568,0.915402842,0.827457493,,,0.010429997,0.106515525,0.023200945,0.235382141
,0.8911979,1.096648288,0.891655039,1.0824126,,,0.010575257,0.119737379,0.02550013,0.28089166
,0.91203497,0.887609196,0.916460409,0.833498788,,,0.009349032,0.103618332,0.01917022,0.215556829
