,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,S,V,Temp(K),Pressure,BET,Vt,Vmic,Vmeso,feature_sum
0,0.014677053192492061,0.12547689445353633,0.039019950367666284,0.28552925943930413,0.005545453268006307,0.00599399842682903,0.0026789553398680168,0.002544641955309895,0.0017706923825393569,0.002073933532960133,0.0023664555883916205,0.0020781166858879108,0.0010789420995811773,0.00279562860787674,0.0014198473419900313,0.0012582742907315393,0.003083854125207969,0.001484081482496727,0.0009451076103852949,0.0013398950562973273,0.0027027717609745994,0.0009225062273587425,0.0006478118550354468,0.0009128409935252971,0.001004860322804773,0.0009656639295648991,0.0009774434179903673,0.0008466582580463574,0.0009200409973970373,0.0008007425137766179,0.0006841473899994804,0.001179690536054429,0.0011226320093967964,0.0008298653079181991,0.0010466561248639707,0.0011764024040946783,0.001690879831766817,0.002087378656976463,0.0036152240437206246,0.0,0.0,0.014415960348110778,0.015553180795887767,0.004691806735272862,0.005115549656118765,0.004824298007175825,0.004886805029862657,1470.9430544340441
