,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,S,V,Temp(K),Pressure,BET,Vt,Vmic,Vmeso
0,Methane,LGBM_separate,0.8755086733236933,1.187734348190318,-1,-1,0.8347035667215721,1.1733952055100774,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 20}",494,360,112,88,57,58,57,26,39,49,16,31,47,19,23,35,32,13,14,17,14,7,13,17,11,6,9,23,16,21,11,27,48,67,176,0,0,866,1484,341,220,310,426
