,Unnamed: 0,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,kpg_pca_mse
0,0,0.34431105279856,2.842854508640612,0.2577491257009289,0.869445334874071,0.0039925067274326
1,1,0.4832765573947341,2.525789666235704,0.2325111580721511,1.3524695695361348,0.0039925067274326
2,2,0.3114667271922685,2.4923391331550238,0.2518474845103371,1.0225231573237887,0.0039925067274326
0,0,0.0708690708816253,1.0813513066382645,0.1275875935010301,0.6923041018018112,0.0050964378093391
1,1,0.0874788374800979,1.5265442182333009,0.0780258899555884,0.6405324602598631,0.0050964378093391
2,2,0.0799742398103791,1.312147992037471,0.0908900001332548,0.5981252191016874,0.0050964378093391
0,0,0.0465370259089526,0.749813438372409,0.1056695756505243,0.6135537686086636,0.002654138864326
1,1,0.0636843635259188,0.946707429819986,0.0920581301484614,0.6538920346884759,0.002654138864326
2,2,0.0500708953979989,0.7987731484250672,0.0850462688959212,0.5046761054706626,0.002654138864326
0,0,0.0349581217527428,0.6458819567316847,0.0835722419754446,0.4179900374449524,0.0038869947470519
1,1,0.0439298217248611,0.7443305677198211,0.0829058576869513,0.5139624889540443,0.0038869947470519
2,2,0.0373144682416386,0.7421572286402465,0.0826073114103656,0.4406942761104712,0.0038869947470519
0,0,0.0378852307701518,0.4675208305506086,0.0822327918329854,0.4860067909930226,0.0037219531179352
1,1,0.0478365914877848,0.5442256465481579,0.1004125943049162,0.6569647099774731,0.0037219531179352
2,2,0.0434329007317972,0.5252235315718092,0.0794367316792721,0.4648864940695994,0.0037219531179352
0,0,0.0337543516979093,0.3991880441659278,0.0849577663391033,0.5255164374937144,0.0031176173018978
1,1,0.0489120299945233,0.5683293337548845,0.1113139502079509,0.8014184899614791,0.0031176173018978
2,2,0.040056631954374,0.4569183310138767,0.0913022065806933,0.57892525524711,0.0031176173018978
0,0,0.0255908819568287,0.3578374522284411,0.0748850932143925,0.5353157038665588,0.002836588663158
1,1,0.0288610492294607,0.4140656732601216,0.0938543357101032,0.6349286756782831,0.002836588663158
2,2,0.0271535281034222,0.4142923421306487,0.0809625703906056,0.5653624047343282,0.002836588663158
0,0,0.0224091255612141,0.3479449630147985,0.0742362433157594,0.5184382020882691,0.002269006614112
1,1,0.0350542939616526,0.4622107742099103,0.0860913263673547,0.6860211396246845,0.002269006614112
2,2,0.0281570128000923,0.4184701747799518,0.0814128491065843,0.566713508761946,0.002269006614112
0,0,0.02023282525473,0.3007928738705883,0.0857960177017486,0.5591584435454074,0.0028737891561941
1,1,0.0296388397170433,0.3907387770784427,0.0878222653272575,0.6451141730055567,0.0028737891561941
2,2,0.0197739931836357,0.2971872068059695,0.0895802903094015,0.5835831259977188,0.0028737891561941
0,0,0.0258630709152622,0.2824836960106817,0.0814217422449136,0.5347963474131397,0.0020301691853154
1,1,0.0272842714827922,0.3123899800679339,0.0844889655503215,0.6826371280713666,0.0020301691853154
2,2,0.0263198201187479,0.3180865946698085,0.0876625002222671,0.5711137504602929,0.0020301691853154
0,0,0.0194990357133012,0.2353310289451357,0.0781185256141595,0.5044931568909069,0.002112456580789
1,1,0.0222307810664583,0.254824793399574,0.0888732387145747,0.6843217641515165,0.002112456580789
2,2,0.0190899540405298,0.2352517889351832,0.0867113789144158,0.578860464036851,0.002112456580789
0,0,0.0202237117350941,0.2162938695896134,0.0768649052640562,0.4954978177885129,0.0014933022469559
1,1,0.0246791295287674,0.2647182899322414,0.1013081947485626,0.7759799721286622,0.0014933022469559
2,2,0.0219315109811633,0.2445163071252621,0.0899330637853821,0.5995467954321468,0.0014933022469559
0,0,0.0193285653590931,0.1955206549493376,0.0774029039041332,0.4957609547386927,0.0016408839793894
1,1,0.0237033852995803,0.2376878972401543,0.1106403939835533,0.8067952747838246,0.0016408839793894
2,2,0.0185818272937714,0.1882820759126231,0.0915888913266198,0.6158871516645715,0.0016408839793894
0,0,0.0212031275440219,0.2043036466487069,0.0826962758191307,0.523299473038793,0.0015202103888536
1,1,0.022192666311934,0.2200980128532137,0.1064029580319637,0.697186122376824,0.0015202103888536
2,2,0.0201876380859224,0.1995692797077514,0.0967826895985853,0.655395763632571,0.0015202103888536
0,0,0.0204542023563614,0.1972484582888738,0.0832961509916057,0.5057904194528231,0.0014140352819746
1,1,0.0206652103432282,0.2069417083994618,0.1078169969135614,0.7311700203565062,0.0014140352819746
2,2,0.0188986827937819,0.1736525961740879,0.0925473797989041,0.5888854099899792,0.0014140352819746
0,0,0.0137651490875499,0.159598673402666,0.0868600579160348,0.5525311105789952,0.0014037485161087
1,1,0.0183717605014669,0.2479948608178445,0.0962921633721336,0.6475917756332736,0.0014037485161087
2,2,0.0140320919901526,0.1676247561336636,0.0969132436595042,0.6555605282588977,0.0014037485161087
0,0,0.0184900394446834,0.1721125319995504,0.0853087693094256,0.5344519722393751,0.0016079544278567
1,1,0.0173012468228421,0.155214904391863,0.0993772656467541,0.7611421768288286,0.0016079544278567
2,2,0.0165566007326079,0.1516002648485988,0.0943557255523024,0.6475338051807273,0.0016079544278567
0,0,0.0097891545637874,0.0915950359177925,0.0868512566962266,0.5510070037936746,0.0013978884459164
1,1,0.013657863068226,0.1310135414750368,0.0937561720945548,0.6633047003360262,0.0013978884459164
2,2,0.0098372061243569,0.0910325984790392,0.0946697903808535,0.6421465214681357,0.0013978884459164
0,0,0.0122215368741259,0.1058120081124835,0.0796752225043511,0.5294531753491664,0.0012523680712896
1,1,0.0145461861640297,0.143199262846402,0.0912051432138429,0.6401568396774009,0.0012523680712896
2,2,0.0123566715747108,0.112266967851364,0.0900644270470809,0.6155862884103894,0.0012523680712896
0,0,0.0129714830341061,0.1222954318061503,0.080629610059957,0.5257759745442514,0.0012239253657674
