,Unnamed: 0,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,kpg_pca_mse
0,0,0.6032402452517709,3.5064712382506253,0.6436147037891858,2.536312076412936,0.0492566571423486
1,1,0.4434126327104301,4.426301442103972,0.6328797621510501,3.014981964152709,0.0492566571423486
2,2,0.5305181544019788,4.073756265925844,0.6397977707789705,2.6462906468540703,0.0492566571423486
0,0,0.7844827374415401,2.593938749443342,0.7713147075090241,1.7564172120836412,0.0441800858269401
1,1,0.7032435177983302,3.4329774686507752,0.7570370067642236,2.236957780661485,0.0441800858269401
2,2,0.7382976217579819,3.0359860036171527,0.7582470739792107,2.020164680573129,0.0441800858269401
0,0,0.8110601306069555,2.148943185065291,0.8046218118250225,1.5660970379045978,0.041289758882604
1,1,0.7649506189634667,2.6163766244306026,0.7716564353375481,2.063627618564923,0.041289758882604
2,2,0.7973365202454051,2.33366454857125,0.7867964756638451,1.813941329859674,0.041289758882604
0,0,0.8384748509987104,1.893650685148259,0.8208009077335267,1.464615852787904,0.0398694670799512
1,1,0.796250978946871,2.310677802789859,0.7972888960965141,1.854560492384863,0.0398694670799512
2,2,0.8190692743337311,2.1197444847862488,0.8057495693687702,1.648447031016457,0.0398694670799512
0,0,0.8445358916797858,1.6874881508705342,0.8277625818012212,1.4298229001829434,0.0387615574112071
1,1,0.81471531818219,1.9784610586563849,0.7972913818459859,1.7898150654041698,0.0387615574112071
2,2,0.8316468654067781,1.8136019506848096,0.821222119538591,1.5312040527404625,0.0387615574112071
0,0,0.858553563763859,1.6819706914647918,0.8362967641326791,1.3807618059565476,0.0379107631650004
1,1,0.8210206518708544,2.112513479828285,0.7922460865666355,1.8242981894164636,0.0379107631650004
2,2,0.8436757856931681,1.8555314779873813,0.8211731518408834,1.5204891491118313,0.0379107631650004
0,0,0.8606487902599979,1.6881727138176097,0.8438455651728798,1.3509778415020788,0.0366903341314697
1,1,0.839609210154491,1.919224784117798,0.8155183199126895,1.6654639074405622,0.0366903341314697
2,2,0.8565875871027946,1.7379794865544147,0.8316689826887125,1.4809865761744174,0.0366903341314697
0,0,0.867308137175682,1.5654655176356305,0.8441377728533825,1.3571957775563124,0.0357866005733042
1,1,0.8418885324807963,1.8548901055696088,0.8190878477398171,1.7181801274627948,0.0357866005733042
2,2,0.8619799355406674,1.6429737221289729,0.8374775325092437,1.4436877113122075,0.0357866005733042
0,0,0.875528350440357,1.4775480212902286,0.8450692512536289,1.3368576202053235,0.0350025029257821
1,1,0.8545917036625059,1.6799449452202535,0.8270903948314764,1.575279930891242,0.0350025029257821
2,2,0.8728541389683065,1.4884080307113003,0.8442043790165312,1.3586788939181784,0.0350025029257821
0,0,0.8753221222924059,1.4587977520316282,0.8506960288140474,1.285050516602056,0.0346981557279489
1,1,0.8561240311930397,1.6635372333424658,0.8378751058866036,1.5400774282812464,0.0346981557279489
2,2,0.8749794178702511,1.4612523459768598,0.8518133281558831,1.3053789424715687,0.0346981557279489
