,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param
0,Methane,LGBM_separate,0.9028040752581219,0.9801386598282104,-1,-1,0.9254066763618963,0.8634208108044145,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 50}"
