,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,,,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model
0,0.91407753,0.86806442,0.917534823,0.812447422,,,0.008555152,0.088953316,0.024352464,0.256937889
,0.913510606,0.874726231,0.91575655,0.825316912,,,0.010059756,0.108148871,0.021407214,0.224557558
,0.917251872,0.836167901,0.919749381,0.790588618,,,0.00760457,0.078899171,0.022369037,0.233922601
,0.92322444,0.777016967,0.928293953,0.716202422,,,0.007108,0.076962581,0.018854249,0.206685728
,0.908541639,0.92494276,0.910366301,0.868860712,,,0.00953017,0.099258594,0.023866631,0.239084376
,0.8911979,1.096648288,0.891655039,1.0824126,,,0.010575257,0.119737379,0.02550013,0.28089166
,0.91203497,0.887609196,0.916460409,0.833498788,,,0.009349032,0.103618332,0.01917022,0.215556829
