,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param
0,Methane,LGBM_separate,0.9166685234635109,0.9285994427748054,-1,-1,0.959731466526786,0.2873788293293736,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 30}"
