,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,test_r2_separa_model_m,test_mse_separa_model_m,best_param
0,CFCs,GBR_separate,0.9096909119370531,1.6383981058491845,-1,-1,0.9589116020087303,0.8916470208155474,0.9633588584735342,0.7038572785628315,"{'learning_rate': 0.5, 'n_estimators': 200}"
1,CFCs,ETR_separate,0.9298884665318647,1.2353141106371743,-1,-1,0.9440449706097062,1.181959699088472,0.9458974683712866,0.859788833151028,{'n_estimators': 180}
2,CFCs,LGBM_separate,0.9159575417684025,1.4753653051376499,-1,-1,0.9598720597482832,0.8028872851631886,0.9587797058694183,0.7048067310084967,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 20}"
3,CFCs,BGLGBM_separate,0.9292420051863421,1.2572605971992303,-1,-1,0.9564507895862998,0.8389744706073183,0.954100564888987,0.7453868375975251,{'n_estimators': 50}
