,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,S,V,Temp(K),Pressure,BET,Vt,Vmic,Vmeso
0,CO2,LGBM_separate,0.9549572695182746,0.5676599902978571,-1,-1,0.9502801566605754,0.4492743279117936,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 50}",1322,1061,358,291,194,187,149,187,218,165,545,92,108,93,146,110,138,142,298,503,0,0,1421,3261,991,699,916,1105
