,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,S,V,Temp(K),Pressure,BET,Vt,Vmic,Vmeso,feature_sum
0,0.9498428016807385,0.6002485689922724,0.9595523816747275,0.45794966091417544,0.09066258503401362,0.06945850340136055,0.02486530612244898,0.01727482993197279,0.013250340136054422,0.011608163265306122,0.00954421768707483,0.012020408163265306,0.012395918367346938,0.011644897959183673,0.03505442176870748,0.008242176870748298,0.00703265306122449,0.006365986394557824,0.007165986394557823,0.007089795918367347,0.010448979591836736,0.012193197278911565,0.0190843537414966,0.03458911564625851,0.0,0.0,0.09681224489795918,0.2248952380952381,0.07192108843537415,0.05064897959183673,0.06171292517006803,0.07401768707482993,14700.0
