,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,S,V,Temp(K),Pressure,BET,Vt,Vmic,Vmeso,feature_sum
0,0.005557727203781227,0.06907201564746572,0.007235037277392987,0.10100164255019506,0.0040501075582339225,0.0025765426052946775,0.0021201766297064936,0.001479871307549169,0.0012444794991262756,0.0014043859517583015,0.001347308239785095,0.0017074279576938306,0.0018040389777243969,0.0014930409672156252,0.004279247151784559,0.0015982397496416296,0.0016927980605283485,0.0008916485940208072,0.0014698305337061074,0.0011850824839345657,0.002471322026911119,0.0017662794770092352,0.00156460834545858,0.002466203870977336,0.0,0.0,0.0036477472660088072,0.004946902486866962,0.0032186541973552997,0.0030219989857163585,0.0027908823043365618,0.0032863064918970415,0.0
