,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param
0,CFCs,ETR_separate,0.9061302359135354,1.2888713888876486,-1,-1,0.9183283331334138,1.3671330695680548,{'n_estimators': 200}
1,CFCs,LGBM_separate,0.8843919366811844,1.5449086131702046,-1,-1,0.9632773066870322,0.6122896524007404,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}"
2,CFCs,BGLGBM_separate,0.9001272143366776,1.3393000273665032,-1,-1,0.9644867737840197,0.5914091898915652,{'n_estimators': 50}
3,CFCs,ETR_separate,0.9377541388264842,1.2040663122939324,-1,-1,0.9159412460346584,1.3880734866295814,{'n_estimators': 100}
4,CFCs,LGBM_separate,0.9237868584279262,1.4894655186063637,-1,-1,0.8719673358005892,2.677803033118393,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 30}"
5,CFCs,BGLGBM_separate,0.9467629448511501,0.9978054935911373,-1,-1,0.865826819608936,2.8762539240491747,{'n_estimators': 50}
