,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,S,V,Temp(K),Pressure,BET,Vt,Vmic,Vmeso
0,CO2,LGBM_separate,0.9388555866283816,0.677658493259813,-1,-1,0.9511470727522693,0.6588091927558999,"{'learning_rate': 0.5, 'n_estimators': 300, 'num_leaves': 30}",690,140,95,105,98,97,99,100,92,76,68,83,83,98,124,0,0,850,2565,883,796,743,815
