,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,S,V,Temp(K),Pressure,BET,Vt,Vmic,Vmeso
0,CO2,LGBM_separate,0.9502850792322619,0.6147016215536525,-1,-1,0.9519133715139199,0.4575087715398092,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 50}",1355,264,215,187,172,156,169,209,160,130,111,146,182,147,428,0,0,1420,3339,1734,1457,1330,1389
