,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,S,V,Temp(K),Pressure,BET,Vt,Vmic,Vmeso,feature_sum
0,0.007177857543084599,0.08342413646602898,0.008616156760199663,0.11409156702625373,0.006949977138058897,0.0018448632463997376,0.0021896167666494203,0.001840300398294176,0.0017360815199424688,0.0027919292140395134,0.0016329610051477729,0.001670674982099231,0.001846910254252745,0.0015962827953666218,0.0012358962608972784,0.0015459966206162322,0.0013679857544902341,0.001729588230245891,0.004758286347226221,0.0,0.0,0.004926908701599707,0.03369390078412383,0.007010909209585528,0.00537395840911533,0.0043637712450651,0.006657925514123752,2703.0594910665395
