,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,S,V,Temp(K),Pressure,BET,Vt,Vmic,Vmeso
0,CO2,LGBM_separate,0.9474454615801108,0.587846134056681,-1,-1,0.9617969573158096,0.44723025496721036,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 50}",1342,303,219,168,156,180,166,179,172,143,128,150,152,193,360,0,0,1409,3227,1792,1317,1397,1547
