,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,S,V,Temp(K),Pressure,BET,Vt,Vmic,Vmeso,feature_sum
0,0.943408072686384,0.6728487378813824,0.9536165362060136,0.5248305122527718,0.0890140079262195,0.016774344728817118,0.014361326962727015,0.011912673308887985,0.01161748706742225,0.013181732656765066,0.01157331259182439,0.013077141128683778,0.011912451078435004,0.008617435213649889,0.008971161894884996,0.009528545501685247,0.011645023889773697,0.011448883291973777,0.02057669049470968,0.0,0.0,0.09704477943627542,0.24060726693581244,0.1138551724137931,0.09337790041606481,0.08907418052520465,0.10182848253639025,13560.0
