,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_23,BET_22,BET_21,BET_20,BET_19,BET_18,BET_17,BET_16,BET_15,BET_14,BET_13,BET_12,BET_11,BET_10,BET_9,BET_8,BET_7,BET_6,BET_5,BET_4,BET_3,BET_2,BET_1,BET_0,S,V,Temp(K),Pressure,BET,Vt,Vmic,Vmeso
0,CO2,LGBM_separate,0.9581197413057204,0.5275671005630299,-1,-1,0.948485206466329,0.42971092636933206,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 50}",697,111,96,84,75,142,87,161,190,314,91,77,73,65,65,89,43,116,70,101,76,73,71,98,98,106,152,141,144,168,234,327,656,1133,0,0,1396,3306,998,728,874,1174
