,Unnamed: 0,GAC,GAS,E,S,A,B,V,L,BET,Vt,Vmeso,Vmic,%C,%O,%N,Temp(K),Pressure,Adsorp(mmol/g),Index,K,n,R2
6414,22,A-PC,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,2780,1.17,,,,,,298,2.376306266,7.094115853,551,5.510686293,0.392870507,0.994324858
6424,32,SPC,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,2500,1.01,,,,,,298,2.97877159,4.656523126,552,2.688122668,0.568770259,0.996772511
6434,42,NPC,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,1490,1.4,,,,,,298,2.61756971,5.979866982,553,4.497070168,0.387493666,0.991008092
6444,52,A-rNPC,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,2580,1.09,,,,,,296,0.707135682,2.102109511,554,3.841945639,0.566262589,0.995026965
6456,64,,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,2580,1.09,,,,,,313,1.21944557,1.483002309,555,2.381044137,0.651085265,0.993230498
6466,74,,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,2580,1.09,,,,,,333,2.031792468,2.653014469,556,1.749050046,0.700568848,0.999255464
6477,85,,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,2580,1.09,,,,,,353,0.812875597,1.014574485,557,1.376945647,0.714874351,0.998287859
6489,0,AG-2-700,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,1940,0.82,0.35,0.47,,11,1.47,298,0.032703022,0.264903167,558,4.541526991,0.716135637,0.998816549
6499,0,A-CS800-2,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,1375,0.54,,,,,,273,0.063006892,0.660122106,559,6.125254674,0.663490551,0.994307814
6509,10,A-CS800-3,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,1620,0.67,,,,,,273,0.029936824,0.609582536,560,5.671189933,0.64313574,0.999550227
6521,22,A-CS800-4,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,1830,0.79,,,,,,273,0.014282401,0.237037532,561,5.486466418,0.685426494,0.999334154
6535,0,SA-2N-P,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,1740,1.57,,,,,3.38,273,0.032755299,1.535337287,562,9.333697941,0.579069742,0.998886601
6551,16,,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,1740,1.57,,,,,3.38,298,0.047206166,0.937533669,563,4.542845884,0.599274106,0.995389072
6563,28,,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,1740,1.57,,,,,3.38,318,0.022157996,0.338702767,564,2.962869887,0.580717251,0.997168761
6575,40,SA-N-2P,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,1372,1.71,,,,,1.48,273,0.01337804,0.152426519,565,3.562579646,0.712338588,0.999823238
6594,59,,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,1372,1.71,,,,,1.48,298,0.02493961,0.133245956,566,2.346070875,0.848701025,0.999206148
6609,74,,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,1372,1.71,,,,,1.48,318,0.061406857,0.089990011,567,1.646042937,0.884810969,0.998417674
6630,95,SA-3N,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,444,0.21,,,,,1.57,273,0.034252132,0.550892746,568,2.803276561,0.426553946,0.9963463
6650,115,,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,444,0.21,,,,,1.57,298,0.01307612,0.149911564,569,2.090132603,0.507423041,0.997441475
6669,134,,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,444,0.21,,,,,1.57,318,0.034118261,0.150081945,570,1.491754141,0.593329898,0.996500245
6689,0,MCN,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,278,0.38,0.371,0.009,,,,273,0.011470161,0.343476703,571,2.161390335,0.404403119,0.99663467
6705,16,,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,278,0.38,0.371,0.009,,,,298,0.01668387,0.183081547,572,1.742405617,0.45952326,0.995466781
6720,31,MCN/C,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,338,0.33,0.273,0.057,,,,273,0.013196605,0.343003523,573,3.100702948,0.42744039,0.992088476
6739,50,,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,338,0.33,0.273,0.057,,,,298,0.009397748,0.138819447,574,2.371264359,0.515850023,0.995476468
6757,0,RN-400-1,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,735,0.27,,,77.7,,2.72,298,0.024525021,0.276422764,575,3.324514369,0.558405926,0.996343252
6772,15,RN-450-1,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,787,0.29,,,80.6,,1.56,298,0.015945684,0.363143631,576,3.871141153,0.525220469,0.998744803
6787,30,RN-500-1,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,932,0.35,,,85.4,,1.39,298,0.013853021,0.189701897,577,4.037784525,0.599648556,0.998370441
6804,47,RN-400-2,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,936,0.34,,,78.4,,4.56,298,0.013463405,0.316055626,578,4.147148425,0.580638372,0.998863574
6817,60,RN-450-2,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,1088,0.41,,,79.3,,3.9,298,0.019008488,0.158027813,579,4.056716317,0.695085661,0.999232657
6831,74,RN-500-2,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,1288,0.48,,,83.7,,3.85,298,0.006740168,0.195954488,580,4.612471958,0.621062374,0.999727884
6844,87,RN-400-3,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,1115,0.41,,,79.4,,5.36,298,0.096574266,1.001814856,581,4.106497323,0.60297711,0.999815371
6857,100,RN-450-3,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,1432,0.53,,,78.6,,4.25,298,0.008612856,0.222030711,582,4.621569446,0.638135269,0.999824374
6870,113,RN-500-3,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,1924,0.71,,,81.4,,4.09,298,0.03327151,0.377945125,583,4.524916711,0.704096554,0.999364929
6885,128,RN-400-4,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,1003,0.36,,,79.1,,6.05,298,0.053183402,0.707317073,584,3.804366985,0.55898593,0.999490434
6898,141,RN-450-4,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,1569,0.57,,,77.7,,5.94,298,0.019537272,0.262195122,585,4.382357023,0.656909633,0.999657783
6913,156,RN-500-4,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,2155,0.83,,,77,,5.74,298,0.010854186,0.146341463,586,4.333594338,0.73869777,0.999952063
6928,171,RN-400-1,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,735,0.27,,,77.7,,2.72,273,0.030434783,0.84043849,587,4.817358378,0.436344469,0.99613135
6943,186,RN-450-1,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,787,0.29,,,80.6,,1.56,273,0.010869565,0.621193666,588,4.971567479,0.412685362,0.997166725
6958,201,RN-500-1,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,932,0.35,,,85.4,,1.39,273,0.009782609,0.321559074,589,5.506345015,0.483232224,0.995447955
6972,215,RN-400-2,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,936,0.34,,,78.4,,4.56,273,0.012098668,0.661349693,590,5.527631809,0.44096852,0.996541378
6985,228,RN-450-2,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,1088,0.41,,,79.3,,3.9,273,0.020833473,0.73006135,591,5.839580125,0.48857961,0.997358559
6997,240,RN-500-2,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,1288,0.48,,,83.7,,3.85,273,0.004419586,0.369325153,592,6.662345275,0.514168009,0.997917931
7012,255,RN-400-3,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,1115,0.41,,,79.4,,5.36,273,0.021099342,0.73990026,593,5.327156945,0.462053917,0.995327371
7028,271,RN-450-3,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,1432,0.53,,,78.6,,4.25,273,0.013699872,0.532359285,594,6.692414279,0.534571955,0.99856698
7042,285,RN-500-3,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,1924,0.71,,,81.4,,4.09,273,0.014831911,0.315874651,595,7.158293168,0.62093741,0.998539175
7057,300,RN-400-4,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,1003,0.36,,,79.1,,6.05,273,0.012159152,0.48245614,596,4.931364011,0.458873759,0.995731182
7071,314,RN-450-4,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,1432,0.53,,,78.6,,4.25,273,0.009948397,0.394736842,597,6.286685303,0.561118642,0.998528399
7086,329,RN-500-4,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,2155,0.83,,,77,,5.74,273,0.013324468,0.149122807,598,6.428201432,0.663229783,0.99824815
7101,0,grass cuttings,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,841,0.379,0.098,0.281,,,,273,0.008333877,0.5839424,599,4.051177809,0.396906104,0.998416582
7116,15,horse manure,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,749,0.816,0.675,0.141,,,,273,0.020417319,0.605825285,600,3.965224354,0.430603994,0.996820135
7129,28,beer waste,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,622,0.317,0.113,0.204,,,,273,0.015305512,0.443552597,601,3.284906793,0.387319607,0.990209884
7146,45,biosludge,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,489,0.387,0.27,0.117,,,,273,0.012162294,0.194835987,602,2.71175735,0.513145473,0.998469838
7159,58,C beer waste,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,1073,0.978,0.877,0.101,,,,273,0.037471178,0.50889672,603,2.174880156,0.393456648,0.993498
7175,74,grass cuttings,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,742,0.379,0.098,0.281,,,,298,0.012190233,0.226415094,604,2.808639417,0.494444454,0.996282932
7193,92,,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,742,0.379,0.098,0.281,,,,323,0.012124458,0.094339623,605,1.764034015,0.587206677,0.996962651
7210,109,,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,742,0.379,0.098,0.281,,,,373,0.027045904,0.056603774,606,0.807072068,0.679537258,0.996162943
7226,0,S-973-1.25,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,1790,0.77,,,69.2,22.8,1.9,298,0.026395939,0.372069239,607,4.653389362,0.617063408,0.997210348
7240,14,,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,1790,0.77,,,69.2,22.8,1.9,273,0.018274112,0.826262672,608,7.131972418,0.522253922,0.999109593
7254,28,P-973-1,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,956,0.43,,,69.1,17.6,2.8,298,0.007106599,0.320247668,609,4.070239334,0.511514884,0.997516793
7267,41,,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,956,0.43,,,69.1,17.6,2.8,273,0.008121827,0.547396793,610,5.353981969,0.402286,0.994188396
7282,0,BICD-0.5-700,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,830,0.33,0.02,0.31,69.8,10.5,17.6,273,0.03640063,1.45691906,611,6.696199777,0.377607914,0.97599737
7296,14,BICD-1-700,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,1545,0.61,0.02,0.59,72,12.4,13.7,273,0.036235975,0.798955614,612,8.727452579,0.551559584,0.989683632
7310,28,BICD-2-700,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,2465,1.34,0.18,1.16,78.3,15.4,5.7,273,0.038382377,0.375979112,613,6.772769055,0.738316793,0.997809555
7322,40,BICD-3-700,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,2530,1.89,0.77,1.12,84,10.5,3.1,273,0.036065439,0.117493473,614,5.590439372,0.821659545,0.997237799
7334,52,BICD-0.5-700,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,830,0.33,0.02,0.31,69.8,10.5,17.6,298,0.031712474,0.397566892,615,4.966638997,0.514929047,0.980700854
7347,65,BICD-1-700,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,1545,0.61,0.02,0.59,72,12.4,13.7,298,0.059196617,0.588807912,616,5.610243111,0.651808381,0.993206058
7361,79,BICD-2-700,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,2465,1.34,0.18,1.16,78.3,15.4,5.7,298,0.046511628,0.220444546,617,3.955948526,0.823205406,0.997887042
7373,91,BICD-3-700,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,2530,1.89,0.77,1.12,84,10.5,3.1,298,0.038054968,0.102633096,618,3.162160793,0.915296671,0.998009112
7387,105,BICD-0.5-700,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,830,0.33,0.02,0.31,69.8,10.5,17.6,323,0.038617886,0.212616822,619,3.191316004,0.60447491,0.987458367
7404,122,BICD-1-700,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,1545,0.61,0.02,0.59,72,12.4,13.7,323,0.042682927,0.163551402,620,3.285444609,0.748063027,0.99227665
7421,139,BICD-2-700,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,2465,1.34,0.18,1.16,78.3,15.4,5.7,323,0.111788618,0.302570093,621,2.10165157,0.843887209,0.998623072
7433,151,BICD-3-700,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,2530,1.89,0.77,1.12,84,10.5,3.1,323,0.040650407,0.049065421,622,1.728597168,0.916610994,0.998089278
7445,0,AC-1-600,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,1180,0.49,0.02,0.47,56.5,33.3,6,298,0.011307198,0.152173913,623,3.630944476,0.624703037,0.998129913
7458,13,AC-1-635,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,1673,0.73,0.05,0.68,58.6,32.1,5.32,298,0.060123555,0.423913043,624,3.288271221,0.694130105,0.999008549
7470,25,AC-1-700,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,2437,1.09,0.06,1.03,48.3,44.5,2.07,298,0.060082845,0.336956522,625,3.342121656,0.793514917,0.999516225
7481,36,AC-1-800,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,2567,1.49,0.24,1.25,58.3,36,1.51,298,0.06188935,0.195652174,626,2.818085431,0.846826809,0.998787558
7493,48,AC-2-600,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,1098,0.45,0.01,0.44,58.2,32.1,5.94,298,0.058935361,0.590529248,627,3.45416185,0.592522256,0.998415078
7505,60,AC-2-635,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,1381,0.57,0.01,0.56,55.3,36.2,4.59,298,0.017110266,0.144846797,628,3.904260656,0.633491726,0.997347742
7519,74,AC-2-700,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,2111,0.9,0.02,0.88,51.3,42.1,1.95,298,0.062737643,0.356545961,629,3.548660874,0.773637447,0.998839543
7530,85,AC-2-800,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,2469,1.21,0.51,0.7,70,25.9,1.29,298,0.058935361,0.289693593,630,3.094990686,0.817715688,0.999164284
7540,95,AC-2-635,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,1381,0.57,0.01,0.56,55.3,36.2,4.59,273,0.067410394,1.206896552,631,6.037445327,0.55406858,0.997892059
7551,106,,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,1381,0.57,0.01,0.56,55.3,36.2,4.59,323,0.064113906,0.310344828,632,2.623233522,0.738769711,0.998459059
7561,0,C600,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,362,0.27,,,,,20.2,298,0.033309427,0.425531915,633,1.925020569,0.376458153,0.989454558
7574,13,C700,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,685,0.38,,,,,18.4,298,0.0480782,0.65248227,634,2.823805709,0.438983798,0.992462759
7586,25,C800,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,771,0.41,,,,,16.5,298,0.010943767,0.312056738,635,3.01408993,0.48046926,0.997415036
7600,39,C900,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,925,0.51,,,,,11.7,298,0.018522946,0.21749409,636,3.151805784,0.550154415,0.996520459
7615,54,C1000,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,1466,0.87,,,,,7.1,298,0.003630214,0.122931442,637,3.465770493,0.530032542,0.99791216
7627,66,C600W,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,409,0.26,,,,,24.8,298,0.043516461,0.315285252,638,1.854013767,0.463214316,0.986493554
7636,75,C700W,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,914,0.51,,,,,21.7,298,0.007020419,0.314947326,639,3.894995417,0.541323514,0.99883687
7649,88,C800W,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,3699,3.26,,,,,3.4,298,0.054194933,0.611680423,640,3.490625652,0.550314965,0.995157215
7659,98,C900W,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,1126,0.6,,,,,9.6,298,0.010830538,0.139056679,641,2.746239631,0.59402393,0.993795135
7670,109,C1000A,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,2082,1.74,,,,,5.7,298,0.032440926,0.45407159,642,3.484273686,0.552662513,0.998540532
7680,0,CKHP-700-1,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,932,0.44,,,,,0,298,0.037460212,0.489999525,643,4.316397886,0.54164215,0.990680097
7692,12,SD2600,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,866,0.46,,,,,0,298,0.05344672,0.597653095,644,4.361345219,0.618269049,0.993094177
7705,25,Py2600,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,976,0.47,,,,,12.4,298,0.016168622,0.38228261,645,3.406412005,0.487293135,0.996160384
7718,38,nCN2600,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,979,0.54,,,,,5.9,298,0.018686557,0.179327601,646,2.847926623,0.609209417,0.997462555
7728,0,GNF,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,178,0.25,0.19,0.06,,,,298,0.034554293,0.089552239,647,0.5021456,0.535465931,0.997320495
7741,13,G-700,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,249,0.456,0.446,0.012,,,,298,0.039155142,0.097693351,648,0.715884723,0.643273135,0.998682305
7752,24,G-800,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,256,0.468,0.404,0.064,,,,298,0.039223607,0.138398915,649,0.977776727,0.606511928,0.998483953
7763,35,G-900,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,567,0.708,0.434,0.274,,,,298,0.053293167,0.321573948,650,1.17316724,0.466027535,0.997447753
7773,45,G-1000,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,228,0.288,0.213,0.075,,,,298,0.03009722,0.166892809,651,1.053930704,0.49758954,0.99812984
7786,0,Bamboo-3-873,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,1846,0.78,0.42,0.36,,,,273,0.01793722,0.496669939,652,7.139283039,0.597576992,0.998451047
7801,15,,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,1846,0.78,0.42,0.36,,,,298,0.031390135,0.2064505,653,4.482301275,0.696758799,0.997947396
7815,29,Bamboo-1-973,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,930,0.41,0.15,0.26,,,,273,0.01381459,0.516224189,654,5.559437535,0.430833758,0.988878999
7828,42,,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,930,0.41,0.15,0.26,,,,298,0.020410328,0.289085546,655,3.986252084,0.534564014,0.99649582
7841,0,4.5,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,1203,0.59,0.1,0.9,,,,298,0.049682807,0.248062016,656,3.555623441,0.690437472,0.994148483
7851,10,3.5,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,1327,0.65,0.1,0.55,,,,298,0.022923638,0.11369509,657,3.917966774,0.688711763,0.99522436
7861,20,2,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,1088,0.53,0.08,0.45,,,,298,0.038220988,0.186046512,658,3.685543579,0.71941911,0.993044977
7872,31,1,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,686,0.31,0.02,0.29,,,,298,0.032370685,0.237726098,659,3.320455111,0.602279071,0.988334953
7883,42,1N2,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,384,0.18,0.17,0.01,,,,298,0.064771218,0.465116279,660,2.628617752,0.53573467,0.990351324
7892,51,4.5H,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,1203,0.59,0.1,0.9,,,,273,0.040496775,0.323062997,661,4.748794832,0.652664305,0.995097597
7903,62,3.5H,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,1327,0.65,0.1,0.55,,,,273,0.01108521,0.17591444,662,5.512310854,0.634870429,0.996075632
7914,73,2H,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,1088,0.53,0.08,0.45,,,,273,0.023922598,0.190900862,663,5.143390942,0.586509262,0.989905761
7925,84,1H,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,686,0.31,0.02,0.29,,,,273,0.035124024,0.52779361,664,4.419778531,0.519385817,0.989336363
7937,96,1HN2,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,384,0.18,0.17,0.01,,,,273,0.03324669,0.454571362,665,3.078759769,0.446652942,0.985452727
7947,0,AC,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,1175,0.55,0.06,0.49,83.4,15.1,,273,0.008583691,0.239473684,666,2.737711402,0.386946085,0.990762479
7961,14,AC-KOH,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,2064,0.98,0.11,0.87,74.4,24.5,,273,0.010729614,0.405263158,667,6.057759158,0.501210598,0.995044524
7973,26,AC--KOH-N,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,2511,1.35,0.19,1.16,76.4,14.9,,273,0.006437768,0.736842105,668,7.373070391,0.454229486,0.993851795
7986,39,AC,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,1175,0.55,0.06,0.49,83.4,15.1,,298,0.022540984,0.15625,669,1.838568436,0.503630795,0.991422132
7997,50,AC-KOH,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,2064,0.98,0.11,0.87,74.4,24.5,,298,0.024590164,0.3125,670,3.824927345,0.608609465,0.995891087
8008,61,AC-KOH-N,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,2511,1.35,0.19,1.16,76.4,14.9,,298,0.022540984,0.4296875,671,5.077976697,0.59035542,0.997684704
8018,71,AC,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,1175,0.55,0.06,0.49,83.4,15.1,,323,0.022456938,0.024590164,672,0.559644328,0.988089416,0.996922839
8028,81,AC-KOH,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,2064,0.98,0.11,0.87,74.4,24.5,,323,0.027029009,0.155737705,673,1.82338703,0.587598577,0.997825753
8039,92,AC-KOH-N,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,2511,1.35,0.19,1.16,76.4,14.9,,323,0.027090133,0.237704918,674,2.91503118,0.635668241,0.998522683
8049,0,N-AC,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,993,0.82,0.46,0.36,,,28,298,0.022719705,0.39859757,675,3.268094013,0.506643543,0.997988592
8067,18,DG-60,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,889,0.65,0.31,0.34,,,0,298,0.020516892,0.256177364,676,2.282995584,0.5714066,0.998807812
8081,32,N-AC,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,993,0.82,0.46,0.36,,,28,273,0.018597335,0.510459424,677,4.126577675,0.460421675,0.99648708
8097,0,T-GU-700-6,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,1032,0.61,0.02,0.59,82.4,,2.59,298,0.044154176,0.144646681,678,2.375123687,0.954241445,0.99900399
8109,12,T-GU-750-6,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,1089,0.71,0.34,0.37,85.5,,1.94,298,0.04882227,0.138115632,679,1.641683001,0.861492826,0.999387514
8122,25,T-GU-700-8,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,1264,0.67,0.31,0.36,86,,2.03,298,0.030247782,0.059253594,680,1.585245605,0.946290793,0.999866933
8135,38,T-GU-700-4,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,731,0.29,,,88.3,,4.42,298,0.053527072,0.092214745,681,1.05772526,0.906858773,0.998672507
8146,49,T-GU-700-6,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,1032,0.61,0.02,0.59,82.4,,2.59,273,0.01797247,0.19660924,682,3.205263053,0.759260058,0.999587309
8160,63,T-GU-750-6,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,1089,0.71,0.34,0.37,85.5,,1.94,273,0.03157591,0.152087842,683,2.141196033,0.74684559,0.999742127
8173,76,T0GU-700-8,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,1264,0.67,0.31,0.36,86,,2.03,273,0.033872969,0.098536923,684,1.922306823,0.829305164,0.999068096
8185,88,T-GU-700-4,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,731,0.29,,,88.3,,4.42,273,0.047430237,0.125443685,685,1.829513175,0.850947278,0.999281913
8197,100,T-G-700-6,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,1296,0.75,0.32,0.43,77.1,,0.86,298,0.027491328,0.09657767,686,1.95678825,0.863786083,0.999598311
8209,112,GU-700-6,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,360,0.15,,,85.1,,1.32,298,0.043484896,0.109533927,687,0.957082738,0.692271167,0.999545197
8221,124,T-G-700-6,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,1296,0.75,0.32,0.43,77.1,,0.86,273,0.028711111,0.205333333,688,2.526379693,0.743064273,0.999590496
8232,135,GU-700-6,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,360,0.15,,,85.1,,1.32,273,0.033447619,0.168,689,1.432790756,0.590567285,0.998870825
8244,0,HPC5b2-1100,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,2734,5.23,4.36,0.596,,,,300,0.490961342,1.741293532,690,3.347559067,0.61670711,0.9980031
8263,19,HPC5b2-1000,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,2517,5.53,4.82,0.611,,,,300,0.389604771,2.298507463,691,3.451490223,0.589463008,0.996203972
8276,32,HPC5b2-900,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,2495,5.41,4.65,0.576,,,,300,0.78736751,2.228855721,692,3.341117342,0.587346574,0.998491494
8290,46,HPC5b1-900,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,2109,3.26,2.68,0.449,,,,300,0.984889219,2.577114428,693,2.650145924,0.616788386,0.994884477
8306,62,HPC74-1000,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,1900,1,0.19,0.547,,,,300,2.267915083,5.084577114,694,3.822077234,0.466531558,0.997478357
8316,72,HPC74-900,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,1828,0.95,0.16,0.495,,,,300,0.981922685,3.412935323,695,3.888126354,0.431369481,0.996432865
8327,83,HPC74-800,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,1574,1.48,0.92,0.372,,,,300,0.78736751,2.228855721,696,3.132686919,0.472470961,0.9936821
8339,95,HPC74-600,CarbonDiox,0,0.28,0.05,0.1,0.2809,0.058,1269,1.31,0.82,0.321,,,,300,0.884768703,2.786069652,697,3.050417824,0.418736153,0.994840496
