,E,S,A,B,V,L,BET,Vt,Temp(K),K,n,Vmic
472,0,0.28,0.05,0.1,0.2809,0.058,606.0,0.33,273.0,2.321808236321138,0.6003966969279193,0.27
473,0,0.28,0.05,0.1,0.2809,0.058,3578.0,1.91,288.0,3.7624745845428063,0.827893729182911,1.26
474,0,0.28,0.05,0.1,0.2809,0.058,3578.0,1.91,303.0,2.7728372028673545,0.8346915914196292,1.26
475,0,0.28,0.05,0.1,0.2809,0.058,3578.0,1.91,318.0,2.0451317809237106,0.8738761675590353,1.26
476,0,0.28,0.05,0.1,0.2809,0.058,111.0,0.07,273.0,0.9125294075108064,0.4968604593174587,0.05
477,0,0.28,0.05,0.1,0.2809,0.058,668.0,0.35,273.0,2.79068958330702,0.4633746797956718,0.32
478,0,0.28,0.05,0.1,0.2809,0.058,897.0,0.49,273.0,5.165082746794016,0.478197806540921,0.42
479,0,0.28,0.05,0.1,0.2809,0.058,1243.0,0.7,273.0,6.007325872506922,0.5271929783815441,0.55
480,0,0.28,0.05,0.1,0.2809,0.058,1312.0,0.67,273.0,6.786320372264806,0.5120594989916858,0.63
481,0,0.28,0.05,0.1,0.2809,0.058,111.0,0.07,298.0,0.632633208913622,0.5719461440015278,0.05
482,0,0.28,0.05,0.1,0.2809,0.058,668.0,0.35,298.0,2.0137006744549306,0.5485192319947678,0.32
483,0,0.28,0.05,0.1,0.2809,0.058,897.0,0.49,298.0,3.583339000114159,0.5962310858821633,0.42
484,0,0.28,0.05,0.1,0.2809,0.058,1243.0,0.7,298.0,4.094430628727018,0.6137092891991729,0.55
485,0,0.28,0.05,0.1,0.2809,0.058,1312.0,0.67,298.0,5.202364347311563,0.6158078919499791,0.63
486,0,0.28,0.05,0.1,0.2809,0.058,111.0,0.07,298.0,0.6961363989332081,0.5081435305698063,0.05
488,0,0.28,0.05,0.1,0.2809,0.058,897.0,0.49,298.0,3.3237352352460423,0.2772628702763469,0.42
489,0,0.28,0.05,0.1,0.2809,0.058,1243.0,0.7,298.0,4.199482352896349,0.2975077250241424,0.55
490,0,0.28,0.05,0.1,0.2809,0.058,1312.0,0.67,298.0,5.197825585259699,0.2114547885944538,0.63
491,0,0.28,0.05,0.1,0.2809,0.058,528.0,0.28,273.0,3.968125563295645,0.3881268932701558,0.19
492,0,0.28,0.05,0.1,0.2809,0.058,616.0,0.32,273.0,4.128255216702939,0.3833971781347945,0.2
493,0,0.28,0.05,0.1,0.2809,0.058,589.0,0.31,273.0,4.452604881775559,0.385948699597655,0.2
494,0,0.28,0.05,0.1,0.2809,0.058,528.0,0.28,298.0,2.7265312181868357,0.5251067389985749,0.19
495,0,0.28,0.05,0.1,0.2809,0.058,616.0,0.32,298.0,3.00017433572252,0.5038140758551893,0.2
496,0,0.28,0.05,0.1,0.2809,0.058,589.0,0.31,298.0,3.528608350779405,0.4934199872632359,0.2
497,0,0.28,0.05,0.1,0.2809,0.058,642.0,0.32,273.0,4.638768438717055,0.4321804625033677,0.26
498,0,0.28,0.05,0.1,0.2809,0.058,657.0,0.32,273.0,4.829489818299783,0.3841659161738186,0.25
499,0,0.28,0.05,0.1,0.2809,0.058,721.0,0.33,273.0,5.093394749321338,0.3660197376047073,0.25
500,0,0.28,0.05,0.1,0.2809,0.058,809.0,0.34,273.0,5.749128126748759,0.3921566199178212,0.29
501,0,0.28,0.05,0.1,0.2809,0.058,936.0,0.41,273.0,5.669280944861502,0.4381031065879194,0.33
502,0,0.28,0.05,0.1,0.2809,0.058,642.0,0.32,298.0,3.3627974242073413,0.4822596477896417,0.26
503,0,0.28,0.05,0.1,0.2809,0.058,657.0,0.32,298.0,3.516505660303953,0.4626315106039393,0.25
504,0,0.28,0.05,0.1,0.2809,0.058,721.0,0.33,298.0,3.688497895906679,0.4452893940018681,0.25
505,0,0.28,0.05,0.1,0.2809,0.058,936.0,0.41,298.0,4.134232949218385,0.4900947223868459,0.33
515,0,0.28,0.05,0.1,0.2809,0.058,640.0,0.26,258.0,4.418332533011117,0.3039907554389341,0.24
516,0,0.28,0.05,0.1,0.2809,0.058,640.0,0.26,273.0,3.685698638843756,0.3448093868947178,0.24
517,0,0.28,0.05,0.1,0.2809,0.058,640.0,0.26,298.0,2.7344016247999705,0.4786756484356497,0.24
518,0,0.28,0.05,0.1,0.2809,0.058,510.0,0.22,258.0,4.257210220319675,0.3062916668866299,0.2
519,0,0.28,0.05,0.1,0.2809,0.058,510.0,0.22,273.0,3.559593863903489,0.3552798222686913,0.2
520,0,0.28,0.05,0.1,0.2809,0.058,510.0,0.22,298.0,2.7710026932918725,0.4505085645516254,0.2
521,0,0.28,0.05,0.1,0.2809,0.058,1920.0,0.79,258.0,7.776566294858465,0.5789985820471373,0.74
522,0,0.28,0.05,0.1,0.2809,0.058,1920.0,0.79,273.0,5.641188272341033,0.6214669088482535,0.74
523,0,0.28,0.05,0.1,0.2809,0.058,1920.0,0.79,298.0,3.340681404883933,0.7604113016125017,0.74
524,0,0.28,0.05,0.1,0.2809,0.058,1810.0,0.78,258.0,7.581630373871327,0.5326921808470731,0.7
525,0,0.28,0.05,0.1,0.2809,0.058,1810.0,0.78,273.0,5.40643764786304,0.5826958545572195,0.7
526,0,0.28,0.05,0.1,0.2809,0.058,1810.0,0.78,298.0,3.4477243515843887,0.6925231652732741,0.7
539,0,0.28,0.05,0.1,0.2809,0.058,2235.0,1.309,273.0,5.971121779497437,0.6643706490802286,0.805
540,0,0.28,0.05,0.1,0.2809,0.058,1852.0,0.842,273.0,6.802278250827828,0.6621314248041221,0.663
541,0,0.28,0.05,0.1,0.2809,0.058,1376.0,0.694,273.0,7.651258505587108,0.537022726413328,0.565
542,0,0.28,0.05,0.1,0.2809,0.058,773.0,0.383,273.0,4.342459937608181,0.3755558736263821,0.316
543,0,0.28,0.05,0.1,0.2809,0.058,462.0,0.213,273.0,3.235144235978951,0.3378981428012794,0.168
544,0,0.28,0.05,0.1,0.2809,0.058,773.0,0.383,298.0,3.293942929809293,0.503831526163524,0.316
545,0,0.28,0.05,0.1,0.2809,0.058,1376.0,0.694,298.0,5.138913554352589,0.657280308529557,0.565
546,0,0.28,0.05,0.1,0.2809,0.058,462.0,0.213,298.0,2.352629182606361,0.487498929856647,0.168
547,0,0.28,0.05,0.1,0.2809,0.058,1852.0,0.842,298.0,4.263485309875756,0.7576017526176537,0.663
548,0,0.28,0.05,0.1,0.2809,0.058,2235.0,1.309,298.0,3.665689681011842,0.7310380650792285,0.805
558,0,0.28,0.05,0.1,0.2809,0.058,1940.0,0.82,298.0,4.541526990916225,0.7161356374666463,0.47
571,0,0.28,0.05,0.1,0.2809,0.058,278.0,0.38,273.0,2.1613903345943477,0.4044031192907705,0.009
572,0,0.28,0.05,0.1,0.2809,0.058,278.0,0.38,298.0,1.7424056173828044,0.4595232599005213,0.009
573,0,0.28,0.05,0.1,0.2809,0.058,338.0,0.33,273.0,3.10070294773841,0.4274403895339931,0.057
574,0,0.28,0.05,0.1,0.2809,0.058,338.0,0.33,298.0,2.3712643587599103,0.5158500225233069,0.057
599,0,0.28,0.05,0.1,0.2809,0.058,841.0,0.379,273.0,4.051177809199839,0.3969061041837187,0.281
600,0,0.28,0.05,0.1,0.2809,0.058,749.0,0.816,273.0,3.965224354238269,0.4306039940343497,0.141
601,0,0.28,0.05,0.1,0.2809,0.058,622.0,0.317,273.0,3.28490679305798,0.3873196067979487,0.204
602,0,0.28,0.05,0.1,0.2809,0.058,489.0,0.387,273.0,2.711757349937802,0.5131454726872958,0.117
603,0,0.28,0.05,0.1,0.2809,0.058,1073.0,0.978,273.0,2.1748801560269952,0.3934566477011539,0.101
604,0,0.28,0.05,0.1,0.2809,0.058,742.0,0.379,298.0,2.808639417473985,0.4944444544611082,0.281
605,0,0.28,0.05,0.1,0.2809,0.058,742.0,0.379,323.0,1.7640340150731963,0.5872066769524218,0.281
606,0,0.28,0.05,0.1,0.2809,0.058,742.0,0.379,373.0,0.8070720677130025,0.6795372581367112,0.281
611,0,0.28,0.05,0.1,0.2809,0.058,830.0,0.33,273.0,6.6961997770766,0.3776079144337284,0.31
612,0,0.28,0.05,0.1,0.2809,0.058,1545.0,0.61,273.0,8.727452579114887,0.5515595838556439,0.59
613,0,0.28,0.05,0.1,0.2809,0.058,2465.0,1.34,273.0,6.772769054831452,0.7383167934669826,1.16
614,0,0.28,0.05,0.1,0.2809,0.058,2530.0,1.89,273.0,5.590439372221521,0.8216595447855777,1.12
615,0,0.28,0.05,0.1,0.2809,0.058,830.0,0.33,298.0,4.966638996589394,0.5149290467026721,0.31
616,0,0.28,0.05,0.1,0.2809,0.058,1545.0,0.61,298.0,5.610243110636643,0.6518083813170498,0.59
617,0,0.28,0.05,0.1,0.2809,0.058,2465.0,1.34,298.0,3.955948525814192,0.8232054062915027,1.16
618,0,0.28,0.05,0.1,0.2809,0.058,2530.0,1.89,298.0,3.162160793299705,0.9152966707931018,1.12
619,0,0.28,0.05,0.1,0.2809,0.058,830.0,0.33,323.0,3.191316004022134,0.6044749101879753,0.31
620,0,0.28,0.05,0.1,0.2809,0.058,1545.0,0.61,323.0,3.285444608844913,0.7480630265066628,0.59
621,0,0.28,0.05,0.1,0.2809,0.058,2465.0,1.34,323.0,2.101651570158887,0.8438872085159351,1.16
622,0,0.28,0.05,0.1,0.2809,0.058,2530.0,1.89,323.0,1.7285971682567427,0.9166109939302272,1.12
623,0,0.28,0.05,0.1,0.2809,0.058,1180.0,0.49,298.0,3.630944476259328,0.6247030366881154,0.47
624,0,0.28,0.05,0.1,0.2809,0.058,1673.0,0.73,298.0,3.288271220852114,0.6941301047466439,0.68
625,0,0.28,0.05,0.1,0.2809,0.058,2437.0,1.09,298.0,3.342121656475324,0.793514917051037,1.03
626,0,0.28,0.05,0.1,0.2809,0.058,2567.0,1.49,298.0,2.8180854305697878,0.846826809310397,1.25
627,0,0.28,0.05,0.1,0.2809,0.058,1098.0,0.45,298.0,3.45416185002837,0.5925222562849857,0.44
628,0,0.28,0.05,0.1,0.2809,0.058,1381.0,0.57,298.0,3.9042606562329896,0.6334917256892924,0.56
629,0,0.28,0.05,0.1,0.2809,0.058,2111.0,0.9,298.0,3.5486608738448955,0.7736374467354635,0.88
630,0,0.28,0.05,0.1,0.2809,0.058,2469.0,1.21,298.0,3.0949906855430824,0.81771568751259,0.7
631,0,0.28,0.05,0.1,0.2809,0.058,1381.0,0.57,273.0,6.037445326857031,0.5540685804994933,0.56
632,0,0.28,0.05,0.1,0.2809,0.058,1381.0,0.57,323.0,2.62323352153208,0.7387697110644228,0.56
647,0,0.28,0.05,0.1,0.2809,0.058,178.0,0.25,298.0,0.5021456003983937,0.5354659312430872,0.06
648,0,0.28,0.05,0.1,0.2809,0.058,249.0,0.456,298.0,0.7158847228159033,0.643273135331028,0.012
649,0,0.28,0.05,0.1,0.2809,0.058,256.0,0.468,298.0,0.9777767268522356,0.606511927543979,0.064
650,0,0.28,0.05,0.1,0.2809,0.058,567.0,0.708,298.0,1.173167240452118,0.4660275352581285,0.274
651,0,0.28,0.05,0.1,0.2809,0.058,228.0,0.288,298.0,1.053930704285157,0.497589540347243,0.075
652,0,0.28,0.05,0.1,0.2809,0.058,1846.0,0.78,273.0,7.139283038559621,0.5975769918889666,0.36
653,0,0.28,0.05,0.1,0.2809,0.058,1846.0,0.78,298.0,4.482301275248765,0.6967587986357591,0.36
654,0,0.28,0.05,0.1,0.2809,0.058,930.0,0.41,273.0,5.559437534821004,0.4308337582290766,0.26
655,0,0.28,0.05,0.1,0.2809,0.058,930.0,0.41,298.0,3.986252084306179,0.5345640137488682,0.26
656,0,0.28,0.05,0.1,0.2809,0.058,1203.0,0.59,298.0,3.5556234410404124,0.690437472217806,0.9
657,0,0.28,0.05,0.1,0.2809,0.058,1327.0,0.65,298.0,3.917966774291712,0.6887117630531397,0.55
658,0,0.28,0.05,0.1,0.2809,0.058,1088.0,0.53,298.0,3.685543579303196,0.7194191102449322,0.45
659,0,0.28,0.05,0.1,0.2809,0.058,686.0,0.31,298.0,3.320455111329215,0.6022790711168198,0.29
660,0,0.28,0.05,0.1,0.2809,0.058,384.0,0.18,298.0,2.628617752470012,0.5357346702714918,0.01
661,0,0.28,0.05,0.1,0.2809,0.058,1203.0,0.59,273.0,4.748794832001834,0.6526643051607828,0.9
662,0,0.28,0.05,0.1,0.2809,0.058,1327.0,0.65,273.0,5.512310853868253,0.6348704285506359,0.55
663,0,0.28,0.05,0.1,0.2809,0.058,1088.0,0.53,273.0,5.143390941984215,0.586509261760515,0.45
664,0,0.28,0.05,0.1,0.2809,0.058,686.0,0.31,273.0,4.419778531258659,0.5193858168245902,0.29
665,0,0.28,0.05,0.1,0.2809,0.058,384.0,0.18,273.0,3.078759768841975,0.4466529423945808,0.01
666,0,0.28,0.05,0.1,0.2809,0.058,1175.0,0.55,273.0,2.7377114017405795,0.3869460847328814,0.49
667,0,0.28,0.05,0.1,0.2809,0.058,2064.0,0.98,273.0,6.057759158085376,0.5012105975779364,0.87
668,0,0.28,0.05,0.1,0.2809,0.058,2511.0,1.35,273.0,7.373070390996154,0.4542294861829203,1.16
669,0,0.28,0.05,0.1,0.2809,0.058,1175.0,0.55,298.0,1.8385684363594623,0.5036307946954931,0.49
670,0,0.28,0.05,0.1,0.2809,0.058,2064.0,0.98,298.0,3.824927345248012,0.6086094651839087,0.87
671,0,0.28,0.05,0.1,0.2809,0.058,2511.0,1.35,298.0,5.077976697102245,0.5903554197065708,1.16
672,0,0.28,0.05,0.1,0.2809,0.058,1175.0,0.55,323.0,0.559644328329402,0.9880894160200334,0.49
673,0,0.28,0.05,0.1,0.2809,0.058,2064.0,0.98,323.0,1.8233870299966044,0.5875985769699825,0.87
674,0,0.28,0.05,0.1,0.2809,0.058,2511.0,1.35,323.0,2.915031179958389,0.6356682412282977,1.16
675,0,0.28,0.05,0.1,0.2809,0.058,993.0,0.82,298.0,3.268094013261528,0.5066435431293039,0.36
676,0,0.28,0.05,0.1,0.2809,0.058,889.0,0.65,298.0,2.2829955838606364,0.5714066004020848,0.34
677,0,0.28,0.05,0.1,0.2809,0.058,993.0,0.82,273.0,4.126577674688182,0.4604216753626372,0.36
678,0,0.28,0.05,0.1,0.2809,0.058,1032.0,0.61,298.0,2.375123687295545,0.9542414445203808,0.59
679,0,0.28,0.05,0.1,0.2809,0.058,1089.0,0.71,298.0,1.641683001159819,0.8614928259574219,0.37
680,0,0.28,0.05,0.1,0.2809,0.058,1264.0,0.67,298.0,1.5852456050516168,0.9462907932802288,0.36
682,0,0.28,0.05,0.1,0.2809,0.058,1032.0,0.61,273.0,3.205263053473571,0.7592600578398032,0.59
683,0,0.28,0.05,0.1,0.2809,0.058,1089.0,0.71,273.0,2.141196033482877,0.7468455898970559,0.37
684,0,0.28,0.05,0.1,0.2809,0.058,1264.0,0.67,273.0,1.9223068229981264,0.8293051635837496,0.36
686,0,0.28,0.05,0.1,0.2809,0.058,1296.0,0.75,298.0,1.956788249948894,0.8637860829085292,0.43
688,0,0.28,0.05,0.1,0.2809,0.058,1296.0,0.75,273.0,2.5263796931625646,0.7430642731595107,0.43
690,0,0.28,0.05,0.1,0.2809,0.058,2734.0,5.23,300.0,3.347559067231997,0.616707110220719,0.596
691,0,0.28,0.05,0.1,0.2809,0.058,2517.0,5.53,300.0,3.4514902233031326,0.5894630079070057,0.611
692,0,0.28,0.05,0.1,0.2809,0.058,2495.0,5.41,300.0,3.3411173420676263,0.5873465744045765,0.576
693,0,0.28,0.05,0.1,0.2809,0.058,2109.0,3.26,300.0,2.6501459243242134,0.6167883861361877,0.449
694,0,0.28,0.05,0.1,0.2809,0.058,1900.0,1.0,300.0,3.8220772341001688,0.4665315577170841,0.547
695,0,0.28,0.05,0.1,0.2809,0.058,1828.0,0.95,300.0,3.888126353575829,0.4313694814581513,0.495
696,0,0.28,0.05,0.1,0.2809,0.058,1574.0,1.48,300.0,3.1326869187911908,0.4724709605038588,0.372
697,0,0.28,0.05,0.1,0.2809,0.058,1269.0,1.31,300.0,3.0504178241648643,0.4187361527590185,0.321
698,0,0.28,0.05,0.1,0.2809,0.058,1260.0,2.47,300.0,1.7450484087185634,0.5951956832022028,0.139
699,0,0.28,0.05,0.1,0.2809,0.058,1078.0,0.46,318.0,2.863428535998565,0.7172604200831207,0.41
700,0,0.28,0.05,0.1,0.2809,0.058,1078.0,0.46,298.0,4.043128091706696,0.6724599160942474,0.41
701,0,0.28,0.05,0.1,0.2809,0.058,1078.0,0.46,273.0,5.718420452998672,0.4494749305480451,0.41
702,0,0.28,0.05,0.1,0.2809,0.058,1923.0,0.86,318.0,3.165423840484777,0.601069147124426,0.82
703,0,0.28,0.05,0.1,0.2809,0.058,1923.0,0.86,298.0,4.585313485269192,0.5472053806722817,0.82
704,0,0.28,0.05,0.1,0.2809,0.058,1923.0,0.86,273.0,6.66744706012444,0.4466811610634398,0.82
705,0,0.28,0.05,0.1,0.2809,0.058,1707.0,0.78,318.0,2.50583094991556,0.7482113342395137,0.72
706,0,0.28,0.05,0.1,0.2809,0.058,1707.0,0.78,298.0,3.830684966317825,0.6948547041847404,0.72
707,0,0.28,0.05,0.1,0.2809,0.058,1707.0,0.78,273.0,6.343365628015002,0.6474464901381366,0.72
708,0,0.28,0.05,0.1,0.2809,0.058,1170.0,0.39,273.0,6.383490169093447,0.4382981149201949,0.34
709,0,0.28,0.05,0.1,0.2809,0.058,1680.0,0.61,273.0,7.947622098769114,0.559093971863456,0.56
710,0,0.28,0.05,0.1,0.2809,0.058,1640.0,0.6,273.0,7.546880599363495,0.5752699604805848,0.53
711,0,0.28,0.05,0.1,0.2809,0.058,2110.0,0.89,273.0,7.915565644784305,0.6222970927454111,0.78
712,0,0.28,0.05,0.1,0.2809,0.058,1260.0,0.47,273.0,7.041507509669821,0.5730478500868538,0.41
713,0,0.28,0.05,0.1,0.2809,0.058,1650.0,0.64,273.0,6.291830800441522,0.509999847373294,0.58
714,0,0.28,0.05,0.1,0.2809,0.058,1170.0,0.39,298.0,4.203319650062921,0.5002323558862571,0.34
715,0,0.28,0.05,0.1,0.2809,0.058,1680.0,0.61,298.0,4.85250192258748,0.6212385453251095,0.56
716,0,0.28,0.05,0.1,0.2809,0.058,1640.0,0.6,298.0,4.657293788094939,0.6629350610779976,0.53
717,0,0.28,0.05,0.1,0.2809,0.058,2110.0,0.89,298.0,4.4064273570133965,0.7668375252884913,0.78
718,0,0.28,0.05,0.1,0.2809,0.058,1260.0,0.47,298.0,3.80061902376135,0.6219205482880441,0.41
719,0,0.28,0.05,0.1,0.2809,0.058,1650.0,0.64,298.0,4.309476108716449,0.6801026945846789,0.58
720,0,0.28,0.05,0.1,0.2809,0.058,1113.0,0.51,273.0,4.846756729090066,0.523664006699088,0.45
721,0,0.28,0.05,0.1,0.2809,0.058,1113.0,0.51,298.0,3.168754378695284,0.6111229086155467,0.45
722,0,0.28,0.05,0.1,0.2809,0.058,1113.0,0.51,323.0,1.993119417819195,0.6284584154390069,0.45
723,0,0.28,0.05,0.1,0.2809,0.058,822.0,0.37,273.0,3.6920532319671313,0.4233781367146899,0.31
724,0,0.28,0.05,0.1,0.2809,0.058,822.0,0.37,298.0,2.636839615907681,0.4885833955109365,0.31
725,0,0.28,0.05,0.1,0.2809,0.058,822.0,0.37,323.0,1.7873714416703212,0.4942328775777413,0.31
738,0,0.28,0.05,0.1,0.2809,0.058,849.0,0.502,273.0,4.106431839915334,0.2520012207017219,0.31
740,0,0.28,0.05,0.1,0.2809,0.058,1839.0,1.02,298.0,3.9479788200791535,0.6965287639598075,0.32
741,0,0.28,0.05,0.1,0.2809,0.058,1288.0,0.94,298.0,3.2154721696459894,0.6329231916051529,0.13
742,0,0.28,0.05,0.1,0.2809,0.058,1743.0,0.84,298.0,4.315037197419314,0.6475438927946308,0.33
743,0,0.28,0.05,0.1,0.2809,0.058,599.0,0.82,298.0,1.613500136536281,0.4803393813154014,0.05
744,0,0.28,0.05,0.1,0.2809,0.058,605.0,0.83,298.0,1.3854399397991504,0.5203128052368255,0.05
745,0,0.28,0.05,0.1,0.2809,0.058,2710.0,1.54,298.0,3.2891027607680274,0.8121273880762656,0.47
746,0,0.28,0.05,0.1,0.2809,0.058,1402.0,0.99,298.0,3.666971197670548,0.6564958444936615,0.17
747,0,0.28,0.05,0.1,0.2809,0.058,1610.0,0.93,298.0,4.310759330551197,0.6402949316752614,0.21
748,0,0.28,0.05,0.1,0.2809,0.058,790.0,0.85,298.0,2.053592628739198,0.5538774926119079,0.04
749,0,0.28,0.05,0.1,0.2809,0.058,781.0,0.88,298.0,1.7878192029597333,0.5941657465663756,0.06
750,0,0.28,0.05,0.1,0.2809,0.058,390.0,0.17,298.0,1.426474768763816,0.5095018535669114,0.0
751,0,0.28,0.05,0.1,0.2809,0.058,661.0,0.3,298.0,2.546776724716987,0.5662201537806464,0.21
752,0,0.28,0.05,0.1,0.2809,0.058,669.0,0.29,298.0,3.10499214471994,0.5283093163912896,0.23
753,0,0.28,0.05,0.1,0.2809,0.058,1453.0,0.56,298.0,3.609168827600044,0.6270383389225936,0.41
754,0,0.28,0.05,0.1,0.2809,0.058,2284.0,0.89,298.0,3.8660416385836527,0.739095184649285,0.43
755,0,0.28,0.05,0.1,0.2809,0.058,1924.0,0.75,298.0,4.486064219851698,0.7319832119646389,0.42
756,0,0.28,0.05,0.1,0.2809,0.058,1453.0,0.56,273.0,7.049114539871901,0.6172244000224969,0.41
757,0,0.28,0.05,0.1,0.2809,0.058,2284.0,0.89,273.0,7.510786746376286,0.6928557721213282,0.43
758,0,0.28,0.05,0.1,0.2809,0.058,1924.0,0.75,273.0,6.192804729064523,0.6917753843910684,0.42
759,0,0.28,0.05,0.1,0.2809,0.058,730.0,0.31,298.0,3.644340677629426,0.520569471135096,0.24
760,0,0.28,0.05,0.1,0.2809,0.058,2930.0,1.12,298.0,4.370763911967632,0.8022767243199922,0.43
761,0,0.28,0.05,0.1,0.2809,0.058,730.0,0.31,273.0,5.124420566379568,0.4256126426202047,0.24
762,0,0.28,0.05,0.1,0.2809,0.058,2284.0,0.89,273.0,7.339741105167882,0.680928287379088,0.43
763,0,0.28,0.05,0.1,0.2809,0.058,2930.0,1.12,273.0,7.992221281511517,0.7431363775395714,0.43
764,0,0.28,0.05,0.1,0.2809,0.058,2231.0,1.16,298.0,4.549450330669063,0.853224218011663,0.76
765,0,0.28,0.05,0.1,0.2809,0.058,780.2,0.39,298.0,3.250050740170876,0.7215292674451194,0.35
766,0,0.28,0.05,0.1,0.2809,0.058,2030.0,1.45,273.0,6.974955281756444,0.6025942819572131,0.72
767,0,0.28,0.05,0.1,0.2809,0.058,1680.0,1.39,273.0,5.6117593599198425,0.6300722497415951,0.58
768,0,0.28,0.05,0.1,0.2809,0.058,1090.0,1.0,273.0,4.633784869954123,0.5341286146528148,0.38
769,0,0.28,0.05,0.1,0.2809,0.058,810.0,0.84,273.0,4.354146746446515,0.4992856713607938,0.28
770,0,0.28,0.05,0.1,0.2809,0.058,600.0,0.66,273.0,3.588967974908808,0.5286108577085746,0.2
771,0,0.28,0.05,0.1,0.2809,0.058,570.0,0.65,273.0,2.937816844339149,0.4657638167963558,0.19
772,0,0.28,0.05,0.1,0.2809,0.058,2030.0,1.45,298.0,4.238819646983198,0.6942513997348774,0.72
773,0,0.28,0.05,0.1,0.2809,0.058,1680.0,1.39,298.0,3.230847323652997,0.7425015509426077,0.58
774,0,0.28,0.05,0.1,0.2809,0.058,1090.0,1.0,298.0,2.9253230568908384,0.6347512334329127,0.38
775,0,0.28,0.05,0.1,0.2809,0.058,810.0,0.84,298.0,3.004727800007419,0.6172283395457039,0.28
776,0,0.28,0.05,0.1,0.2809,0.058,600.0,0.66,298.0,2.01879244384338,0.5658830120106688,0.2
777,0,0.28,0.05,0.1,0.2809,0.058,570.0,0.65,298.0,1.972044507554208,0.5953691976465465,0.19
778,0,0.28,0.05,0.1,0.2809,0.058,1726.0,0.82,298.0,3.33936892328224,0.6083143222727054,0.73
779,0,0.28,0.05,0.1,0.2809,0.058,2788.0,1.4,298.0,3.161403051895242,0.7732367079198212,1.29
780,0,0.28,0.05,0.1,0.2809,0.058,3124.0,1.87,298.0,2.7525281454825734,0.8204680259980788,1.68
781,0,0.28,0.05,0.1,0.2809,0.058,2788.0,1.4,273.0,5.548108909649057,0.7073272414782399,1.29
782,0,0.28,0.05,0.1,0.2809,0.058,2788.0,1.4,323.0,1.8254735482077,0.853619536879615,1.29
783,0,0.28,0.05,0.1,0.2809,0.058,2247.0,1.08,273.0,6.5370164259945325,0.4653775185503676,0.99
784,0,0.28,0.05,0.1,0.2809,0.058,2247.0,1.08,298.0,4.202703516362053,0.4983495024622806,0.99
785,0,0.28,0.05,0.1,0.2809,0.058,2247.0,1.08,323.0,2.7281868381205605,0.5180984418299164,0.99
786,0,0.28,0.05,0.1,0.2809,0.058,2100.0,1.01,273.0,6.787786513312828,0.4125060714840703,0.93
787,0,0.28,0.05,0.1,0.2809,0.058,2100.0,1.01,298.0,4.447553332463729,0.4338685244574334,0.93
788,0,0.28,0.05,0.1,0.2809,0.058,2100.0,1.01,323.0,2.9210755383528317,0.4551603530694267,0.93
789,0,0.28,0.05,0.1,0.2809,0.058,2100.0,1.01,273.0,5.449850623747008,0.5528343570268959,0.93
790,0,0.28,0.05,0.1,0.2809,0.058,2100.0,1.01,323.0,2.111335847512714,0.7095741192422939,0.93
791,0,0.28,0.05,0.1,0.2809,0.058,2788.0,1.4,273.0,5.557375942397722,0.6933678450632563,1.29
792,0,0.28,0.05,0.1,0.2809,0.058,2788.0,1.4,323.0,1.8221147690440136,0.8044665556063361,1.29
793,0,0.28,0.05,0.1,0.2809,0.058,3124.0,1.87,273.0,4.971961431478701,0.7760064604277964,1.68
794,0,0.28,0.05,0.1,0.2809,0.058,3124.0,1.87,323.0,1.6060000386448896,0.906406936132938,1.68
795,0,0.28,0.05,0.1,0.2809,0.058,1275.0,0.58,273.0,5.36792047615224,0.3896492265077315,0.53
796,0,0.28,0.05,0.1,0.2809,0.058,1275.0,0.58,298.0,3.643066978205621,0.4394531024960172,0.53
797,0,0.28,0.05,0.1,0.2809,0.058,1275.0,0.58,323.0,2.5333283621900597,0.4760108083951558,0.53
798,0,0.28,0.05,0.1,0.2809,0.058,1180.0,0.55,273.0,5.197184370934838,0.3517311382789139,0.49
799,0,0.28,0.05,0.1,0.2809,0.058,1180.0,0.55,298.0,3.668081342753629,0.3963472096570124,0.49
800,0,0.28,0.05,0.1,0.2809,0.058,1180.0,0.55,323.0,2.5376007031088754,0.4298830062891788,0.49
801,0,0.28,0.05,0.1,0.2809,0.058,2598.0,1.41,273.0,6.0823491066276985,0.5097799288809549,1.3
802,0,0.28,0.05,0.1,0.2809,0.058,2598.0,1.41,298.0,3.941318326198736,0.5465796033729035,1.3
803,0,0.28,0.05,0.1,0.2809,0.058,2598.0,1.41,323.0,2.5586237589892047,0.586712688479526,1.3
804,0,0.28,0.05,0.1,0.2809,0.058,2278.0,1.18,273.0,5.68777291697585,0.4697047762045668,1.11
805,0,0.28,0.05,0.1,0.2809,0.058,2278.0,1.18,298.0,3.7742148360888,0.4919789157840148,1.11
806,0,0.28,0.05,0.1,0.2809,0.058,2278.0,1.18,323.0,2.4640059407163464,0.5358369688493277,1.11
807,0,0.28,0.05,0.1,0.2809,0.058,890.0,0.68,298.0,2.1788685872128286,0.4274757882183629,0.18
808,0,0.28,0.05,0.1,0.2809,0.058,925.0,0.75,298.0,3.64884891070027,0.4887839971148892,0.16
809,0,0.28,0.05,0.1,0.2809,0.058,1107.0,0.69,298.0,1.8219845619547843,0.4668808082561045,0.35
810,0,0.28,0.05,0.1,0.2809,0.058,1181.0,0.73,298.0,4.371308848278762,0.4341237750236423,0.42
