,E,S,A,B,V,L,BET,Vt,Temp(K),K,n,Vmic
811,0,0.28,0.05,0.1,0.2809,0.058,1107.0,0.69,273.0,2.4478669339724277,0.4753985209382664,0.35
812,0,0.28,0.05,0.1,0.2809,0.058,1107.0,0.69,328.0,0.987315539749264,0.5576799217941664,0.35
813,0,0.28,0.05,0.1,0.2809,0.058,1181.0,0.73,273.0,6.239294079425459,0.3539238882438266,0.42
814,0,0.28,0.05,0.1,0.2809,0.058,1181.0,0.73,328.0,2.4884460181828074,0.52273813104264,0.42
821,0,0.28,0.05,0.1,0.2809,0.058,1270.0,0.5,298.0,4.662434859711399,0.6286700353230203,0.49
822,0,0.28,0.05,0.1,0.2809,0.058,1330.0,0.53,298.0,4.32622302748308,0.6643415254095876,0.51
823,0,0.28,0.05,0.1,0.2809,0.058,1690.0,0.72,298.0,5.614877528294907,0.2703526622919313,0.67
824,0,0.28,0.05,0.1,0.2809,0.058,1520.0,0.96,298.0,1.9390213855417544,0.6207037397494205,0.52
825,0,0.28,0.05,0.1,0.2809,0.058,3310.0,2.36,298.0,2.506344355524886,0.7431316508681671,1.0
826,0,0.28,0.05,0.1,0.2809,0.058,3460.0,2.72,298.0,2.3562582456828784,0.7744951268011014,1.0
827,0,0.28,0.05,0.1,0.2809,0.058,3470.0,2.37,298.0,3.226315348078918,0.6710952116421225,1.1
828,0,0.28,0.05,0.1,0.2809,0.058,3617.0,2.16,273.0,4.954468666834022,0.6091073233209391,0.011
829,0,0.28,0.05,0.1,0.2809,0.058,3617.0,2.16,283.0,4.032128929808455,0.6124481777566402,0.011
830,0,0.28,0.05,0.1,0.2809,0.058,3617.0,2.16,298.0,2.99767837148233,0.6213001226243957,0.011
831,0,0.28,0.05,0.1,0.2809,0.058,2311.0,1.09,273.0,6.381343721889641,0.4105706266374258,0.394
832,0,0.28,0.05,0.1,0.2809,0.058,2796.0,1.31,273.0,8.130554942785835,0.3754890975965719,0.526
833,0,0.28,0.05,0.1,0.2809,0.058,3003.0,1.79,273.0,3.2443765286911623,0.6925827968079054,0.002
834,0,0.28,0.05,0.1,0.2809,0.058,511.0,0.22,273.0,2.0080253843215297,0.6977779258300739,0.17
835,0,0.28,0.05,0.1,0.2809,0.058,535.0,0.23,273.0,2.6591315961740944,0.593845532042276,0.22
836,0,0.28,0.05,0.1,0.2809,0.058,893.0,0.38,273.0,3.726703428038301,0.5877626899355234,0.33
837,0,0.28,0.05,0.1,0.2809,0.058,535.0,0.23,298.0,1.5517729362223505,0.6688536949499198,0.22
838,0,0.28,0.05,0.1,0.2809,0.058,893.0,0.38,298.0,2.306598526998633,0.6890486163766832,0.33
839,0,0.28,0.05,0.1,0.2809,0.058,893.0,0.38,273.0,3.7808675550200337,0.5979993277113012,0.33
840,0,0.28,0.05,0.1,0.2809,0.058,1339.0,0.68,273.0,2.8711827186118186,0.6359983737864587,0.52
841,0,0.28,0.05,0.1,0.2809,0.058,1587.0,1.0,273.0,3.4955829760058923,0.7646153948623524,0.55
842,0,0.28,0.05,0.1,0.2809,0.058,2153.0,1.13,273.0,4.925056156410727,0.6713863108914239,0.85
843,0,0.28,0.05,0.1,0.2809,0.058,893.0,0.38,298.0,2.2992828511502283,0.702157469072615,0.33
844,0,0.28,0.05,0.1,0.2809,0.058,1339.0,0.68,298.0,1.736908736568914,0.6451668374793325,0.52
845,0,0.28,0.05,0.1,0.2809,0.058,1587.0,1.0,298.0,2.0641880900067324,0.8699868633988648,0.55
846,0,0.28,0.05,0.1,0.2809,0.058,2153.0,1.13,298.0,2.818104970280604,0.7078126603051826,0.85
847,0,0.28,0.05,0.1,0.2809,0.058,331.0,0.161,273.0,2.5487639759207084,0.4633352423073985,0.134
848,0,0.28,0.05,0.1,0.2809,0.058,1472.0,0.772,273.0,4.942857678319458,0.6632599834439167,0.543
849,0,0.28,0.05,0.1,0.2809,0.058,593.0,0.365,273.0,2.963574245509587,0.5052424951342946,0.286
850,0,0.28,0.05,0.1,0.2809,0.058,1629.0,0.864,273.0,5.598872554522547,0.5432909295113517,0.575
851,0,0.28,0.05,0.1,0.2809,0.058,877.0,0.53,273.0,4.370091034991208,0.6463164048887448,0.425
852,0,0.28,0.05,0.1,0.2809,0.058,1909.0,1.01,273.0,6.662837950769844,0.5471065447777408,0.661
853,0,0.28,0.05,0.1,0.2809,0.058,331.0,0.161,298.0,1.752514769173339,0.5727090866508948,0.134
854,0,0.28,0.05,0.1,0.2809,0.058,1472.0,0.772,298.0,3.136955094060824,0.6917021147291941,0.543
855,0,0.28,0.05,0.1,0.2809,0.058,593.0,0.365,298.0,1.9565454585698208,0.6180424709779304,0.286
856,0,0.28,0.05,0.1,0.2809,0.058,1629.0,0.864,298.0,3.834844850135121,0.6223568864583635,0.575
857,0,0.28,0.05,0.1,0.2809,0.058,877.0,0.53,298.0,2.839363444578924,0.721675751581841,0.425
859,0,0.28,0.05,0.1,0.2809,0.058,824.0,0.41,273.0,3.3684737438519408,0.3234055878791834,0.26
860,0,0.28,0.05,0.1,0.2809,0.058,906.0,0.46,273.0,3.5718524703679084,0.32919410130825,0.19
861,0,0.28,0.05,0.1,0.2809,0.058,973.0,0.5,273.0,3.2590379561941885,0.3132488625745581,0.15
862,0,0.28,0.05,0.1,0.2809,0.058,459.0,0.24,273.0,2.60403184126981,0.2617029939640468,0.08
863,0,0.28,0.05,0.1,0.2809,0.058,1078.0,0.6,273.0,3.7936434902026943,0.354424760229664,0.2
864,0,0.28,0.05,0.1,0.2809,0.058,824.0,0.41,298.0,2.3165489474576133,0.3505899053888585,0.26
865,0,0.28,0.05,0.1,0.2809,0.058,906.0,0.46,298.0,2.3879178665761494,0.3631573586014647,0.19
866,0,0.28,0.05,0.1,0.2809,0.058,973.0,0.5,298.0,2.1216107098402275,0.3808481651078789,0.15
867,0,0.28,0.05,0.1,0.2809,0.058,459.0,0.24,298.0,1.8552289934158,0.2972013112377864,0.08
868,0,0.28,0.05,0.1,0.2809,0.058,1078.0,0.6,298.0,2.712648199462977,0.3564991106952233,0.2
869,0,0.28,0.05,0.1,0.2809,0.058,824.0,0.41,323.0,1.6501884281981538,0.4070448647588717,0.26
870,0,0.28,0.05,0.1,0.2809,0.058,906.0,0.46,323.0,1.573154861107177,0.4313747801225442,0.19
871,0,0.28,0.05,0.1,0.2809,0.058,973.0,0.5,323.0,1.4076639216318232,0.4533485654072964,0.15
872,0,0.28,0.05,0.1,0.2809,0.058,459.0,0.24,323.0,1.3206164868014074,0.3851371267259529,0.08
873,0,0.28,0.05,0.1,0.2809,0.058,1078.0,0.6,323.0,1.8076220899040023,0.4285566137471429,0.2
874,0,0.28,0.05,0.1,0.2809,0.058,1614.0,0.67,273.0,7.148460834561574,0.2491785484878788,0.54
875,0,0.28,0.05,0.1,0.2809,0.058,2046.0,0.9,273.0,7.078658251694608,0.3523194733469649,0.603
876,0,0.28,0.05,0.1,0.2809,0.058,2230.0,0.96,273.0,9.052462748591012,0.3276552961358363,0.6432
877,0,0.28,0.05,0.1,0.2809,0.058,1717.0,0.78,273.0,5.8261953449602615,0.3751818472178029,0.4524
878,0,0.28,0.05,0.1,0.2809,0.058,2230.0,0.96,283.0,6.790084355721008,0.3432301857663147,0.6432
879,0,0.28,0.05,0.1,0.2809,0.058,2230.0,0.96,298.0,4.183504737105221,0.4363046977143732,0.6432
880,0,0.28,0.05,0.1,0.2809,0.058,842.11,0.39,273.0,5.48725084809044,0.469965830607891,0.35
881,0,0.28,0.05,0.1,0.2809,0.058,842.11,0.39,298.0,4.075081973500045,0.5541910774493443,0.35
882,0,0.28,0.05,0.1,0.2809,0.058,1405.5,0.72,273.0,6.834298832285206,0.6062081105229402,0.6
883,0,0.28,0.05,0.1,0.2809,0.058,1405.5,0.72,298.0,4.219951347562614,0.6959840530597986,0.6
884,0,0.28,0.05,0.1,0.2809,0.058,1984.7,1.0,273.0,5.288575009875011,0.6834951876472176,0.55
885,0,0.28,0.05,0.1,0.2809,0.058,1984.7,1.0,298.0,3.210791355881527,0.7884851213903046,0.55
886,0,0.28,0.05,0.1,0.2809,0.058,842.11,0.39,323.0,2.505791019293932,0.6351618886685121,0.35
887,0,0.28,0.05,0.1,0.2809,0.058,1405.5,0.72,323.0,2.4940796927858258,0.7508880185099729,0.6
888,0,0.28,0.05,0.1,0.2809,0.058,1984.7,1.0,323.0,1.900847133035651,0.792486104416032,0.55
889,0,0.28,0.05,0.1,0.2809,0.058,1389.8,0.45,273.0,3.839642906822079,0.539799708101783,0.36
890,0,0.28,0.05,0.1,0.2809,0.058,1759.5,0.86,273.0,6.916009469867372,0.675851767325884,0.66
891,0,0.28,0.05,0.1,0.2809,0.058,1909.4,0.97,273.0,5.067738992909954,0.6656023539002992,0.42
892,0,0.28,0.05,0.1,0.2809,0.058,1389.8,0.45,298.0,2.379323284095554,0.6338199362658505,0.36
893,0,0.28,0.05,0.1,0.2809,0.058,1759.5,0.86,298.0,3.748237386721836,0.7686826572587848,0.66
894,0,0.28,0.05,0.1,0.2809,0.058,1909.4,0.97,298.0,3.0733355598089944,0.7196531294559716,0.42
895,0,0.28,0.05,0.1,0.2809,0.058,1389.8,0.45,323.0,1.684103177633448,0.7125207653670659,0.36
896,0,0.28,0.05,0.1,0.2809,0.058,1759.5,0.86,323.0,2.35345469302867,0.7911591475624099,0.66
897,0,0.28,0.05,0.1,0.2809,0.058,1909.4,0.97,323.0,1.9334368596659448,0.7750383491912745,0.42
898,0,0.28,0.05,0.1,0.2809,0.058,624.0,0.62,293.0,1.7356395861414056,0.5509965098946059,0.18
899,0,0.28,0.05,0.1,0.2809,0.058,624.0,0.62,298.0,1.6099012158116577,0.5542977252091067,0.18
900,0,0.28,0.05,0.1,0.2809,0.058,624.0,0.62,303.0,1.4910697074433932,0.5730177261065478,0.18
901,0,0.28,0.05,0.1,0.2809,0.058,624.0,0.62,308.0,1.4352497468449208,0.5979720245281167,0.18
902,0,0.28,0.05,0.1,0.2809,0.058,624.0,0.62,313.0,1.2693884456084763,0.6102006016170183,0.18
903,0,0.28,0.05,0.1,0.2809,0.058,624.0,0.62,318.0,1.1838606899297266,0.6337753056102291,0.18
904,0,0.28,0.05,0.1,0.2809,0.058,624.0,0.62,323.0,1.082848689199222,0.6482324643438692,0.18
905,0,0.28,0.05,0.1,0.2809,0.058,828.0,0.71,298.0,3.071245419416102,0.520491390949799,0.33
906,0,0.28,0.05,0.1,0.2809,0.058,910.0,1.81,298.0,2.545143393549711,0.5350029868700876,0.06
907,0,0.28,0.05,0.1,0.2809,0.058,859.0,0.85,298.0,2.814185003773138,0.5404794803613335,0.29
908,0,0.28,0.05,0.1,0.2809,0.058,900.0,0.94,298.0,2.2493641134409144,0.5360157637308175,0.02
909,0,0.28,0.05,0.1,0.2809,0.058,1161.0,1.31,273.0,3.621423705031248,0.5310701985690621,0.25
910,0,0.28,0.05,0.1,0.2809,0.058,1030.0,1.1,273.0,3.544581232287125,0.5835336219463158,0.27
911,0,0.28,0.05,0.1,0.2809,0.058,1365.0,1.79,273.0,3.361966119893564,0.6274916095269388,0.24
912,0,0.28,0.05,0.1,0.2809,0.058,2307.0,2.54,273.0,3.706854401255059,0.8143716848361611,0.26
913,0,0.28,0.05,0.1,0.2809,0.058,1161.0,1.31,298.0,2.4754632008491235,0.6522800302644698,0.25
914,0,0.28,0.05,0.1,0.2809,0.058,1030.0,1.1,298.0,2.366615600896852,0.6928684121406756,0.27
915,0,0.28,0.05,0.1,0.2809,0.058,1365.0,1.79,298.0,2.206904568029698,0.7101475316133683,0.24
916,0,0.28,0.05,0.1,0.2809,0.058,2307.0,2.54,298.0,2.345503939058259,0.9144068321701996,0.26
917,0,0.28,0.05,0.1,0.2809,0.058,2147.0,0.94,273.0,6.246436519548336,0.7283608503387659,0.73
918,0,0.28,0.05,0.1,0.2809,0.058,2168.0,1.04,273.0,5.226868481213977,0.7992414673514732,0.69
919,0,0.28,0.05,0.1,0.2809,0.058,2019.0,1.0,273.0,4.902115293260312,0.7178366532799889,0.61
920,0,0.28,0.05,0.1,0.2809,0.058,2147.0,0.94,298.0,4.330395482272079,0.7921021047320518,0.73
921,0,0.28,0.05,0.1,0.2809,0.058,2168.0,1.04,298.0,3.936184649563321,0.8634951553719481,0.69
922,0,0.28,0.05,0.1,0.2809,0.058,2019.0,1.0,298.0,3.62512484790478,0.9934619880329412,0.61
923,0,0.28,0.05,0.1,0.2809,0.058,483.0,0.302,298.0,2.1830014453920144,0.8038771527786057,0.166
924,0,0.28,0.05,0.1,0.2809,0.058,559.0,0.268,298.0,2.3196191176619765,0.7724247860859015,0.195
925,0,0.28,0.05,0.1,0.2809,0.058,967.0,0.453,298.0,2.8962703689115474,0.6902046582258718,0.335
926,0,0.28,0.05,0.1,0.2809,0.058,1482.0,0.756,298.0,4.028221399785037,0.649532391596114,0.485
927,0,0.28,0.05,0.1,0.2809,0.058,1750.0,0.851,298.0,4.362476750887948,0.6007857086344615,0.517
928,0,0.28,0.05,0.1,0.2809,0.058,1968.0,1.144,298.0,4.708308623951328,0.5368474482735698,0.552
929,0,0.28,0.05,0.1,0.2809,0.058,1208.0,0.806,298.0,2.960372212770234,0.625539498675503,0.25
930,0,0.28,0.05,0.1,0.2809,0.058,874.0,0.546,298.0,2.739831680215256,0.6937244420853679,0.225
931,0,0.28,0.05,0.1,0.2809,0.058,1833.0,0.96,298.0,4.178504231693978,0.587204175474527,0.457
932,0,0.28,0.05,0.1,0.2809,0.058,1689.0,0.835,298.0,4.509246850243547,0.5771096263038756,0.551
933,0,0.28,0.05,0.1,0.2809,0.058,1321.0,0.602,298.0,3.630012438006076,0.6668244337160312,0.418
934,0,0.28,0.05,0.1,0.2809,0.058,697.0,0.439,298.0,2.461404610399378,0.7540733482586394,0.207
935,0,0.28,0.05,0.1,0.2809,0.058,1177.0,0.988,298.0,3.2915354591617905,0.5939483525524992,0.353
936,0,0.28,0.05,0.1,0.2809,0.058,1604.0,0.931,298.0,4.117475385501768,0.5948599773988299,0.485
937,0,0.28,0.05,0.1,0.2809,0.058,1171.0,0.538,298.0,3.2138110091209784,0.6754485537479974,0.379
938,0,0.28,0.05,0.1,0.2809,0.058,483.0,0.302,273.0,4.491081614796741,0.6420443751032076,0.166
939,0,0.28,0.05,0.1,0.2809,0.058,559.0,0.268,273.0,4.678620180677712,0.6161583780441479,0.195
940,0,0.28,0.05,0.1,0.2809,0.058,967.0,0.453,273.0,5.641143841803419,0.5493508251995238,0.335
941,0,0.28,0.05,0.1,0.2809,0.058,1482.0,0.756,273.0,6.716092743955443,0.5193768223682779,0.485
942,0,0.28,0.05,0.1,0.2809,0.058,1750.0,0.851,273.0,7.021449758762942,0.4676815616891271,0.517
943,0,0.28,0.05,0.1,0.2809,0.058,1968.0,1.144,273.0,7.3597750802726045,0.4672309918569434,0.552
944,0,0.28,0.05,0.1,0.2809,0.058,1208.0,0.806,273.0,5.281140872412423,0.5555992335393954,0.25
945,0,0.28,0.05,0.1,0.2809,0.058,874.0,0.546,273.0,5.1356674958841255,0.615838645151624,0.225
946,0,0.28,0.05,0.1,0.2809,0.058,1833.0,0.96,273.0,6.668379539953025,0.5038878647191724,0.457
947,0,0.28,0.05,0.1,0.2809,0.058,1689.0,0.835,273.0,7.136448270368081,0.5079499664530251,0.551
948,0,0.28,0.05,0.1,0.2809,0.058,1321.0,0.602,273.0,6.171055440762401,0.5956890075992476,0.418
949,0,0.28,0.05,0.1,0.2809,0.058,697.0,0.439,273.0,4.809740206378388,0.5904573730058852,0.207
950,0,0.28,0.05,0.1,0.2809,0.058,1177.0,0.988,273.0,5.772251037609516,0.4846164164978733,0.353
951,0,0.28,0.05,0.1,0.2809,0.058,1604.0,0.931,273.0,6.7422041695689465,0.4839668158885281,0.485
952,0,0.28,0.05,0.1,0.2809,0.058,1171.0,0.538,273.0,5.946453430865671,0.5635213613927365,0.379
953,0,0.28,0.05,0.1,0.2809,0.058,1049.0,0.69,273.0,4.812727779664826,0.5367725277450538,0.43
954,0,0.28,0.05,0.1,0.2809,0.058,1248.0,0.68,273.0,5.146700664659596,0.6315565411432068,0.52
955,0,0.28,0.05,0.1,0.2809,0.058,796.0,0.53,273.0,2.524414272665105,0.6428202728109943,0.26
956,0,0.28,0.05,0.1,0.2809,0.058,1638.0,0.88,273.0,4.581406241359781,0.6984372319470488,0.51
957,0,0.28,0.05,0.1,0.2809,0.058,1631.0,0.85,273.0,3.9833345163580223,0.7508122274395077,0.44
958,0,0.28,0.05,0.1,0.2809,0.058,1049.0,0.69,298.0,3.86109634312224,0.618221628198416,0.43
959,0,0.28,0.05,0.1,0.2809,0.058,1248.0,0.68,298.0,3.955549746975171,0.6893995528547989,0.52
960,0,0.28,0.05,0.1,0.2809,0.058,796.0,0.53,298.0,1.8758786406121564,0.6743096653867114,0.26
961,0,0.28,0.05,0.1,0.2809,0.058,1638.0,0.88,298.0,3.4443977613184784,0.7569994232469245,0.51
962,0,0.28,0.05,0.1,0.2809,0.058,1631.0,0.85,298.0,2.918066084086283,0.7728396791834183,0.44
963,0,0.28,0.05,0.1,0.2809,0.058,1640.0,0.72,273.0,5.225028707726087,0.3467883456447305,0.45
965,0,0.28,0.05,0.1,0.2809,0.058,2473.0,1.09,273.0,7.979243310691089,0.3677144507515518,0.72
966,0,0.28,0.05,0.1,0.2809,0.058,2303.0,1.04,273.0,6.666764431207812,0.3679982618559329,0.74
967,0,0.28,0.05,0.1,0.2809,0.058,2473.0,1.09,283.0,6.411194197803872,0.4101454609217983,0.72
968,0,0.28,0.05,0.1,0.2809,0.058,2473.0,1.09,298.0,4.851648737868327,0.4388437617558611,0.72
969,0,0.28,0.05,0.1,0.2809,0.058,1640.0,0.72,283.0,4.638232905473865,0.3394214882793065,0.45
971,0,0.28,0.05,0.1,0.2809,0.058,1727.0,0.76,283.0,6.266677215927682,0.2956972553915088,0.59
973,0,0.28,0.05,0.1,0.2809,0.058,2303.0,1.04,283.0,5.542657403936744,0.3774098517778964,0.74
975,0,0.28,0.05,0.1,0.2809,0.058,667.0,0.29,298.0,3.8262658410967783,0.5132165186309006,0.28
976,0,0.28,0.05,0.1,0.2809,0.058,716.0,0.32,298.0,4.075710536050607,0.4988557335333339,0.31
977,0,0.28,0.05,0.1,0.2809,0.058,728.0,0.33,298.0,4.228952898056318,0.4288401978102618,0.31
978,0,0.28,0.05,0.1,0.2809,0.058,907.0,0.4,298.0,4.319232486764511,0.4650267588988151,0.39
979,0,0.28,0.05,0.1,0.2809,0.058,667.0,0.29,273.0,4.599802309417308,0.4103663459126239,0.28
980,0,0.28,0.05,0.1,0.2809,0.058,716.0,0.32,273.0,5.418415019011808,0.4571378655133199,0.31
981,0,0.28,0.05,0.1,0.2809,0.058,728.0,0.33,273.0,5.152009604972041,0.3612709711704259,0.31
982,0,0.28,0.05,0.1,0.2809,0.058,907.0,0.4,273.0,5.244339421434191,0.4011199638281493,0.39
983,0,0.28,0.05,0.1,0.2809,0.058,1317.0,0.64,298.0,5.362808649711129,0.5924035599555775,0.43
984,0,0.28,0.05,0.1,0.2809,0.058,2386.0,1.16,273.0,4.8569935662025205,0.7148625697615145,0.59
985,0,0.28,0.05,0.1,0.2809,0.058,1342.0,0.65,273.0,5.731817247642949,0.547801774001311,0.39
986,0,0.28,0.05,0.1,0.2809,0.058,1317.0,0.64,273.0,7.273783801878199,0.4760508924439742,0.43
987,0,0.28,0.05,0.1,0.2809,0.058,526.0,0.26,273.0,3.8601224551175903,0.3884399386207637,0.14
988,0,0.28,0.05,0.1,0.2809,0.058,2386.0,1.16,298.0,3.364820459772544,0.7816229708468756,0.59
989,0,0.28,0.05,0.1,0.2809,0.058,1342.0,0.65,298.0,4.795541120477743,0.597404816745316,0.39
990,0,0.28,0.05,0.1,0.2809,0.058,1317.0,0.64,298.0,5.3843306602619,0.5938579421174773,0.43
991,0,0.28,0.05,0.1,0.2809,0.058,526.0,0.26,298.0,3.235428105694344,0.445458657177725,0.14
992,0,0.28,0.05,0.1,0.2809,0.058,517.0,0.26,298.0,2.5595650901165907,0.4907035884856643,0.19
995,0,0.28,0.05,0.1,0.2809,0.058,875.0,0.44,298.0,3.390333717427024,0.4448353178488889,0.21
996,0,0.28,0.05,0.1,0.2809,0.058,324.0,0.24,273.0,4.604035636955144,0.3944943226672797,0.14
997,0,0.28,0.05,0.1,0.2809,0.058,470.0,0.25,273.0,4.869497903212106,0.3597896139774548,0.22
998,0,0.28,0.05,0.1,0.2809,0.058,862.0,0.44,273.0,6.042243688151647,0.4816189925484375,0.42
999,0,0.28,0.05,0.1,0.2809,0.058,324.0,0.24,298.0,3.2021503529332214,0.4670763974715301,0.14
1000,0,0.28,0.05,0.1,0.2809,0.058,470.0,0.25,298.0,3.460894713891548,0.4990374853337438,0.22
1001,0,0.28,0.05,0.1,0.2809,0.058,862.0,0.44,298.0,4.34929741238083,0.5502513619408278,0.42
1002,0,0.28,0.05,0.1,0.2809,0.058,518.0,0.27,273.0,4.652593324975096,0.3416660314110386,0.23
1003,0,0.28,0.05,0.1,0.2809,0.058,622.0,0.32,273.0,4.791372618173106,0.3629001465352162,0.29
1004,0,0.28,0.05,0.1,0.2809,0.058,923.0,0.5,273.0,5.59997720526641,0.4881777813476329,0.46
1005,0,0.28,0.05,0.1,0.2809,0.058,518.0,0.27,298.0,3.435589221397013,0.4289459282166276,0.23
1006,0,0.28,0.05,0.1,0.2809,0.058,622.0,0.32,298.0,3.474849319133918,0.4655236709630345,0.29
1007,0,0.28,0.05,0.1,0.2809,0.058,923.0,0.5,298.0,3.623143960797686,0.6099231360967188,0.46
1008,0,0.28,0.05,0.1,0.2809,0.058,2309.0,1.03,273.0,6.656354050523789,0.6118139597826656,0.95
1009,0,0.28,0.05,0.1,0.2809,0.058,1910.0,0.94,273.0,5.63304117381969,0.6099839355437094,0.86
1010,0,0.28,0.05,0.1,0.2809,0.058,927.0,0.43,273.0,5.03795034060216,0.6245299068863864,0.41
1011,0,0.28,0.05,0.1,0.2809,0.058,536.0,0.29,273.0,3.512269031815832,0.314902143353122,0.18
1012,0,0.28,0.05,0.1,0.2809,0.058,2309.0,1.03,298.0,3.8712724086384296,0.6733448134100466,0.95
1013,0,0.28,0.05,0.1,0.2809,0.058,1910.0,0.94,298.0,3.5812002771277403,0.6792499819927965,0.86
1014,0,0.28,0.05,0.1,0.2809,0.058,927.0,0.43,298.0,3.114239108677762,0.6793929493871798,0.41
1015,0,0.28,0.05,0.1,0.2809,0.058,536.0,0.29,298.0,2.79725347073501,0.4198787568734707,0.18
1016,0,0.28,0.05,0.1,0.2809,0.058,2309.0,1.03,318.0,2.6308945153744405,0.7285220104183281,0.95
1017,0,0.28,0.05,0.1,0.2809,0.058,1910.0,0.94,318.0,2.481328892018795,0.6885773928087089,0.86
1018,0,0.28,0.05,0.1,0.2809,0.058,927.0,0.43,318.0,2.093120876615933,0.7415472875237,0.41
1019,0,0.28,0.05,0.1,0.2809,0.058,536.0,0.29,318.0,2.0990928814020684,0.4572428457857063,0.18
1020,0,0.28,0.05,0.1,0.2809,0.058,2934.0,1.34,298.0,4.143486622747022,0.8801920906793608,1.16
1021,0,0.28,0.05,0.1,0.2809,0.058,2022.0,0.92,298.0,4.810389487108263,0.6976350261609217,0.87
1022,0,0.28,0.05,0.1,0.2809,0.058,1199.0,0.5,298.0,3.695391401828825,0.7650977127458862,0.47
1023,0,0.28,0.05,0.1,0.2809,0.058,1517.0,0.7,298.0,3.6759993821187087,0.6074599180742921,0.65
1025,0,0.28,0.05,0.1,0.2809,0.058,1135.0,0.476,273.0,2.742860864874383,0.356256935851982,0.373
1027,0,0.28,0.05,0.1,0.2809,0.058,627.0,0.277,273.0,2.885490440093028,0.3556287397199375,0.199
1028,0,0.28,0.05,0.1,0.2809,0.058,1036.0,0.449,273.0,3.6545442170571305,0.4392749003651991,0.345
1029,0,0.28,0.05,0.1,0.2809,0.058,883.0,0.513,273.0,2.8276907648126945,0.4914168841514641,0.243
1030,0,0.28,0.05,0.1,0.2809,0.058,760.0,0.405,273.0,2.206511905115936,0.4939665967089381,0.216
1031,0,0.28,0.05,0.1,0.2809,0.058,937.0,0.518,273.0,2.3565686973465585,0.4509048157666352,0.263
1032,0,0.28,0.05,0.1,0.2809,0.058,1135.0,0.476,298.0,3.037928997308041,0.4928484895176365,0.373
1033,0,0.28,0.05,0.1,0.2809,0.058,888.0,0.392,298.0,2.758765223226315,0.5779922619752534,0.294
1034,0,0.28,0.05,0.1,0.2809,0.058,627.0,0.277,298.0,2.993657612190406,0.4984026032436646,0.199
1035,0,0.28,0.05,0.1,0.2809,0.058,760.0,0.405,298.0,1.7583832215794033,0.5973006733590533,0.216
1036,0,0.28,0.05,0.1,0.2809,0.058,1135.0,0.476,348.0,1.91368041651631,0.6533907343857173,0.373
1037,0,0.28,0.05,0.1,0.2809,0.058,888.0,0.392,348.0,1.1238414139579262,0.7632217912503438,0.294
1038,0,0.28,0.05,0.1,0.2809,0.058,627.0,0.277,348.0,1.377155421403042,0.6903887348555178,0.199
1039,0,0.28,0.05,0.1,0.2809,0.058,760.0,0.405,348.0,0.3840154088557557,0.6105235466107666,0.216
1040,0,0.28,0.05,0.1,0.2809,0.058,781.0,0.85,298.0,2.849228938238403,0.5623694965185327,0.24
1041,0,0.28,0.05,0.1,0.2809,0.058,270.0,0.32,298.0,2.326259798565736,0.5269842737654612,0.05
1042,0,0.28,0.05,0.1,0.2809,0.058,594.0,0.49,298.0,2.7189442862409514,0.5454820124097375,0.19
1043,0,0.28,0.05,0.1,0.2809,0.058,733.0,0.93,298.0,2.900215983296965,0.6111257336375518,0.31
1049,0,0.28,0.05,0.1,0.2809,0.058,778.0,0.314,273.0,4.304583852307108,0.4318347538695785,0.287
1050,0,0.28,0.05,0.1,0.2809,0.058,667.0,0.289,273.0,4.059208521169041,0.4827613612667892,0.253
1051,0,0.28,0.05,0.1,0.2809,0.058,902.0,0.356,273.0,4.769433674486576,0.4402013821341672,0.329
1052,0,0.28,0.05,0.1,0.2809,0.058,959.0,0.377,273.0,5.0714534042571655,0.4186946647137198,0.349
1053,0,0.28,0.05,0.1,0.2809,0.058,608.0,0.259,273.0,3.389643276660036,0.4536476312706716,0.227
1054,0,0.28,0.05,0.1,0.2809,0.058,1000.0,0.394,273.0,4.868021937270145,0.4287860878608314,0.365
1055,0,0.28,0.05,0.1,0.2809,0.058,811.0,0.327,273.0,4.405407690855321,0.4246915217776201,0.296
1056,0,0.28,0.05,0.1,0.2809,0.058,778.0,0.314,298.0,2.925560431703068,0.5095875541629913,0.287
1057,0,0.28,0.05,0.1,0.2809,0.058,667.0,0.289,298.0,2.6706588077779783,0.610462766825723,0.253
1058,0,0.28,0.05,0.1,0.2809,0.058,902.0,0.356,298.0,3.2275117307382373,0.5176916010665875,0.329
1059,0,0.28,0.05,0.1,0.2809,0.058,959.0,0.377,298.0,3.387472421479001,0.5082424420745714,0.349
1060,0,0.28,0.05,0.1,0.2809,0.058,608.0,0.259,298.0,2.337364796661185,0.531389234970148,0.227
1061,0,0.28,0.05,0.1,0.2809,0.058,1000.0,0.394,298.0,3.280298654211053,0.5149686788754766,0.365
1062,0,0.28,0.05,0.1,0.2809,0.058,811.0,0.327,298.0,2.956433026665571,0.535912713373001,0.296
1063,0,0.28,0.05,0.1,0.2809,0.058,947.0,0.389,273.0,4.100973447612591,0.4883389745938922,0.346
1064,0,0.28,0.05,0.1,0.2809,0.058,789.0,0.334,273.0,4.230142876595948,0.4553035172648116,0.294
1065,0,0.28,0.05,0.1,0.2809,0.058,844.0,0.357,273.0,4.232616225061044,0.4885313930347739,0.312
1066,0,0.28,0.05,0.1,0.2809,0.058,842.0,0.351,273.0,4.384070302134082,0.4290137716946383,0.31
