,Unnamed: 0,GAC,GAS,E,S,A,B,V,L,BET,Vt,Vmeso,Vmic,%C,%O,%N,Temp(K),Pressure,Adsorp(mmol/g),Index,K,n,R2
1872,10,CAGO C,Methane,0,0,0,0,0.2495,-0.323,1139,0.554,0.007,0.547,,,,303,2.566455558,0.142087789,174,0.127429903,0.924826704,0.998002541
1882,20,CA GO P,Methane,0,0,0,0,0.2495,-0.323,724,0.599,0.176,0.423,,,,303,0.784811097,0.309075868,175,0.543793888,0.369036563,0.972786836
1892,0,PACN-KOH,Methane,0,0,0,0,0.2495,-0.323,3373,1.8,,,,,,298,3.686830032,3.009686347,176,2.178947307,0.502177695,0.986815391
1901,9,PACN-CO2-18h,Methane,0,0,0,0,0.2495,-0.323,1927,1.25,,,,,,298,3.921572819,2.525369004,177,1.807179768,0.47953343,0.989062174
1912,20,MAXSorB,Methane,0,0,0,0,0.2495,-0.323,3270,1.71,,,,,,298,5.196410017,2.490774908,178,1.318014358,0.532765812,0.991239645
1921,29,CMK-3,Methane,0,0,0,0,0.2495,-0.323,936,1.18,,,,,,298,4.041937291,1.798892989,179,1.041078092,0.52642077,0.994679737
1930,38,PACN-CO2-12h,Methane,0,0,0,0,0.2495,-0.323,1381,0.85,,,,,,298,5.656274987,3.078874539,180,1.923367716,0.389987576,0.984057013
1939,47,PACN-CO2-9h,Methane,0,0,0,0,0.2495,-0.323,1143,0.77,,,,,,298,12.36376153,5.223708487,181,2.562690549,0.301369462,0.989787884
1947,55,PACN-CO2-12h PELLET,Methane,0,0,0,0,0.2495,-0.323,1188,0.67,,,,,,298,1.838111697,1.547720941,182,2.039842207,0.381562721,0.970566135
1959,67,PACN-CO2-9h PELLET,Methane,0,0,0,0,0.2495,-0.323,1077,0.61,,,,,,298,3.940446271,2.549596306,183,2.12481838,0.339875955,0.957295274
1970,0,AN2.57301,Methane,0,0,0,0,0.2495,-0.323,1695,0.88,,,,,,298,2.284739983,2.996958505,184,2.242135381,0.472503552,0.997763423
1982,12,AN37301,Methane,0,0,0,0,0.2495,-0.323,1596,0.84,,,,,,298,2.52344416,3.060127508,185,2.151422065,0.4770131,0.994665815
1993,23,AN27301,Methane,0,0,0,0,0.2495,-0.323,1617,0.83,,,,,,298,3.137254902,3.076138208,186,2.087997118,0.464968586,0.987158837
2003,33,AN26701,Methane,0,0,0,0,0.2495,-0.323,1430,0.73,,,,,,298,1.36402387,1.798172414,187,1.576038691,0.464686026,0.999314001
2016,46,AN26702,Methane,0,0,0,0,0.2495,-0.323,1542,0.81,,,,,,298,1.291150118,2.063778824,188,2.000827273,0.452941703,0.999181656
2026,56,AN27302,Methane,0,0,0,0,0.2495,-0.323,1467,0.76,,,,,,298,1.471582526,1.979787034,189,1.748360476,0.476032196,0.998237408
2038,0,Nprot-AC,Methane,0,0,0,0,0.2495,-0.323,650,0.42,,,,,,303,0.497265724,0.590250329,190,1.02868502,0.508134112,0.994787987
2048,0,EC250H2,Methane,0,0,0,0,0.2495,-0.323,749,0.32,0.02,0.3,,,,243,1.144459605,3.714851524,191,2.779884672,0.391311759,0.957624214
2056,8,,Methane,0,0,0,0,0.2495,-0.323,749,0.32,0.02,0.3,,,,263,1.098316996,2.889231203,192,2.337140911,0.349725269,0.972614831
2064,16,,Methane,0,0,0,0,0.2495,-0.323,749,0.32,0.02,0.3,,,,298,0.3069098,0.610099142,193,1.401621865,0.391148043,0.98179664
2073,0,C-4,Methane,0,0,0,0,0.2495,-0.323,3870,2.07,0.48,1.59,,,,293,0.053116182,0.180456853,194,1.635445059,0.697211803,0.997175112
2083,10,C-5,Methane,0,0,0,0,0.2495,-0.323,3630,1.95,0.48,1.47,,,,293,0.044516471,0.134771574,195,1.505183981,0.780688535,0.997644784
2094,21,C-3,Methane,0,0,0,0,0.2495,-0.323,3180,1.7,0.42,1.28,,,,293,0.100606385,0.191878173,196,1.312488746,0.81210621,0.999033162
2103,30,C-2,Methane,0,0,0,0,0.2495,-0.323,1510,0.83,0.19,0.64,,,,293,0.130811316,0.21928934,197,1.226810552,0.796869483,0.997946667
2114,41,C-6,Methane,0,0,0,0,0.2495,-0.323,2900,1.54,0.36,1.18,,,,293,0.044558483,0.082233503,198,1.184880284,0.798234489,0.997725611
2127,54,C-1,Methane,0,0,0,0,0.2495,-0.323,730,0.44,0.14,0.3,,,,293,0.080553789,0.068527919,199,0.367365587,0.539287009,0.971421546
2137,31,S0,Methane,0,0,0,0,0.2495,-0.323,507,0.767,,,,,,313,0.903339164,1.034809718,200,1.244119784,0.232532981,0.886163145
2147,41,S40,Methane,0,0,0,0,0.2495,-0.323,296,0.551,,,,,,313,0.917068999,0.557947522,201,0.812052501,0.358046637,0.874248139
2157,51,S50,Methane,0,0,0,0,0.2495,-0.323,158,0.525,,,,,,313,0.984147716,0.456946939,202,0.633044367,0.370759813,0.893116504
2167,81,S50,Methane,0,0,0,0,0.2495,-0.323,158,0.525,,,,,,293,0.975647089,0.546218487,203,0.765977793,0.364340109,0.88185143
2177,91,,Methane,0,0,0,0,0.2495,-0.323,158,0.525,,,,,,333,0.963692581,0.358543417,204,0.514617432,0.367256415,0.869568718
2187,12,CMS-1,Methane,0,0,0,0,0.2495,-0.323,1018.94,0.5286,0.0826,0.446,,,,298,0.662020906,0.628614916,205,0.890940852,0.589435814,0.992467048
2197,34,CMS-2,Methane,0,0,0,0,0.2495,-0.323,558.84,0.3406,0.0666,0.274,,,,298,0.255516841,0.127853881,206,0.620667543,0.575608766,0.980818798
2209,58,CMS-3,Methane,0,0,0,0,0.2495,-0.323,424.54,0.2395,0.0565,0.183,,,,298,0.18583043,0.085235921,207,0.549043577,0.594940254,0.990389988
2221,84,CMS-1,Methane,0,0,0,0,0.2495,-0.323,1018.94,0.5286,0.0826,0.446,,,,308,0.436781609,0.324197214,208,0.717446543,0.613344857,0.992899382
2232,107,CMS-2,Methane,0,0,0,0,0.2495,-0.323,558.84,0.3406,0.0666,0.274,,,,308,0.218390805,0.066693015,209,0.522638387,0.592581578,0.980306767
2244,132,CMS-3,Methane,0,0,0,0,0.2495,-0.323,424.54,0.2395,0.0565,0.183,,,,308,0.287356322,0.126746369,210,0.492089715,0.603606795,0.988767548
2256,157,CMS-1,Methane,0,0,0,0,0.2495,-0.323,1018.94,0.5286,0.0826,0.446,,,,318,0.271462714,0.17354132,211,0.655920047,0.614815267,0.990979066
2268,181,CMS-2,Methane,0,0,0,0,0.2495,-0.323,558.84,0.3406,0.0666,0.274,,,,318,0.26066633,0.118285245,212,0.457870503,0.594364261,0.988902189
2280,207,CMS-3,Methane,0,0,0,0,0.2495,-0.323,424.54,0.2395,0.0565,0.183,,,,318,0.162579069,0.042250654,213,0.408862066,0.618953742,0.987851802
2292,36,MICRO-GAC,Methane,0,0,0,0,0.2495,-0.323,1300,1.17,,,,,,293,0.098927863,0.209264727,214,1.299190884,0.467089766,0.986528097
2303,47,,Methane,0,0,0,0,0.2495,-0.323,1300,1.17,,,,,,308,0.542613995,0.523308905,215,0.956896114,0.524962166,0.987935269
2314,58,,Methane,0,0,0,0,0.2495,-0.323,1300,1.17,,,,,,323,0.463420225,0.338960614,216,0.722499298,0.593603265,0.990391512
2326,0,GS,Methane,0,0,0,0,0.2495,-0.323,300,0.1237,,,,,,253.15,0.243902439,0.393338276,217,0.617276531,0.306037929,0.987461434
2338,12,,Methane,0,0,0,0,0.2495,-0.323,300,0.1237,,,,,,273.15,0.243902439,0.234040487,218,0.446573904,0.345837068,0.988594839
2349,23,,Methane,0,0,0,0,0.2495,-0.323,300,0.1237,,,,,,293.15,1.219512195,0.207993038,219,0.30814578,0.396424005,0.979103683
2360,34,AC-01,Methane,0,0,0,0,0.2495,-0.323,1118,0.5841,,,,,,253.15,0.424628476,1.771117166,220,3.042579276,0.273754859,0.971139459
2372,46,,Methane,0,0,0,0,0.2495,-0.323,1118,0.5841,,,,,,273.15,1.162223453,1.675749319,221,2.249210526,0.318405903,0.970972933
2383,57,,Methane,0,0,0,0,0.2495,-0.323,1118,0.5841,,,,,,293.15,0.91028542,0.967302452,222,1.6489612,0.364828572,0.974722179
2394,68,Carbon Black,Methane,0,0,0,0,0.2495,-0.323,76,0.049,,,,,,253.13,1.080232625,0.168224299,223,0.246875321,0.401110711,0.967760487
2407,81,,Methane,0,0,0,0,0.2495,-0.323,76,0.049,,,,,,273.13,1.406083378,0.108411215,224,0.168574845,0.418133859,0.965178895
2417,91,,Methane,0,0,0,0,0.2495,-0.323,76,0.049,,,,,,293.13,1.073306647,0.05046729,225,0.103669228,0.471982916,0.977229707
2427,0,KOH0.5TP50,Methane,0,0,0,0,0.2495,-0.323,1044,0.5,0.04,0.46,,,,298,0.947789763,1.462879103,226,1.983045188,0.270454001,0.949098382
2438,11,,Methane,0,0,0,0,0.2495,-0.323,1044,0.5,0.04,0.46,,,,313,0.72944554,1.063904659,227,1.609435234,0.306422658,0.962259283
2449,22,,Methane,0,0,0,0,0.2495,-0.323,1044,0.5,0.04,0.46,,,,323,0.658204959,0.679681366,228,1.294840946,0.353898728,0.958536552
2461,0,DO_800,Methane,0,0,0,0,0.2495,-0.323,3005,1.43,0.36,1.07,,,,298,1.304957905,1.755411422,229,2.25663973,0.468453993,0.984206708
2478,17,DO_700,Methane,0,0,0,0,0.2495,-0.323,2700,1.23,0.3,0.93,,,,298,2.188961646,2.704156848,230,2.26393696,0.460219724,0.988672626
2490,29,,Methane,0,0,0,0,0.2495,-0.323,2300,0.89,0.16,0.73,,,,298,39.99064546,11.77567465,231,2.011534946,0.454018126,0.977000476
2504,43,PY56_800,Methane,0,0,0,0,0.2495,-0.323,1470,0.63,0.02,0.61,,,,298,2.575452826,1.591553857,232,2.325854031,0.437504218,0.958344133
2516,55,MSC-30,Methane,0,0,0,0,0.2495,-0.323,2970,1.53,0.63,0.9,,,,298,4.749047384,3.930232065,233,2.929584849,0.34612764,0.961431193
2529,0,M1273-150,Methane,0,0,0,0,0.2495,-0.323,3350,1.75,0.08,1.67,,,,273,0.909990109,2.142206932,234,2.516145268,0.566390222,0.997924669
2542,13,,Methane,0,0,0,0,0.2495,-0.323,3350,1.75,0.08,1.67,,,,283,1.008902077,1.962347341,235,2.156522278,0.586846982,0.997446838
2555,26,,Methane,0,0,0,0,0.2495,-0.323,3350,1.75,0.08,1.67,,,,293,1.404549951,2.088667333,236,1.790395738,0.619316566,0.997316266
2567,38,,Methane,0,0,0,0,0.2495,-0.323,3350,1.75,0.08,1.67,,,,303,0.850642928,1.242410604,237,1.522969166,0.644153081,0.998333738
2580,51,,Methane,0,0,0,0,0.2495,-0.323,3350,1.75,0.08,1.67,,,,313,0.494559842,0.702244463,238,1.259075069,0.682502242,0.998160964
2592,72,babassu-AC,Methane,0,0,0,0,0.2495,-0.323,979,0.46,0.12,0.34,,,,293,0.76433121,1.030815521,239,1.450164357,0.371599263,0.987280663
2607,87,,Methane,0,0,0,0,0.2495,-0.323,979,0.46,0.12,0.34,,,,303,0.873521383,0.839424574,240,1.24090949,0.40698929,0.986923914
2623,103,,Methane,0,0,0,0,0.2495,-0.323,979,0.46,0.12,0.34,,,,313,0.545950864,0.301940973,241,1.032710464,0.442837486,0.980837651
2637,52,C60-CC-PNP,Methane,0,0,0,0,0.2495,-0.323,1911,0.85,0.255,0.595,82.71,9.14,8.15,298,0.50770679,0.84317583,242,1.843748166,0.47840309,0.984566501
2648,63,C30-CC-PNP,Methane,0,0,0,0,0.2495,-0.323,1635,0.63,0.35,0.28,79.98,9.27,10.38,298,0.479899587,1.111184304,243,2.022722983,0.430297865,0.985559665
2659,74,C85-CC-PNP,Methane,0,0,0,0,0.2495,-0.323,1335,0.53,0.228,0.302,84.18,7.96,7.85,298,0.239582592,0.565437616,244,1.662378569,0.408855433,0.979226661
2671,86,P-CC-PNP,Methane,0,0,0,0,0.2495,-0.323,1027,0.393,0.209,0.184,81.26,8.61,9.89,298,0.292960405,0.694434553,245,1.512810356,0.367583428,0.968982078
2685,0,PRC-850,Methane,0,0,0,0,0.2495,-0.323,776,0.5659,0.3765,0.1894,93.18,6.82,,298,0.017117117,0.052528441,246,1.151023212,0.660493662,0.998053028
2696,11,PRC-800,Methane,0,0,0,0,0.2495,-0.323,594,0.2433,0.0935,0.1498,91.4,8.6,,298,0.022522523,0.04522128,247,1.116361118,0.682414339,0.996334061
2706,21,PRC-900,Methane,0,0,0,0,0.2495,-0.323,403,0.3277,0.2367,0.091,94.01,5.99,,298,0.00990991,0.024801736,248,0.933472427,0.655255806,0.995838772
2718,33,PRC-850,Methane,0,0,0,0,0.2495,-0.323,776,0.5659,0.3765,0.1894,93.18,6.82,,288,0.018248563,0.077777778,249,1.310563826,0.616447815,0.996851497
2727,42,,Methane,0,0,0,0,0.2495,-0.323,776,0.5659,0.3765,0.1894,93.18,6.82,,308,0.01553545,0.029382716,250,0.964111229,0.698204685,0.996823353
2737,33,AC800,Methane,0,0,0,0,0.2495,-0.323,1121.3,0.5668,0.342,0.225,,,,288,1.488431405,1.89562701,251,1.739246425,0.615073349,0.997546795
2746,42,,Methane,0,0,0,0,0.2495,-0.323,1121.3,0.5668,0.342,0.225,,,,298,1.353094335,1.708413362,252,1.404318876,0.661316842,0.997645389
2756,52,,Methane,0,0,0,0,0.2495,-0.323,1121.3,0.5668,0.342,0.225,,,,308,1.013725184,0.632191509,253,1.416107859,0.643872453,0.991939662
2767,91,CMS,Methane,0,0,0,0,0.2495,-0.323,815.6,0.3001,0.118,0.182,,,,288,1.977959525,1.358083832,254,0.891868274,0.582024586,0.993324501
2776,100,,Methane,0,0,0,0,0.2495,-0.323,815.6,0.3001,0.118,0.182,,,,298,1.378330483,0.452694611,255,0.498108679,0.665639139,0.992966384
2785,109,,Methane,0,0,0,0,0.2495,-0.323,815.6,0.3001,0.118,0.182,,,,308,2.154861976,0.452694611,256,0.32744225,0.72019734,0.996924163
2792,0,AC-H3PO4,Methane,0,0,0,0,0.2495,-0.323,1178,0.49,0.04,0.45,,,,303,1.588132635,1.241426612,257,1.157266545,0.432208122,0.991590577
2799,7,,Methane,0,0,0,0,0.2495,-0.323,1178,0.49,0.04,0.45,,,,323,1.679755672,0.925925926,258,0.88699238,0.487593558,0.990731421
2806,14,AC-H2O,Methane,0,0,0,0,0.2495,-0.323,754,0.58,0.3,0.28,,,,303,1.252181501,1.008230453,259,1.130648592,0.404329697,0.990165118
2815,23,,Methane,0,0,0,0,0.2495,-0.323,754,0.58,0.3,0.28,,,,323,1.679755672,0.871056241,260,0.785532137,0.48543237,0.992043055
2823,31,AC-CO2,Methane,0,0,0,0,0.2495,-0.323,757,0.32,0.02,0.3,,,,303,1.282722513,1.34430727,261,1.468961858,0.276013429,0.965986745
2830,38,,Methane,0,0,0,0,0.2495,-0.323,757,0.32,0.02,0.3,,,,323,1.37434555,1.001371742,262,1.083006469,0.345131684,0.967630197
2837,58,AC-1,Methane,0,0,0,0,0.2495,-0.323,1004,0.48,0.25,0.23,89.38,,0.45,298,0.088550101,0.206847635,263,1.313521326,0.660366267,0.988343343
2845,66,AC-2,Methane,0,0,0,0,0.2495,-0.323,1394,0.67,0.35,0.32,87.66,,0.33,298,0.081226473,0.265022197,264,1.598966327,0.701561447,0.998401025
2854,75,AC-4,Methane,0,0,0,0,0.2495,-0.323,1615,0.8,0.58,0.22,85.25,,0.23,298,0.053508633,0.138055094,265,0.556695101,0.512539353,0.991214226
2862,83,NAC-1,Methane,0,0,0,0,0.2495,-0.323,912,0.44,0.24,0.2,88.21,,5.86,298,0.093170014,0.152181235,266,1.32742806,0.773552679,0.994149067
2869,90,NAC-2,Methane,0,0,0,0,0.2495,-0.323,1320,0.62,0.31,0.31,86.21,,6.05,298,0.063292149,0.188520377,267,1.471150771,0.722864281,0.997447494
2877,98,NAC-4,Methane,0,0,0,0,0.2495,-0.323,1593,0.76,0.55,0.21,84.76,,6.48,298,0.074557283,0.09324092,268,0.559061296,0.663774878,0.99555089
2885,0,ADPC05,Methane,0,0,0,0,0.2495,-0.323,441,0.1633,0.0127,0.1506,,,,298,1.848591549,2.507038332,269,2.529106358,0.287879955,0.954533112
2894,9,ADPC1,Methane,0,0,0,0,0.2495,-0.323,1173,0.4513,0.0677,0.3836,,,,298,2.095070423,2.395875812,270,2.30543146,0.410484628,0.973229344
2905,20,ADPC3,Methane,0,0,0,0,0.2495,-0.323,1050,0.4487,0.1233,0.3254,,,,298,2.341549296,1.393844694,271,1.506972687,0.398370019,0.939579013
2916,0,C1050,Methane,0,0,0,0,0.2495,-0.323,2135,0.76,,,,,,298,1.042944785,0.970112062,272,1.338952132,0.587692423,0.992599694
2924,8,C1050P,Methane,0,0,0,0,0.2495,-0.323,932,0.4,,,,,,298,0.797546012,0.7418504,273,0.969281392,0.518672014,0.994674186
2930,0,CDC,Methane,0,0,0,0,0.2495,-0.323,1410,0.46,,,,,,295,1.494929207,1.719017419,274,1.962625629,0.391896644,0.963069174
2935,5,,Methane,0,0,0,0,0.2495,-0.323,1410,0.46,,,,,,317,3.647152011,2.231201997,275,1.512155707,0.43107179,0.973273724
2942,12,,Methane,0,0,0,0,0.2495,-0.323,1410,0.46,,,,,,353,3.201601154,1.302639535,276,0.875860745,0.515495002,0.983275864
2949,0,AAC-1,Methane,0,0,0,0,0.2495,-0.323,801,0.485,0.157,0.328,,,,298,3.045977011,1.047585227,277,0.877374771,0.343148438,0.904041711
2958,9,CAC-2,Methane,0,0,0,0,0.2495,-0.323,1141,0.59,0.176,0.414,,,,298,0.91954023,0.470525568,278,0.910110199,0.421906246,0.934365788
2971,22,FAC-3,Methane,0,0,0,0,0.2495,-0.323,654,0.432,0.176,0.256,,,,298,1.034482759,0.301846591,279,0.630466057,0.387988465,0.863210316
2986,37,PAC-4,Methane,0,0,0,0,0.2495,-0.323,461,0.214,0.046,0.168,,,,298,0.91954023,0.106534091,280,0.561336645,0.416215249,0.733146873
2998,49,AAC-1,Methane,0,0,0,0,0.2495,-0.323,801,0.485,0.157,0.328,,,,318,0.454,0.225,281,0.571874876,0.436957277,0.951978967
3015,66,,Methane,0,0,0,0,0.2495,-0.323,801,0.485,0.157,0.328,,,,338,0.899,0.28125,282,0.387974777,0.518605201,0.982076736
3030,81,,Methane,0,0,0,0,0.2495,-0.323,801,0.485,0.157,0.328,,,,358,0.577,0.19375,283,0.315012125,0.54612378,0.980046964
3048,42,PN18001,Methane,0,0,0,0,0.2495,-0.323,1032,0.61,0.2,0.41,,,,298,0.269252366,0.74941452,284,1.792917265,0.47270131,0.994753987
3058,52,AC,Methane,0,0,0,0,0.2495,-0.323,1350,0.69,0.37,0.32,,,,298,0.270804516,0.430913349,285,1.254313587,0.571827927,0.997060397
3066,60,IN18001,Methane,0,0,0,0,0.2495,-0.323,736,0.42,0.13,0.29,,,,298,0.269891486,0.618266979,286,1.464507224,0.420729329,0.990003918
3077,71,CN18001,Methane,0,0,0,0,0.2495,-0.323,684,0.39,0.12,0.27,,,,298,0.192283989,0.543325527,287,1.481133945,0.390387765,0.990446735
3088,72,CS-CO2,Methane,0,0,0,0,0.2495,-0.323,1045,0.48,0.08,0.4,,,,303,0.249221184,0.47715736,288,1.180124603,0.495188796,0.993326824
3101,85,CS-H2O,Methane,0,0,0,0,0.2495,-0.323,998,0.53,0.15,0.38,,,,303,0.404984424,0.558375635,289,1.098172126,0.505148928,0.993591483
3113,97,CS-CO2,Methane,0,0,0,0,0.2495,-0.323,1045,0.48,0.08,0.4,,,,323,0.482866044,0.436548223,290,0.857703879,0.571238128,0.993710826
3125,109,CS-H2O,Methane,0,0,0,0,0.2495,-0.323,998,0.53,0.15,0.38,,,,323,0.249221184,0.284263959,291,0.803531493,0.563699316,0.995100563
3138,122,CS-CO2,Methane,0,0,0,0,0.2495,-0.323,1045,0.48,0.08,0.4,,,,343,0.373831776,0.274111675,292,0.624311063,0.624117557,0.995468725
3150,134,CS-H2O,Methane,0,0,0,0,0.2495,-0.323,998,0.53,0.15,0.38,,,,343,0.591900312,0.365482234,293,0.620767928,0.586319569,0.994924696
3161,31,SMC1,Methane,0,0,0,0,0.2495,-0.323,1231,0.49,0.06,0.43,,,,298,0.03564728,0.096823104,294,1.931226555,0.726019848,0.996091011
3172,71,SMC-2,Methane,0,0,0,0,0.2495,-0.323,1543,0.62,0.08,0.54,,,,298,0.036865721,0.117370892,295,1.92910721,0.789427687,0.998883307
3180,105,SMC-3,Methane,0,0,0,0,0.2495,-0.323,1999,0.81,0.12,0.69,,,,298,0.033351033,0.095533156,296,1.100739792,0.785850487,0.996806341
3189,138,SMC-1,Methane,0,0,0,0,0.2495,-0.323,1231,0.49,0.06,0.43,,,,288,0.031055901,0.180488956,297,2.282986019,0.65998491,0.995748596
3198,173,SMC-2,Methane,0,0,0,0,0.2495,-0.323,1543,0.62,0.08,0.54,,,,288,0.046315789,0.154239384,298,2.277719514,0.714160484,0.996509695
3207,208,SMC-2,Methane,0,0,0,0,0.2495,-0.323,1999,0.81,0.12,0.69,,,,288,0.069327731,0.156657963,299,1.392831723,0.768526965,0.997284178
3215,235,SMC-1,Methane,0,0,0,0,0.2495,-0.323,1231,0.49,0.06,0.43,,,,308,0.038194308,0.104753506,300,1.588699442,0.751028691,0.998947506
3223,263,SMC-2,Methane,0,0,0,0,0.2495,-0.323,1543,0.62,0.08,0.54,,,,308,0.041300682,0.130603506,301,1.643437377,0.834621403,0.998376671
3231,292,SMC-3,Methane,0,0,0,0,0.2495,-0.323,1999,0.81,0.12,0.69,,,,308,0.077698437,0.155440986,302,0.872048474,0.795446244,0.98814052
3239,0,CS0,Methane,0,0,0,0,0.2495,-0.323,422.7,0.238,0.019,0.219,,,,298,6.568421053,1.939655172,303,0.9571741,0.456499546,0.96722349
3244,5,CS3,Methane,0,0,0,0,0.2495,-0.323,658.4,0.428,0.092,0.336,,,,298,3.663157895,0.915948276,304,0.556066098,0.545978122,0.988199341
3250,11,CS6,Methane,0,0,0,0,0.2495,-0.323,881.7,0.557,0.096,0.461,,,,298,3.157894737,0.790229885,305,0.527797659,0.497469871,0.982955532
3256,17,CS9,Methane,0,0,0,0,0.2495,-0.323,1145,0.732,0.093,0.639,,,,298,2.652631579,0.538793103,306,0.411968244,0.482242984,0.984525257
3262,122,AKFs1,Methane,0,0,0,0,0.2495,-0.323,469,0.265,0.036,0.229,,,,280,2.23880597,1.83566471,307,1.65360516,0.258119981,0.967500168
3270,130,AKFs2,Methane,0,0,0,0,0.2495,-0.323,538,0.249,0.04,0.209,,,,280,2.388059701,1.749709024,308,1.596062193,0.223134293,0.957957427
3278,138,AKFs3,Methane,0,0,0,0,0.2495,-0.323,630,0.28,0.033,0.247,,,,280,1.641791045,1.749441582,309,1.900699273,0.200999499,0.889689307
3286,146,AKFs4,Methane,0,0,0,0,0.2495,-0.323,752,0.335,0.036,0.299,,,,280,1.865671642,2.07922365,310,1.988672832,0.233900008,0.979347109
3296,156,AKFs5,Methane,0,0,0,0,0.2495,-0.323,997,0.436,0.053,0.383,,,,280,1.71641791,1.978826125,311,2.170803825,0.264886518,0.92734533
3305,165,AKFs6,Methane,0,0,0,0,0.2495,-0.323,935,0.389,0.022,0.367,,,,280,2.23880597,2.222705994,312,2.004812641,0.282517029,0.962277944
3312,172,AKFs7,Methane,0,0,0,0,0.2495,-0.323,1109,0.491,0.063,0.428,,,,280,1.641791045,2.03613883,313,2.203566462,0.277912777,0.937487164
3320,180,AKFs1,Methane,0,0,0,0,0.2495,-0.323,469,0.265,0.036,0.229,,,,298,1.832061069,1.39422581,314,1.381677364,0.24016786,0.95127157
3328,188,AKFs2,Methane,0,0,0,0,0.2495,-0.323,538,0.249,0.04,0.209,,,,298,2.290076336,1.380310415,315,1.270911077,0.250569817,0.945605568
3336,196,AKFs3,Methane,0,0,0,0,0.2495,-0.323,630,0.28,0.033,0.247,,,,298,2.442748092,1.661895674,316,1.574505628,0.211334197,0.890534352
3344,204,AKFs4,Methane,0,0,0,0,0.2495,-0.323,752,0.335,0.036,0.299,,,,298,2.13740458,1.718094526,317,1.515852853,0.2876155,0.974989035
3352,212,AKFs5,Methane,0,0,0,0,0.2495,-0.323,997,0.436,0.053,0.383,,,,298,1.679389313,1.464554965,318,1.566879333,0.293766951,0.936560682
3361,221,AKFs6,Methane,0,0,0,0,0.2495,-0.323,935,0.389,0.022,0.367,,,,298,2.061068702,1.60545505,319,1.445053381,0.33065266,0.956194936
3369,229,AKFs7,Methane,0,0,0,0,0.2495,-0.323,1109,0.491,0.063,0.428,,,,298,2.061068702,1.619531626,320,1.64983605,0.315557441,0.918923141
3377,237,AKFs1,Methane,0,0,0,0,0.2495,-0.323,469,0.265,0.036,0.229,,,,314,2.141491396,1.022196262,321,0.99719205,0.31140175,0.938350569
3384,244,AKFs3,Methane,0,0,0,0,0.2495,-0.323,630,0.28,0.033,0.247,,,,314,1.529636711,0.992990654,322,1.123331969,0.247956847,0.89899291
3392,252,AKFs5,Methane,0,0,0,0,0.2495,-0.323,997,0.436,0.053,0.383,,,,314,1.529636711,1.299649533,323,1.500302037,0.267048883,0.908021732
3401,261,AKFs7,Methane,0,0,0,0,0.2495,-0.323,1109,0.491,0.063,0.428,,,,314,1.759082218,1.197429907,324,1.478402948,0.261973082,0.835586415
3409,0,RP-15,Methane,0,0,0,0,0.2495,-0.323,1493,0.658,0.17,0.488,,,,293,0.112,0.16,325,1.718210739,0.408769515,0.965552085
3422,13,,Methane,0,0,0,0,0.2495,-0.323,1493,0.658,0.17,0.488,,,,303,0.144,0.16,326,1.615294265,0.416005099,0.969651514
3435,26,,Methane,0,0,0,0,0.2495,-0.323,1493,0.658,0.17,0.488,,,,313,0.264,0.312,327,1.324414791,0.450957788,0.980389003
3447,38,RP-20,Methane,0,0,0,0,0.2495,-0.323,1853,0.765,0.34,0.425,,,,293,0.122,0.16,328,1.810410474,0.438969176,0.976128374
3461,52,,Methane,0,0,0,0,0.2495,-0.323,1853,0.765,0.34,0.425,,,,303,0.094,0.192,329,1.600991908,0.449543801,0.982734139
3473,64,,Methane,0,0,0,0,0.2495,-0.323,1853,0.765,0.34,0.425,,,,313,0.139,0.167,330,1.271389939,0.496619977,0.98772121
3485,0,MaxSorb III,Methane,0,0,0,0,0.2495,-0.323,3140,2.01,1.831,0.179,,,,219.7,0.3852,4.5,331,7.979507134,0.392099456,0.991932304
3495,10,,Methane,0,0,0,0,0.2495,-0.323,3140,2.01,1.831,0.179,,,,199.8,0.2334,5.6875,332,10.80625019,0.331144686,0.995020048
3505,0,I-AC,Methane,0,0,0,0,0.2495,-0.323,922,0.51,0.165,0.345,,,,298,0.099,0.124,333,0.625052036,0.535336988,0.99060843
3523,18,,Methane,0,0,0,0,0.2495,-0.323,922,0.51,0.165,0.345,,,,308,0.102,0.039,334,0.522009878,0.583024153,0.987455339
3541,36,,Methane,0,0,0,0,0.2495,-0.323,922,0.51,0.165,0.345,,,,318,0.101,0.026,335,0.501324156,0.585533597,0.988599839
3559,46,AC bead,Methane,0,0,0,0,0.2495,-0.323,1457,0.57,0.22,0.35,,,,293,0.671641791,1.17617866,336,1.76878174,0.329674251,0.973153915
3572,59,,Methane,0,0,0,0,0.2495,-0.323,1457,0.57,0.22,0.35,,,,303,0.597014925,0.759305211,337,1.423376772,0.376172088,0.975428376
3586,73,,Methane,0,0,0,0,0.2495,-0.323,1457,0.57,0.22,0.35,,,,333,0.373134328,0.342431762,338,0.880755469,0.46226239,0.980552327
3597,84,,Methane,0,0,0,0,0.2495,-0.323,1457,0.57,0.22,0.35,,,,363,0.746268657,0.2382134,339,0.554474423,0.532496513,0.98305061
3607,17,Super-AC,Methane,0,0,0,0,0.2495,-0.323,1854.803,0.8668,0.0913,0.7755,,,,303,0.057564576,0.297870449,340,2.505498141,0.731194411,0.9971805
