,Unnamed: 0,GAC,GAS,E,S,A,B,V,L,BET,Vt,Vmeso,Vmic,%C,%O,%N,Temp(K),Pressure,Adsorp(mmol/g),Index,K,n,R2
1557,58,CAC5,Hydrogen,0,0,0,0,0.1086,-1.2,3146,1.75,0.911,0.839,,,,77,0.029800155,1.760204082,153,11.60405525,0.471742702,0.993874825
1566,0,AC1,Hydrogen,0,0,0,0,0.1086,-1.2,1023,1.7,0.65,1.05,,,,,1.490926725,16.89068681,154,18.22411869,0.150610137,0.919354054
1576,0,KUA1,Hydrogen,0,0,0,0,0.1086,-1.2,1058,,,0.51,,,,293,48.10126582,2.530271399,155,0.405594011,0.515001175,0.994083813
1584,8,ACFC50,Hydrogen,0,0,0,0,0.1086,-1.2,1738,,,0.78,,,,293,50.63291139,2.254697286,156,0.376390548,0.51325114,0.986785768
1592,16,AX21,Hydrogen,0,0,0,0,0.1086,-1.2,2575,,,0.86,,,,293,98.73417722,3.832985386,157,1.045525395,0.317447587,0.896960049
1599,23,COMM FABRIC,Hydrogen,0,0,0,0,0.1086,-1.2,1407,,,0.65,,,,293,49.36708861,1.979123173,158,0.645007632,0.353752004,0.93581594
1607,31,AC35,Hydrogen,0,0,0,0,0.1086,-1.2,1204,,,0.54,,,,293,49.36708861,1.5782881,159,0.408854877,0.405666453,0.926065065
1614,38,ACFC26,Hydrogen,0,0,0,0,0.1086,-1.2,1079,,,0.39,,,,293,48.10126582,1.277661795,160,0.399398253,0.361882977,0.955864442
1622,0,N-C-2,Hydrogen,0,0,0,0,0.1086,-1.2,1995,0.87,0.49,0.38,,,,77,0.031084182,2.829142814,161,10.48182782,0.353749971,0.99754509
1634,12,N-C-3,Hydrogen,0,0,0,0,0.1086,-1.2,1900,0.8,0.44,0.36,,,,77,0.017484852,1.784093522,162,9.489518766,0.374002509,0.996000892
1647,25,N-C-4,Hydrogen,0,0,0,0,0.1086,-1.2,1329,0.69,0.4,0.29,,,,77,0.01359933,1.019568209,163,6.370881627,0.393464358,0.998303918
1658,36,B-C-3,Hydrogen,0,0,0,0,0.1086,-1.2,1497,1.03,0.73,0.3,,,,77,0.034969705,1.886435576,164,6.733782668,0.346592354,0.99675043
1670,48,F-C-1,Hydrogen,0,0,0,0,0.1086,-1.2,1219,4.01,3.939,0.071,,,,77,0.031084182,1.300277843,165,6.374295865,0.449436113,0.999486225
1681,59,F-C-4,Hydrogen,0,0,0,0,0.1086,-1.2,1084,2.35,2.25,0.1,,,,77,0.007771046,1.248758714,166,6.022718274,0.347337393,0.99812872
1693,71,F-C-5,Hydrogen,0,0,0,0,0.1086,-1.2,938,1.45,1.359,0.091,,,,77,0.015542091,0.63739838,167,5.735643128,0.512714469,0.999381688
1705,83,N-C-2,Hydrogen,0,0,0,0,0.1086,-1.2,1995,0.87,0.49,0.38,,,,77,0.961538462,9.2077148,168,12.01175929,0.164890464,0.86509617
1715,93,N-C-4,Hydrogen,0,0,0,0,0.1086,-1.2,1329,0.69,0.4,0.29,,,,77,0.262237762,4.603474011,169,7.145603795,0.174759586,0.930861599
1726,104,N-C-2,Hydrogen,0,0,0,0,0.1086,-1.2,1995,0.87,0.49,0.38,,,,140,1.748251748,2.26212019,170,2.446737074,0.381581651,0.9712246
1736,114,N-C-2,Hydrogen,0,0,0,0,0.1086,-1.2,1995,0.87,0.49,0.38,,,,183,1.835664336,0.800004089,171,1.097712385,0.471845136,0.969986755
1747,0,AC-ZTC1,Hydrogen,0,0,0,0,0.1086,-1.2,3064,1.66,0.5,1.16,,,,77,0.228456986,8.208955224,172,13.17388074,0.275922204,0.998572196
1759,12,AC-ZTC2,Hydrogen,0,0,0,0,0.1086,-1.2,2626,1.67,1,0.67,,,,77,0.483375472,8.134328358,173,11.29546618,0.293250414,0.99634824
1770,23,AC-ZTC3,Hydrogen,0,0,0,0,0.1086,-1.2,2072,1.64,1.57,0.07,,,,77,0.298960571,6.268656716,174,10.02935104,0.284203669,0.996673389
1781,34,ZTC1,Hydrogen,0,0,0,0,0.1086,-1.2,1665,1.06,0.55,0.61,,,,77,0.186861684,3.955223881,175,7.332671142,0.286845735,0.996131258
1794,47,ZTC2,Hydrogen,0,0,0,0,0.1086,-1.2,1626,0.97,0.36,0.61,,,,77,0.258452727,2.910447761,176,5.500214335,0.340593423,0.995895848
1805,58,ZTC3,Hydrogen,0,0,0,0,0.1086,-1.2,1338,0.78,0.28,0.5,,,,77,0.293432655,1.71641791,177,4.062923725,0.358638563,0.989750467
1816,0,RCIE HUSK-1,Hydrogen,0,0,0,0,0.1086,-1.2,2052,1.11,0.15,0.96,,,,303,3.042789223,0.228307984,178,0.091099836,0.77928623,0.998583296
1823,7,PAN-B4,Hydrogen,0,0,0,0,0.1086,-1.2,3145,2.9,1.17,1.73,,,,303,4.374009509,0.394426493,179,0.098468891,0.75573085,0.998063278
1830,14,PAN-B2,Hydrogen,0,0,0,0,0.1086,-1.2,2778,1.84,0.54,1.3,,,,303,5.134706815,0.238516476,180,0.070929444,0.809314463,0.99893737
1836,20,PAN-B1,Hydrogen,0,0,0,0,0.1086,-1.2,2625,1.44,0.2,1.24,,,,303,2.852614897,0.207545228,181,0.084685929,0.750022592,0.999330046
1842,26,PAN-A2,Hydrogen,0,0,0,0,0.1086,-1.2,1747,1.05,0.05,1,,,,303,5.324881141,0.2281104,182,0.04506244,0.857913188,0.997582219
1848,32,PAN-A1,Hydrogen,0,0,0,0,0.1086,-1.2,1597,0.92,0.05,0.87,,,,303,4.944532488,0.134636837,183,0.034447061,0.89075648,0.997274252
1854,0,CAC1,Hydrogen,0,0,0,0,0.1086,-1.2,3711,2.07,0.977,1.093,,,,77,0.015594272,4.135740977,184,16.6340984,0.344378858,0.997832762
1863,9,CAC2,Hydrogen,0,0,0,0,0.1086,-1.2,3268,1.67,0.644,1.026,,,,77,0.060851457,3.687610842,185,14.62183648,0.450856444,0.995069736
1871,17,CAC4,Hydrogen,0,0,0,0,0.1086,-1.2,2900,1.45,0.487,0.963,,,,77,0.034873878,2.638031034,186,13.49507661,0.426206532,0.994073671
1882,28,CAC5,Hydrogen,0,0,0,0,0.1086,-1.2,2762,1.49,0.635,0.855,,,,77,0.062847009,3.328081599,187,12.30470654,0.424285856,0.992216722
1891,37,CAC7,Hydrogen,0,0,0,0,0.1086,-1.2,2568,1.43,0.637,0.793,,,,77,0.036811494,2.458294576,188,11.02270257,0.399992215,0.990393454
1902,48,AC,Hydrogen,0,0,0,0,0.1086,-1.2,1767,0.7,0,0.7,,,,77,0.030998645,2.997503951,189,10.05216633,0.309650526,0.985943908
1912,58,ZTC,Hydrogen,0,0,0,0,0.1086,-1.2,3751,1.72,0.358,1.362,,,,77,0.03724601,1.109848692,190,10.50842626,0.578823285,0.996289748
1922,0,ZTC-X,Hydrogen,0,0,0,0,0.1086,-1.2,3332,1.66,0.48,1.18,,,,77,0.493227321,6.501917621,191,12.00705179,0.375630778,0.986775976
1932,10,AC-ZTC,Hydrogen,0,0,0,0,0.1086,-1.2,3350,1.81,0.64,1.17,,,,77,0.407635517,8.67004906,192,13.18573344,0.291209843,0.99449145
1944,22,AC8-CA,Hydrogen,0,0,0,0,0.1086,-1.2,3343,2.65,2.29,0.36,,,,77,0.369756591,5.033817868,193,10.14776973,0.337738912,0.982093255
1956,34,AC-AC,Hydrogen,0,0,0,0,0.1086,-1.2,2722,1.23,0.17,1.06,,,,77,0.16985138,6.539145907,194,12.63398832,0.310345856,0.997803297
1967,45,AC7-CA,Hydrogen,0,0,0,0,0.1086,-1.2,2782,2.04,1.46,0.58,,,,77,0.467091295,3.238434164,195,5.730296453,0.350249149,0.983604342
1977,55,AC-MC,Hydrogen,0,0,0,0,0.1086,-1.2,2772,2.1,1.6,0.5,,,,77,0.16985138,3.923487544,196,6.983686829,0.258479889,0.99506015
1987,0,ARCF2,Hydrogen,0,0,0,0,0.1086,-1.2,3144,,,0.744,,,,298,2.237762238,0.406524739,197,0.284289235,0.885143422,0.994390082
1996,9,ARCF1,Hydrogen,0,0,0,0,0.1086,-1.2,1256,,,0.359,,,,298,2.167832168,0.158218721,198,0.070056075,1.026208168,0.999693392
2005,18,ARCF2,Hydrogen,0,0,0,0,0.1086,-1.2,3144,,,0.744,,,,77,0.469011725,10.44419134,199,14.02063715,0.254192039,0.991993373
2015,28,ARCF1,Hydrogen,0,0,0,0,0.1086,-1.2,1256,,,0.359,,,,77,0.67001675,5.022779043,200,5.449288036,0.30338948,0.997961084
2024,0,OP-CO2,Hydrogen,0,0,0,0,0.1086,-1.2,1185,0.52,0.09,0.43,,,,77,0.018741751,2.271970481,201,8.552725919,0.297906091,0.990726012
2036,12,OP-H3PO4,Hydrogen,0,0,0,0,0.1086,-1.2,1192,0.5,0.01,0.49,,,,77,0.01533416,1.464518742,202,8.264754558,0.340298326,0.986870763
2048,24,OP-KOH-1,Hydrogen,0,0,0,0,0.1086,-1.2,760,0.31,0.01,0.3,,,,77,0.010222773,1.802636908,203,7.595768997,0.244933308,0.971267014
2060,36,OP-KOH-4,Hydrogen,0,0,0,0,0.1086,-1.2,1269,0.61,0.13,0.48,,,,77,0.023853137,2.065307714,204,7.715403266,0.308206708,0.986272194
2070,0,CA800,Hydrogen,0,0,0,0,0.1086,-1.2,2191,1.79,1.23,0.56,,,,77,0.425531915,3.303142944,205,6.716201318,0.362809779,0.98260562
2083,13,CB850,Hydrogen,0,0,0,0,0.1086,-1.2,2611,1.74,0.95,0.79,,,,77,0.360065466,5.761047463,206,10.53723234,0.327169926,0.988563536
2096,26,CA850,Hydrogen,0,0,0,0,0.1086,-1.2,3189,2.41,1.7,0.71,,,,77,0.523731588,7.87899803,207,11.53898543,0.325141268,0.992407057
2108,38,CB850H,Hydrogen,0,0,0,0,0.1086,-1.2,3150,1.95,1.82,1.13,,,,77,0.360065466,6.947488141,208,12.28175359,0.35204087,0.992069679
2121,0,AC-K5,Hydrogen,0,0,0,0,0.1086,-1.2,3190,1.69,0.6,1.09,,,,77,1.008729009,13.25635104,209,14.53836995,0.29757315,0.9937698
2132,11,AC-K3,Hydrogen,0,0,0,0,0.1086,-1.2,2009,1,0.18,0.82,,,,77,1.004814655,11.23556582,210,12.61853522,0.272038244,0.981948705
2142,21,AC-C2,Hydrogen,0,0,0,0,0.1086,-1.2,1488,1.22,0.62,0.6,,,,77,0.897013348,8.083140878,211,9.2106143,0.309771771,0.99441325
2153,32,AC,Hydrogen,0,0,0,0,0.1086,-1.2,1585,1.44,0.85,0.59,,,,77,1.062277371,5.900692841,212,6.767188656,0.366430239,0.990836157
2163,42,AC-C4,Hydrogen,0,0,0,0,0.1086,-1.2,1308,1.1,0.58,0.52,,,,77,1.030101382,6.789838337,213,7.195706308,0.308482747,0.996217514
2173,0,AAC,Hydrogen,0,0,0,0,0.1086,-1.2,1784,1.113,1.095,0.018,72.66,,1.41,77,0.020451775,0.846225588,214,6.392827593,0.438517585,0.992698631
2185,0,AC6,Hydrogen,0,0,0,0,0.1086,-1.2,3808,,,1.52,,,,77,1.069518717,12.09999392,215,13.54719268,0.207658212,0.964621364
2193,8,AC5,Hydrogen,0,0,0,0,0.1086,-1.2,3183,,,1.25,,,,77,0.855614973,11.07772241,216,13.17413279,0.201428733,0.965038035
2201,16,MAX3000,Hydrogen,0,0,0,0,0.1086,-1.2,3178,,,1.34,,,,77,1.140819964,10.39529655,217,11.83759769,0.224257379,0.962597192
2209,24,MAX2000,Hydrogen,0,0,0,0,0.1086,-1.2,2444,,,1.08,,,,77,0.998217469,10.31037312,218,11.73632159,0.190351664,0.958740796
2217,32,AC4,Hydrogen,0,0,0,0,0.1086,-1.2,2042,,,0.92,,,,77,1.212121212,11.50309917,219,12.19070974,0.160272364,0.9594245
2225,40,AC3,Hydrogen,0,0,0,0,0.1086,-1.2,1719,,,0.77,,,,77,0.998217469,8.179691298,220,9.019577188,0.183437968,0.975443212
2233,48,AC0,Hydrogen,0,0,0,0,0.1086,-1.2,1266,,,0.57,,,,77,1.140819964,7.753251094,221,8.345681201,0.157432791,0.960274903
2241,0,CAC4,Hydrogen,0,0,0,0,0.1086,-1.2,3708,2,0.869,1.131,,,,77,0.058756161,6.114582406,222,16.57919161,0.344801741,0.99547845
2249,8,CAC3,Hydrogen,0,0,0,0,0.1086,-1.2,3254,1.5,0.347,1.153,,,,77,0.028643578,3.097162756,223,15.15176992,0.408582795,0.993252264
2260,19,CAC6,Hydrogen,0,0,0,0,0.1086,-1.2,3268,1.67,0.644,1.026,,,,77,0.012646395,1.221358445,224,14.644232,0.469577011,0.992403058
2271,30,CAC5,Hydrogen,0,0,0,0,0.1086,-1.2,2900,1.45,0.487,0.963,,,,77,0.012589739,0.935812971,225,13.51866245,0.444143972,0.987216564
2282,41,CAC2,Hydrogen,0,0,0,0,0.1086,-1.2,3191,1.48,0.403,1.077,,,,77,0.067056243,4.196994407,226,12.68436255,0.36111857,0.980722032
2292,0,12ACA-800,Hydrogen,0,0,0,0,0.1086,-1.2,915,0.99,0.62,0.37,,,,77,0.27204239,5.155780531,227,7.568905796,0.199653295,0.986226809
2303,11,14ACA-700,Hydrogen,0,0,0,0,0.1086,-1.2,1083,1.22,0.77,0.45,,,,77,0.214688513,6.158030283,228,9.16788039,0.219743497,0.997514968
2313,21,14ACA-800,Hydrogen,0,0,0,0,0.1086,-1.2,1871,2.03,1.26,0.77,,,,77,0.341163063,6.683391797,229,9.705109441,0.217884605,0.984375896
2323,31,14ACA-900,Hydrogen,0,0,0,0,0.1086,-1.2,1980,1.92,1.2,0.72,,,,77,0.182570342,5.919290144,230,10.74841782,0.242312176,0.988546759
2334,42,15ACA-800,Hydrogen,0,0,0,0,0.1086,-1.2,1521,0.99,0.37,0.62,,,,77,0.342939183,7.065257611,231,10.26277911,0.211193305,0.984893644
2346,0,1%PT-C,Hydrogen,0,0,0,0,0.1086,-1.2,2750,1.43,0.05,1.38,,,,77,0.01958623,1.85878963,232,13.37776547,0.419119179,0.987589591
2358,12,6%PT-C,Hydrogen,0,0,0,0,0.1086,-1.2,1350,0.67,0.05,0.62,,,,77,0.01949962,1.25360231,233,5.867508557,0.36709717,0.994525791
2369,23,1%PT-C,Hydrogen,0,0,0,0,0.1086,-1.2,2750,1.43,0.05,1.38,,,,87,0.0430761,0.99423631,234,5.667123261,0.504368089,0.996165391
2378,32,6%PT-C,Hydrogen,0,0,0,0,0.1086,-1.2,1350,0.67,0.05,0.62,,,,87,0.02800596,0.69164265,235,4.312417045,0.46218024,0.992784195
2387,41,0PT-C,Hydrogen,0,0,0,0,0.1086,-1.2,537,0.83,0.24,0.59,,,,77,0.02797503,0.47550432,236,3.014421983,0.308041034,0.867911759
2396,0,N-C-2,Hydrogen,0,0,0,0,0.1086,-1.2,1995,0.87,0.49,0.38,,,,77,0.94488189,8.991981317,237,11.90435317,0.175003035,0.864383428
2405,9,C4,Hydrogen,0,0,0,0,0.1086,-1.2,1329,0.69,0.4,0.29,,,,77,0.74928551,8.6882323,238,12.75579306,0.248014945,0.929399989
2415,19,C1,Hydrogen,0,0,0,0,0.1086,-1.2,1363,0.82,0.53,0.29,,,,77,0.68901802,6.75781621,239,8.329183948,0.16940366,0.917401872
2424,0,C-CROPASP,Hydrogen,0,0,0,0,0.1086,-1.2,1458,1.13,0.49,0.64,90.52,7.74,1.75,77.3,0.031894934,4.149159664,240,21.64098327,0.50228693,0.994111952
2433,9,C-PASP,Hydrogen,0,0,0,0,0.1086,-1.2,952,0.61,0.12,0.49,87.23,11.33,1.44,77.3,0.031894934,2.205882353,241,12.69257882,0.507093635,0.998553805
2441,104,LAC2600,Hydrogen,0,0,0,0,0.1086,-1.2,1157,0.59,0.05,0.54,67.8,30.84,,77,0.297151571,7.571156255,242,10.22697473,0.162762492,0.968518001
2450,113,LAC2700,Hydrogen,0,0,0,0,0.1086,-1.2,1551,0.77,0.05,0.72,83.3,16.2,,77,0.365993138,7.104188225,243,10.71658242,0.202962681,0.95147726
2459,122,LAC2800,Hydrogen,0,0,0,0,0.1086,-1.2,1924,0.95,0.08,0.87,85.9,13.75,,77,0.372528729,9.907957083,244,13.5498701,0.198543136,0.975759724
2468,131,LAC4600,Hydrogen,0,0,0,0,0.1086,-1.2,1820,0.91,0.16,0.75,75.3,23.37,,77,0.50344745,5.979282626,245,8.724511069,0.248038096,0.961969188
2477,140,LAC4700,Hydrogen,0,0,0,0,0.1086,-1.2,2038,1,0.16,0.84,78.3,21.18,,77,1.00166654,9.715272256,246,10.76260755,0.2495611,0.980485827
2486,149,LAC4800,Hydrogen,0,0,0,0,0.1086,-1.2,3235,1.77,0.84,0.93,84.9,14.69,,77,0.792096463,9.809709499,247,11.61676578,0.254089805,0.97839305
2495,158,LAC4900,Hydrogen,0,0,0,0,0.1086,-1.2,2750,1.66,1.23,0.43,92.6,7.04,,77,0.510418596,8.969904256,248,12.52368501,0.251222226,0.980078868
2506,22,AA-3M,Hydrogen,0,0,0,0,0.1086,-1.2,3220,2.27,1.06,1.21,84.6,11.4,3.5,77,0.868244486,10.07782101,249,11.8212216,0.338311432,0.99463665
2518,34,AS-2M,Hydrogen,0,0,0,0,0.1086,-1.2,3280,2.37,1.3,1.07,89.6,8.8,1.3,77,0.29406008,5.379377432,250,12.10625409,0.352869536,0.985025537
2529,45,AA-0,Hydrogen,0,0,0,0,0.1086,-1.2,3000,1.41,0.32,1.09,93.7,5.9,0.1,77,0.2981312,7.149805447,251,13.09867936,0.241955536,0.957144139
2540,56,AC-0,Hydrogen,0,0,0,0,0.1086,-1.2,3100,1.46,0.41,1.05,95,4.4,0.1,77,0.29922727,7.626459144,252,13.10083936,0.227743972,0.956609556
2551,0,C3,Hydrogen,0,0,0,0,0.1086,-1.2,1145,1.32,0.91,41,,,,77,0.065546218,2.941176471,253,6.600658262,0.261799798,0.991336337
2559,8,C3PD,Hydrogen,0,0,0,0,0.1086,-1.2,942,1.1,0.77,0.34,,,,77,0.078539108,2.488687783,254,5.910939429,0.291853802,0.986732776
2567,16,C3,Hydrogen,0,0,0,0,0.1086,-1.2,1145,1.32,0.91,41,,,,298,1.038285849,0.042938931,255,0.04420396,0.867971784,0.996861125
2576,25,C3PD,Hydrogen,0,0,0,0,0.1086,-1.2,942,1.1,0.77,0.34,,,,298,0.623613464,0.264790076,256,0.232054533,0.447485988,0.98503957
2584,0,AC2,Hydrogen,0,0,0,0,0.1086,-1.2,1767,0.9,0.27,0.63,,,,77,1.863057325,6.743630573,257,8.772144735,0.229373738,0.879741205
2594,10,AC3,Hydrogen,0,0,0,0,0.1086,-1.2,2559,1.25,0.4,0.85,,,,77,1.576433121,13.93873007,258,15.47073477,0.156001352,0.917484743
2604,20,AC5,Hydrogen,0,0,0,0,0.1086,-1.2,3208,1.75,0.74,1.01,90.11,5.99,0.3,77,1.719745223,16.78657647,259,18.38124703,0.149545276,0.910198238
2614,0,ACNF-CD24-M,Hydrogen,0,0,0,0,0.1086,-1.2,1450,,,0.65,,,,77,0.024326998,3.03030303,260,9.745643577,0.279373942,0.988082375
2624,10,CNF-M,Hydrogen,0,0,0,0,0.1086,-1.2,587,,,0.28,,,,77,0.014311516,2.516233766,261,6.334753484,0.165182349,0.913113154
2635,21,CNF,Hydrogen,0,0,0,0,0.1086,-1.2,520,,,0.22,,,,77,0.052249075,3.706709957,262,6.354121518,0.180661716,0.997551876
2643,29,ACNF-CD24,Hydrogen,0,0,0,0,0.1086,-1.2,1910,,,0.87,,,,77,0.022409048,3.463203463,263,11.80590962,0.300266454,0.993118471
2653,39,ACNF-CD24,Hydrogen,0,0,0,0,0.1086,-1.2,1910,,,0.87,,,,298,8.37769392,0.616352201,264,0.178369658,0.678514722,0.99736077
2661,47,ACNF-CD24-M,Hydrogen,0,0,0,0,0.1086,-1.2,1450,,,0.65,,,,298,9.008301887,0.513626834,265,0.141603282,0.682510779,0.994926818
2669,55,CNF-M,Hydrogen,0,0,0,0,0.1086,-1.2,587,,,0.28,,,,298,10.60159329,0.440251572,266,0.118542879,0.685482443,0.99571038
2676,62,CNF,Hydrogen,0,0,0,0,0.1086,-1.2,520,,,0.22,,,,298,9.630859539,0.322851153,267,0.101932428,0.693277474,0.994920559
2683,0,0%PT-AC,Hydrogen,0,0,0,0,0.1086,-1.2,2200,1.21,0.27,0.94,,,,77,0.759492515,8.860852568,268,10.4463359,0.181976617,0.951324713
2690,7,,Hydrogen,0,0,0,0,0.1086,-1.2,2200,1.21,0.27,0.94,,,,87,1.105214603,6.622381966,269,8.065479732,0.2040208,0.887874982
2698,15,,Hydrogen,0,0,0,0,0.1086,-1.2,2200,1.21,0.27,0.94,,,,150,1.61123848,0.803061718,270,1.187843734,0.470621671,0.949301496
2705,22,1%PT-AC,Hydrogen,0,0,0,0,0.1086,-1.2,2087,1.06,0.19,0.87,,,,77,0.979028759,7.668965901,271,8.47384732,0.142378536,0.930603693
2711,28,,Hydrogen,0,0,0,0,0.1086,-1.2,2087,1.06,0.19,0.87,,,,87,1.135710445,5.414093935,272,6.25409836,0.197462935,0.92766775
2718,35,,Hydrogen,0,0,0,0,0.1086,-1.2,2087,1.06,0.19,0.87,,,,150,1.808792717,0.90499898,273,0.99281561,0.474271612,0.97571757
2725,0,HCPB,Hydrogen,0,0,0,0,0.1086,-1.2,1299,1.01,0.63,0.38,93.54,6.46,,77,0.029089469,1.848214286,274,7.228196545,0.374575661,0.998269192
2733,8,CHCPB-K-600,Hydrogen,0,0,0,0,0.1086,-1.2,2739,1.84,0.64,1.2,89.29,10.71,,77,0.054083374,3.696428571,275,13.73272527,0.414817732,0.992663707
2741,16,CHCPB-K-700,Hydrogen,0,0,0,0,0.1086,-1.2,3101,1.84,0.41,1.4,91.21,8.79,,77,0.053955388,3.133928571,276,15.62183777,0.500255741,0.996699747
2749,24,CHCPB-K-800,Hydrogen,0,0,0,0,0.1086,-1.2,2772,1.65,0.41,1.24,93.55,6.45,,77,0.021099464,2.732142857,277,14.90600175,0.419154644,0.998850894
2758,0,CX16AOXI,Hydrogen,0,0,0,0,0.1086,-1.2,1603,1.5,0.85,0.65,,,,298,9.463722397,0.496649894,278,0.139721906,0.690957159,0.992982746
2767,9,CX45AOXS,Hydrogen,0,0,0,0,0.1086,-1.2,1727,2.29,1.62,0.67,,,,77,1.158719588,9.993705586,279,10.92269833,0.18142933,0.918354098
2775,17,CX16AOXI,Hydrogen,0,0,0,0,0.1086,-1.2,1603,1.5,0.85,0.65,,,,77,9.105180534,0.518731988,280,0.169895281,0.658713786,0.991007764
2783,0,BCA,Hydrogen,0,0,0,0,0.1086,-1.2,419,0.196,0.044,0.152,,,,77,0.023961661,0.705652283,281,4.549562922,0.399620135,0.986730515
2794,11,K-700-BCA,Hydrogen,0,0,0,0,0.1086,-1.2,945,0.404,0.057,0.347,,,,77,0.017571885,1.59651192,282,9.455934589,0.356811206,0.98568756
2806,23,K-800-BCA,Hydrogen,0,0,0,0,0.1086,-1.2,1428,0.688,0.189,0.499,,,,77,0.02715655,2.42545588,283,13.03832304,0.377822112,0.988499017
2820,37,K-900-BCA,Hydrogen,0,0,0,0,0.1086,-1.2,1753,1.229,0.547,0.682,,,,77,0.00798722,1.934644127,284,13.84936065,0.380726009,0.996795154
2834,0,MR-1/2,Hydrogen,0,0,0,0,0.1086,-1.2,2147,0.894,0.132,0.762,,,,77,0.03006263,2.727272727,285,12.10831674,0.377266523,0.99193867
2843,9,MR-1/4,Hydrogen,0,0,0,0,0.1086,-1.2,2647,1.512,0.557,0.955,,,,77,0.03006263,2.242424242,286,12.49615356,0.440851232,0.993551596
2853,19,MR-1/2,Hydrogen,0,0,0,0,0.1086,-1.2,2147,0.894,0.132,0.762,,,,298,1.031388152,0.067307692,287,0.094247281,0.779915129,0.999381319
2858,24,MR-1/3,Hydrogen,0,0,0,0,0.1086,-1.2,2541,1.258,0.362,0.896,,,,298,1.809963003,0.098130841,288,0.06738403,0.870342309,0.997237538
2863,29,MR-1/4,Hydrogen,0,0,0,0,0.1086,-1.2,2647,1.512,0.557,0.955,,,,298,1.027705628,0.066648629,289,0.071346257,0.882805524,0.99992453
2869,0,PDAC,Hydrogen,0,0,0,0,0.1086,-1.2,2193,0.995,0.051,0.944,,,,77,0.011093502,1.72183367,290,13.05357364,0.359461884,0.988496598
2882,13,,Hydrogen,0,0,0,0,0.1086,-1.2,2193,0.995,0.051,0.944,,,,90,0.019017433,0.973528379,291,8.330470887,0.485561754,0.993961781
2895,26,,Hydrogen,0,0,0,0,0.1086,-1.2,2193,0.995,0.051,0.944,,,,100,0.022187005,0.399755165,292,5.603974938,0.564532222,0.994831331
2906,37,PDAC,Hydrogen,0,0,0,0,0.1086,-1.2,2193,0.995,0.051,0.944,,,,77,0.869565217,14.306698,293,16.06637091,0.1394243,0.970871537
2917,48,YP80F,Hydrogen,0,0,0,0,0.1086,-1.2,1889,1.11,0.181,0.929,,,,77,0.99378882,11.93242044,294,12.81300072,0.156651061,0.972918973
2927,0,C1,Hydrogen,0,0,0,0,0.1086,-1.2,3012,1.7,0.72,0.98,,,,77,0.006881365,2.042350872,295,10.1852715,0.29945746,0.988002414
2938,11,C2,Hydrogen,0,0,0,0,0.1086,-1.2,2080,0.9,0.13,0.77,,,,77,0.014379772,1.831229949,296,8.134161797,0.293663629,0.976312724
2949,22,C3,Hydrogen,0,0,0,0,0.1086,-1.2,1006,0.5,0.24,0.26,,,,77,0.008880046,2.206709219,297,6.398578899,0.187587344,0.966054664
2959,32,C4,Hydrogen,0,0,0,0,0.1086,-1.2,606,0.3,0.06,0.24,,,,77,0.008075208,0.79824277,298,3.953380914,0.278275706,0.961380732
2970,43,C5,Hydrogen,0,0,0,0,0.1086,-1.2,1069,1,0.9,0.1,,,,77,0.007873998,0.446126158,299,3.499664403,0.357958001,0.971864281
2980,0,MDC-1,Hydrogen,0,0,0,0,0.1086,-1.2,3174,4.06,3.05,1.01,,,,77,0.032760913,3.601789709,300,16.41698337,0.429380065,0.9987601
2990,10,MDC-3,Hydrogen,0,0,0,0,0.1086,-1.2,1678,2.01,1.35,0.66,,,,77,0.011066262,1.918344519,301,10.37185834,0.339750892,0.99414113
3001,21,MDC-8,Hydrogen,0,0,0,0,0.1086,-1.2,1978,1.92,1.14,0.78,,,,77,0.016603374,2.897091723,302,12.03077549,0.321332247,0.996581827
3011,31,MDC-1,Hydrogen,0,0,0,0,0.1086,-1.2,3174,4.06,3.05,1.01,,,,298,1.54249073,0.646760732,303,0.373117772,0.545862769,0.996177749
3018,0,CC-KOH,Hydrogen,0,0,0,0,0.1086,-1.2,2464,1.21,0.19,1.02,,,,77,0.01534132,1.49204108,304,13.30338208,0.404432211,0.987527951
3028,10,PC-KOH,Hydrogen,0,0,0,0,0.1086,-1.2,2580,1.27,0.2,1.07,,,,77,0.013245324,1.820584729,305,10.9274881,0.394421576,0.995554929
3038,20,BC-KOH,Hydrogen,0,0,0,0,0.1086,-1.2,2243,1.34,0.33,1.01,,,,77,0.005506264,0.725976666,306,13.69614691,0.445597963,0.994854259
3049,0,ACBS12,Hydrogen,0,0,0,0,0.1086,-1.2,1537,0.79,0.2,0.59,65.06,30.51,1.78,77,0.236686391,0.753768844,307,6.423721438,0.2566101,0.843463701
3058,9,ACBS13,Hydrogen,0,0,0,0,0.1086,-1.2,1930,0.97,0.29,0.68,78.42,19.35,1.39,77,1.104536489,11.00502513,308,11.80440077,0.141793898,0.949190279
3066,17,ACBS14,Hydrogen,0,0,0,0,0.1086,-1.2,2702,1.48,0.64,0.84,92.9,4.8,1.56,77,1.183431953,5.653266332,309,9.985998579,0.290338805,0.86837477
3074,25,ACBS16,Hydrogen,0,0,0,0,0.1086,-1.2,2838,1.54,0.7,0.84,96.28,1.44,1.67,77,1.025641026,7.236180905,310,11.92264449,0.257460557,0.873594206
