,Unnamed: 0,GAC,GAS,E,S,A,B,V,L,BET,Vt,Vmeso,Vmic,%C,%O,%N,Temp(K),Pressure,Adsorp(mmol/g),Index,K,n,R2
1845,275,,Ethane,0,0,0,0,0.3904,0.492,2266,1.03,0.384,0.646,85.78,9.82,4.4,298,0.015384615,0.405186702,158,5.845131574,0.517752106,0.994298597
1858,288,,Propylene,0.1,0.08,0,0.07,0.4883,0.946,2266,1.03,0.384,0.646,85.78,9.82,4.4,298,0.048205128,3.154671606,159,8.643860525,0.273664982,0.974074496
1870,300,,Propane,0,0,0,0,0.5312,1.05,2266,1.03,0.384,0.646,85.78,9.82,4.4,298,0.013333333,1.292437685,160,8.341134477,0.284668796,0.947847401
1886,326,ANPC-2-600,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,1502,0.76,0.37,0.39,82.96,8.67,8.3,298,0.014068677,0.266235584,161,3.071498723,0.429527639,0.991405532
1901,341,,Propylene,0.1,0.08,0,0.07,0.4883,0.946,1502,0.76,0.37,0.39,82.96,8.67,8.3,298,0.011254122,1.207534158,162,4.940596443,0.251303417,0.976799046
1914,354,,Propane,0,0,0,0,0.5312,1.05,1502,0.76,0.37,0.39,82.96,8.67,8.3,298,0.015215803,0.996128451,163,4.547377967,0.267540729,0.961824989
1927,378,ANPC-1-600,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,1473,0.637,0.173,0.464,82.47,10.26,7.27,273,0.013048013,0.876733029,164,4.949804496,0.34172033,0.990738251
1941,392,,Ethane,0,0,0,0,0.3904,0.492,1473,0.637,0.173,0.464,82.47,10.26,7.27,273,0.012099004,0.954695991,165,5.056054194,0.317089237,0.989148816
1957,408,,Propylene,0.1,0.08,0,0.07,0.4883,0.946,1473,0.637,0.173,0.464,82.47,10.26,7.27,273,0.009996073,2.854838285,166,6.079985901,0.137123789,0.972000166
1973,424,,Propane,0,0,0,0,0.5312,1.05,1473,0.637,0.173,0.464,82.47,10.26,7.27,273,0.012853403,2.533251368,167,5.411490903,0.136177134,0.945859807
1989,450,ANPC_2-600,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,1502,0.76,0.37,0.39,82.96,8.67,8.3,273,0.013658537,0.849297573,168,4.904340402,0.347160656,0.99162572
2001,462,,Propylene,0.1,0.08,0,0.07,0.4883,0.946,1502,0.76,0.37,0.39,82.96,8.67,8.3,273,0.011707317,2.360153257,169,5.802245739,0.182084149,0.99007626
2012,473,,Propane,0,0,0,0,0.5312,1.05,1502,0.76,0.37,0.39,82.96,8.67,8.3,273,0.012682927,2.083014049,170,5.195843317,0.177170103,0.981211768
2025,496,ANPC-1-700,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,2266,1.03,0.384,0.646,85.78,9.82,4.4,273,0.018784073,0.80857656,171,7.26267958,0.448262482,0.99063835
2038,509,,Ethane,0,0,0,0,0.3904,0.492,2266,1.03,0.384,0.646,85.78,9.82,4.4,273,0.015087123,0.985426977,172,8.023869764,0.410568976,0.988311908
2053,524,,Propylene,0.1,0.08,0,0.07,0.4883,0.946,2266,1.03,0.384,0.646,85.78,9.82,4.4,273,0.034309895,4.856970511,173,10.29365927,0.196521195,0.98154957
2067,538,,Propane,0,0,0,0,0.5312,1.05,2266,1.03,0.384,0.646,85.78,9.82,4.4,273,0.015448135,3.311791399,174,9.610161254,0.19396707,0.950911041
2081,560,ANPC-2-700,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,2729,1.5,1.3,0.2,85.16,9.52,5.32,273,0.005543057,0.219923503,175,6.746291559,0.498312776,0.996680769
2093,572,,Ethane,0,0,0,0,0.3904,0.492,2729,1.5,1.3,0.2,85.16,9.52,5.32,273,0.01383119,0.628705341,176,6.975972846,0.501220402,0.995288425
2107,586,,Propylene,0.1,0.08,0,0.07,0.4883,0.946,2729,1.5,1.3,0.2,85.16,9.52,5.32,273,0.012168273,2.877748533,177,11.88593249,0.280168387,0.993334762
2121,600,,Propane,0,0,0,0,0.5312,1.05,2729,1.5,1.3,0.2,85.16,9.52,5.32,273,0.014906135,2.688976771,178,11.53025601,0.278672017,0.986191488
2138,626,ANPC-1-800,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,2836,1.35,0.827,0.523,92.19,5.88,1.93,273,0.017275251,0.786516854,179,8.282266608,0.496097909,0.994836731
2148,636,,Ethane,0,0,0,0,0.3904,0.492,2836,1.35,0.827,0.523,92.19,5.88,1.93,273,0.010602187,1.066167291,180,9.734680461,0.43771145,0.992185246
2161,649,,Propylene,0.1,0.08,0,0.07,0.4883,0.946,2836,1.35,0.827,0.523,92.19,5.88,1.93,273,0.001065828,1.415730337,181,12.57700133,0.250725531,0.976009777
2173,661,,Propane,0,0,0,0,0.5312,1.05,2836,1.35,0.827,0.523,92.19,5.88,1.93,273,0.011722918,3.47815231,182,12.07441568,0.219955148,0.972592516
2188,685,ANPC-2-800,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,3177,2.18,2.14,0.04,94.94,3.63,1.42,273,0.007935026,0.134171013,183,7.491817105,0.600772006,0.997583343
2200,697,,Ethane,0,0,0,0,0.3904,0.492,3177,2.18,2.14,0.04,94.94,3.63,1.42,273,0.014883088,0.605263343,184,9.336772941,0.560607517,0.996362803
2213,710,,Propylene,0.1,0.08,0,0.07,0.4883,0.946,3177,2.18,2.14,0.04,94.94,3.63,1.42,273,0.015648231,2.49023916,185,15.51874944,0.3525532,0.990359148
2228,725,,Propane,0,0,0,0,0.5312,1.05,3177,2.18,2.14,0.04,94.94,3.63,1.42,273,0.010612325,2.737196487,186,15.73853182,0.33062078,0.994875312
2242,748,ANPC-1-600,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,1473,0.637,0.173,0.464,82.47,10.26,7.27,323,0.016083254,0.155666252,187,2.757546323,0.554738693,0.99385858
2255,761,,Ethane,0,0,0,0,0.3904,0.492,1473,0.637,0.173,0.464,82.47,10.26,7.27,323,0.013245033,0.242839352,188,2.931097431,0.492456685,0.994263752
2268,774,,Propylene,0.1,0.08,0,0.07,0.4883,0.946,1473,0.637,0.173,0.464,82.47,10.26,7.27,323,0.013245033,1.151930262,189,4.623449528,0.272825551,0.978397038
2281,787,,Propane,0,0,0,0,0.5312,1.05,1473,0.637,0.173,0.464,82.47,10.26,7.27,323,0.016083254,1.052303861,190,4.176916814,0.257209227,0.967781782
2297,811,ANPC-2-600,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,1502,0.76,0.37,0.39,82.96,8.67,8.3,323,0.014974479,0.158884488,191,2.554823929,0.551026851,0.994497626
2311,825,,Ethane,0,0,0,0,0.3904,0.492,1502,0.76,0.37,0.39,82.96,8.67,8.3,323,0.017790124,0.250744494,192,2.676262983,0.506542443,0.99586539
2324,838,,Propylene,0.1,0.08,0,0.07,0.4883,0.946,1502,0.76,0.37,0.39,82.96,8.67,8.3,323,0.016075358,1.059599545,193,4.482570156,0.287641687,0.985496845
2338,852,,Propane,0,0,0,0,0.5312,1.05,1502,0.76,0.37,0.39,82.96,8.67,8.3,323,0.015118519,0.930940663,194,4.081623934,0.287695736,0.983365949
2352,876,ANPC-1-700,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,2266,1.03,0.384,0.646,85.78,9.82,4.4,323,0.017560074,0.197690664,195,3.729260573,0.627437652,0.99808532
2363,887,,Ethane,0,0,0,0,0.3904,0.492,2266,1.03,0.384,0.646,85.78,9.82,4.4,323,0.012939002,0.311928367,196,4.389758552,0.575270884,0.997559403
2375,899,,Propylene,0.1,0.08,0,0.07,0.4883,0.946,2266,1.03,0.384,0.646,85.78,9.82,4.4,323,0.028650647,1.984818878,197,7.719807246,0.332575591,0.987473089
2387,911,,Propane,0,0,0,0,0.5312,1.05,2266,1.03,0.384,0.646,85.78,9.82,4.4,323,0.013863216,1.205444463,198,7.520442744,0.337795929,0.981620881
2400,932,ANPC-2-700,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,2729,1.5,1.3,0.2,85.16,9.52,5.32,323,0.046072032,0.334232966,199,3.095559557,0.65914608,0.99798449
2410,942,,Ethane,0,0,0,0,0.3904,0.492,2729,1.5,1.3,0.2,85.16,9.52,5.32,323,0.017444491,0.141769767,200,3.502527805,0.659783851,0.998125984
2422,954,,Propylene,0.1,0.08,0,0.07,0.4883,0.946,2729,1.5,1.3,0.2,85.16,9.52,5.32,323,0.016583802,0.689604586,201,7.143211733,0.437267292,0.986221043
2437,969,,Propane,0,0,0,0,0.5312,1.05,2729,1.5,1.3,0.2,85.16,9.52,5.32,323,0.01356991,0.851954002,202,6.939369562,0.406307752,0.991459343
2452,992,ANPC-1-800,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,2836,1.35,0.827,0.523,92.19,5.88,1.93,323,0.036303297,0.299032585,203,4.052553092,0.697678775,0.998139264
2462,1002,,Ethane,0,0,0,0,0.3904,0.492,2836,1.35,0.827,0.523,92.19,5.88,1.93,323,0.010848781,0.298740377,204,5.064427996,0.609831763,0.998729521
2473,1013,,Propylene,0.1,0.08,0,0.07,0.4883,0.946,2836,1.35,0.827,0.523,92.19,5.88,1.93,323,0.017124284,1.171261397,205,9.231137052,0.395157893,0.986760427
2487,1027,,Propane,0,0,0,0,0.5312,1.05,2836,1.35,0.827,0.523,92.19,5.88,1.93,323,0.014379622,1.343423767,206,9.257792952,0.358743676,0.984213026
2504,1052,ANPC-2-800,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,3177,2.18,2.14,0.04,94.94,3.63,1.42,323,0.021555079,0.110204082,207,3.098730162,0.755547649,0.99832392
2514,1062,,Ethane,0,0,0,0,0.3904,0.492,3177,2.18,2.14,0.04,94.94,3.63,1.42,323,0.012716215,0.171428571,208,3.858994695,0.743185049,0.998434873
2527,1075,,Propylene,0.1,0.08,0,0.07,0.4883,0.946,3177,2.18,2.14,0.04,94.94,3.63,1.42,323,0.010712116,0.551020408,209,8.484306192,0.509850745,0.994933304
2541,1089,,Propane,0,0,0,0,0.5312,1.05,3177,2.18,2.14,0.04,94.94,3.63,1.42,323,0.010690753,0.746938776,210,8.795151888,0.472910857,0.99513519
2555,0,FAU-ZTC,Ethane,0,0,0,0,0.3904,0.492,2700,,,1.1,94.8,3.7,,303,0.284976959,1.797235023,211,5.043460685,0.424670367,0.958386537
2562,7,,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,2700,,,1.1,94.8,3.7,,303,0.203317972,1.175115207,212,4.095213351,0.481284675,0.98422387
2569,14,EMT-ZTC,Ethane,0,0,0,0,0.3904,0.492,2980,,,1.3,93.8,4.3,,303,0.194794322,1.952129342,213,5.967525318,0.423885101,0.968001139
2576,21,,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,2980,,,1.3,93.8,4.3,,303,0.396286443,1.392584048,214,4.2616688,0.503788697,0.961957777
2583,28,BETA-ZTC,Ethane,0,0,0,0,0.3904,0.492,3200,,,1.4,91.1,3.6,,303,0.2,1.995412844,215,6.637756895,0.350497809,0.926170877
2591,36,,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,3200,,,1.4,91.1,3.6,,303,0.2,1.032110092,216,4.409155476,0.447464898,0.959430744
2598,43,FAU-ZTC,Ethane,0,0,0,0,0.3904,0.492,2700,,,1.1,94.8,3.7,,323,1.06557377,3.091581125,217,3.414390435,0.521982232,0.987194832
2605,50,,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,2700,,,1.1,94.8,3.7,,323,0.245901639,0.422284357,218,2.61563293,0.57110626,0.983602759
2613,58,EMT-ZTC,Ethane,0,0,0,0,0.3904,0.492,2980,,,1.3,93.8,4.3,,323,0.994522752,3.925233645,219,4.674694574,0.431232758,0.975193433
2620,65,,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,2980,,,1.3,93.8,4.3,,323,0.99088402,2.593457944,220,3.213009664,0.54971285,0.986155189
2627,72,BETA-ZTC,Ethane,0,0,0,0,0.3904,0.492,3200,,,1.4,91.1,3.6,,323,1.049486747,4.485981308,221,5.264728716,0.393477601,0.968736872
2634,79,,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,3200,,,1.4,91.1,3.6,,323,0.623180634,1.471962617,222,3.129687483,0.537376523,0.970494578
2642,87,FAU-ZTC,Ethane,0,0,0,0,0.3904,0.492,2700,,,1.1,94.8,3.7,,283,0.019662921,0.416639605,223,5.871765945,0.729908308,0.999279748
2651,96,,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,2700,,,1.1,94.8,3.7,,283,0.025280899,0.231798402,224,4.129756657,0.778852709,0.999584437
2661,106,,Ethane,0,0,0,0,0.3904,0.492,2700,,,1.1,94.8,3.7,,273,0.028089888,0.324637681,225,7.449513864,0.889515237,0.998445609
2670,115,,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,2700,,,1.1,94.8,3.7,,273,0.028089888,0.185507246,226,4.931072869,0.936161448,0.999513086
2679,124,EMT-ZTC,Ethane,0,0,0,0,0.3904,0.492,2980,,,1.3,93.8,4.3,,283,0.035616438,0.608962155,227,8.928151141,0.700281439,0.997718706
2688,133,,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,2980,,,1.3,93.8,4.3,,283,0.032876712,0.405665196,228,6.322901541,0.7334536,0.998830859
2697,142,,Ethane,0,0,0,0,0.3904,0.492,2980,,,1.3,93.8,4.3,,273,0.035944966,0.576271186,229,11.21993264,0.712427918,0.986037972
2706,151,,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,2980,,,1.3,93.8,4.3,,273,0.049680161,0.406779661,230,8.141852223,0.870469867,0.998321213
2715,160,BETA-ZTC,Ethane,0,0,0,0,0.3904,0.492,3200,,,1.4,91.1,3.6,,283,0.019178082,0.612549963,231,10.90937145,0.645294747,0.994573497
2724,169,,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,3200,,,1.4,91.1,3.6,,283,0.02739726,0.408863363,232,7.877850692,0.709216787,0.996682221
2733,178,,Ethane,0,0,0,0,0.3904,0.492,3200,,,1.4,91.1,3.6,,273,0.035714286,0.774193548,233,12.59521371,0.629537854,0.974915041
2742,187,,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,3200,,,1.4,91.1,3.6,,273,0.03021978,0.316715543,234,10.21789124,0.764146884,0.992888042
2751,0,CAC,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,641,0.26,0,0.26,82.14,16.87,0.99,298,0.022340909,0.312,235,2.800435465,0.432246895,0.983115712
2760,9,,Ethane,0,0,0,0,0.3904,0.492,641,0.26,0,0.26,82.14,16.87,0.99,298,0.005340909,0.216,236,2.94751566,0.385314879,0.988391724
2770,19,CAC-800-3,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,2063,0.91,0.24,0.67,88.05,9.92,2.02,298,0.011045455,0.168,237,5.173687245,0.483248689,0.988995092
2780,29,,Ethane,0,0,0,0,0.3904,0.492,2063,0.91,0.24,0.67,88.05,9.92,2.02,298,0.033409091,0.936,238,6.421512576,0.499384903,0.996816471
2790,39,CAC-700-3,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,1521,0.6,0.03,0.57,85.6,13.3,1.12,298,0.026548673,0.430278884,239,4.933819977,0.527738005,0.991337299
2799,48,,Ethane,0,0,0,0,0.3904,0.492,1521,0.6,0.03,0.57,85.6,13.3,1.12,298,0.014749263,0.645418327,240,5.782652619,0.482819815,0.993294957
2807,56,CAC-900-3,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,1694,0.74,0.18,0.56,91.99,7.36,0.65,298,0.008849558,0.119521912,241,4.869649094,0.576395491,0.996504856
2817,66,,Ethane,0,0,0,0,0.3904,0.492,1694,0.74,0.18,0.56,91.99,7.36,0.65,298,0.05899705,1.266932271,242,6.057681594,0.513751057,0.996792426
2825,74,CAC-700-3,Ethane,0,0,0,0,0.3904,0.492,1521,0.6,0.03,0.57,85.6,13.3,1.12,273,0.024329159,1.972093023,243,7.531800745,0.358035698,0.99524298
2834,83,,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,1521,0.6,0.03,0.57,85.6,13.3,1.12,273,0.058954482,1.153488372,244,5.320222787,0.499422612,0.997245951
2841,90,CAC-800-3,Ethane,0,0,0,0,0.3904,0.492,2063,0.91,0.24,0.67,88.05,9.92,2.02,273,0.012765957,0.897298367,245,7.685743464,0.382260248,0.976513889
2851,100,,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,2063,0.91,0.24,0.67,88.05,9.92,2.02,273,0.004255319,0.115586343,246,6.277828156,0.462670314,0.992736452
2860,109,CAC-900-3,Ethane,0,0,0,0,0.3904,0.492,1694,0.74,0.18,0.56,91.99,7.36,0.65,273,0.003702978,0.777272727,247,8.2559365,0.422451152,0.995412495
2868,117,,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,1694,0.74,0.18,0.56,91.99,7.36,0.65,273,0.003996865,0.163636364,248,7.115986787,0.485994639,0.995209735
2877,126,CAC-800-2,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,1409,0.65,0.09,0.56,,,,273,0.017152659,0.293233083,249,4.409760688,0.501877789,0.989826212
2885,134,,Ethane,0,0,0,0,0.3904,0.492,1409,0.65,0.09,0.56,,,,273,0.041166381,1.060150376,250,5.216404729,0.447840872,0.994291996
2893,142,CAC-800-4,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,2002,0.89,0.34,0.65,,,,273,0.015437393,0.135338346,251,4.772092727,0.570128002,0.993936031
2903,152,,Ethane,0,0,0,0,0.3904,0.492,2002,0.89,0.34,0.65,,,,273,0.006861063,0.045112782,252,5.736372442,0.524392193,0.994744497
2914,0,ZTC,Ethane,0,0,0,0,0.3904,0.492,3591,,,1.66,,,,297,0.411522634,3.594906541,253,8.431452643,0.268982126,0.889236706
2927,13,,Ethane,0,0,0,0,0.3904,0.492,3591,,,1.66,,,,314,0.658436214,2.988513392,254,6.318391369,0.349590944,0.910189451
2937,23,,Ethane,0,0,0,0,0.3904,0.492,3591,,,1.66,,,,344,0.658436214,1.735988139,255,3.893148996,0.461562428,0.964393074
2947,33,,Ethane,0,0,0,0,0.3904,0.492,3591,,,1.66,,,,375,0.740740741,1.251028807,256,2.306912672,0.572650467,0.982149545
2955,41,,Ethane,0,0,0,0,0.3904,0.492,3591,,,1.66,,,,421,0.864197531,0.644801929,257,1.610987696,0.563342059,0.959633011
2966,52,MSC-30,Ethane,0,0,0,0,0.3904,0.492,3244,,,1.54,,,,297,0.367631198,2.969348659,258,7.347837585,0.344533549,0.972179988
2976,62,,Ethane,0,0,0,0,0.3904,0.492,3244,,,1.54,,,,315,0.407229361,2.586206897,259,6.066004505,0.37179022,0.981337383
2985,71,,Ethane,0,0,0,0,0.3904,0.492,3244,,,1.54,,,,346,0.769005578,2.490421456,260,4.216853637,0.430369191,0.986880191
2994,80,,Ethane,0,0,0,0,0.3904,0.492,3244,,,1.54,,,,377,0.808372623,1.963601533,261,3.125960123,0.46391994,0.989851185
3002,88,,Ethane,0,0,0,0,0.3904,0.492,3244,,,1.54,,,,423,0.88756895,1.197318008,262,1.957570835,0.507869685,0.983477809
3010,28,UK-GAC,Ethane,0,0,0,0,0.3904,0.492,1342,0.85,0.073,0.777,,,,287.5,0.570112583,5.362281201,263,7.294509375,0.335105155,0.996272884
3018,36,,Ethane,0,0,0,0,0.3904,0.492,1342,0.85,0.073,0.777,,,,299.2,0.616047011,4.960167216,264,6.498197772,0.337895317,0.997578613
3028,46,,Ethane,0,0,0,0,0.3904,0.492,1342,0.85,0.073,0.777,,,,314,0.707290057,3.820818184,265,5.260301684,0.364267103,0.995771026
3038,56,,Ethane,0,0,0,0,0.3904,0.492,1342,0.85,0.073,0.777,,,,324.2,0.844404949,2.245843059,266,4.156311393,0.413457254,0.984932326
3049,67,UK-GAC,Propane,0,0,0,0,0.5312,1.05,1342,0.85,0.073,0.777,,,,283.9,0.102941176,8.048318292,267,16.41671916,0.288799119,0.995279419
3058,76,,Propane,0,0,0,0,0.5312,1.05,1342,0.85,0.073,0.777,,,,297.8,0.220588235,7.59630807,268,13.60219178,0.31150708,0.994503491
3067,85,,Propane,0,0,0,0,0.5312,1.05,1342,0.85,0.073,0.777,,,,323.4,0.205882353,6.076963421,269,10.85344943,0.323519916,0.995802951
3080,98,UK-GAC,Butane,0,0,0,0,0.6722,1.615,1342,0.85,0.073,0.777,,,,273.2,0.037209302,12.5,270,32.65141529,0.273814142,0.991523793
3086,104,,Butane,0,0,0,0,0.6722,1.615,1342,0.85,0.073,0.777,,,,288.2,0.055813953,10.9,271,27.70177069,0.295433327,0.991554509
3093,111,,Butane,0,0,0,0,0.6722,1.615,1342,0.85,0.073,0.777,,,,297.9,0.044651163,8.05,272,24.28986158,0.293823227,0.977293269
3103,121,,Butane,0,0,0,0,0.6722,1.615,1342,0.85,0.073,0.777,,,,324.6,0.059534884,5.1,273,18.74718414,0.313506505,0.972776968
3114,0,SMC1,Propane,0,0,0,0,0.5312,1.05,1231,0.49,0.06,0.43,,,,298,0.005628518,2.278357427,274,4.92914999,0.111943675,0.894272252
3129,15,SMC1,Ethane,0,0,0,0,0.3904,0.492,1231,0.49,0.06,0.43,,,,298,0.001876173,0.647571999,275,5.284876144,0.276439636,0.979331249
3145,42,SMC-2,Propane,0,0,0,0,0.5312,1.05,1543,0.62,0.08,0.54,,,,298,0.006531192,2.323943662,276,7.187014735,0.160362054,0.89180631
3161,58,SMC-2,Ethane,0,0,0,0,0.3904,0.492,1543,0.62,0.08,0.54,,,,298,0.008947906,0.774647887,277,6.755821686,0.361877396,0.982922751
3174,79,SMC-3,Propane,0,0,0,0,0.5312,1.05,1999,0.81,0.12,0.69,,,,298,0.007692679,1.540422768,278,8.708358237,0.312256562,0.986456698
3189,94,SMC-3,Ethane,0,0,0,0,0.3904,0.492,1999,0.81,0.12,0.69,,,,298,0.009307571,0.260840183,279,5.519331696,0.546386836,0.997141241
3200,114,SMC-1,Propane,0,0,0,0,0.5312,1.05,1231,0.49,0.06,0.43,,,,288,0.010351967,2.693978695,280,5.051975848,0.092779575,0.846801196
3211,125,SMC-1,Ethane,0,0,0,0,0.3904,0.492,1231,0.49,0.06,0.43,,,,288,0.010351967,1.243201493,281,5.602551114,0.255150063,0.961086437
3224,147,SMC-2,Propane,0,0,0,0,0.5312,1.05,1543,0.62,0.08,0.54,,,,288,0.006315789,2.819513536,282,7.336853158,0.136186954,0.905927516
3236,159,SMC-2,Ethane,0,0,0,0,0.3904,0.492,1543,0.62,0.08,0.54,,,,288,0.008421053,1.096166002,283,7.245342924,0.327875016,0.98202908
3250,182,SMC-3,Propane,0,0,0,0,0.5312,1.05,1999,0.81,0.12,0.69,,,,288,0.008403361,1.409921671,284,9.623059375,0.301219897,0.978553392
3264,196,SMC-2,Ethane,0,0,0,0,0.3904,0.492,1999,0.81,0.12,0.69,,,,288,0.012605042,0.46997389,285,6.502201582,0.506069974,0.995978805
3276,216,SMC-1,Propane,0,0,0,0,0.5312,1.05,1231,0.49,0.06,0.43,,,,308,0.012216562,2.459938103,286,4.792567265,0.121269722,0.917284827
3285,225,SMC-1,Ethane,0,0,0,0,0.3904,0.492,1231,0.49,0.06,0.43,,,,308,0.008352196,0.661098536,287,4.846518833,0.321747784,0.978116149
3295,243,SMC-2,Propane,0,0,0,0,0.5312,1.05,1543,0.62,0.08,0.54,,,,308,0.011888131,2.487354476,288,6.829392756,0.173303706,0.919442267
3304,252,SMC-2,Ethane,0,0,0,0,0.3904,0.492,1543,0.62,0.08,0.54,,,,308,0.014344975,0.596226415,289,6.141056696,0.425747422,0.985761958
3315,271,SMC-3,Propane,0,0,0,0,0.5312,1.05,1999,0.81,0.12,0.69,,,,308,0.014435775,1.285710347,290,7.966262917,0.333880149,0.979246709
3325,281,SMC-3,Ethane,0,0,0,0,0.3904,0.492,1999,0.81,0.12,0.69,,,,308,0.014634281,0.340823247,291,4.7749907,0.565417536,0.998985091
3336,72,PHA,Ethane,0,0,0,0,0.3904,0.492,284,0.18,0.05,0.13,,,4.53,273,0.006361362,0.480392157,292,1.71362709,0.195295902,0.963514733
3347,83,NAHA-0.5,Ethane,0,0,0,0,0.3904,0.492,747,0.36,0.07,0.29,,,3.25,273,0.00233911,0.909313725,293,3.786346956,0.179747879,0.959163318
3360,96,NAHA-1,Ethane,0,0,0,0,0.3904,0.492,895,0.43,0.08,0.35,,,2.74,273,0.006727484,1.715686275,294,4.355384347,0.169761353,0.984148948
3372,108,NAHA-2,Ethane,0,0,0,0,0.3904,0.492,1192,0.54,0.06,0.48,,,1.23,273,0.006574933,1.200980392,295,5.74127938,0.257606263,0.968366109
3386,122,NAHA-4,Ethane,0,0,0,0,0.3904,0.492,1538,0.69,0.12,0.57,,,0.84,273,0.004347693,0.68627451,296,5.893943319,0.377142596,0.99731088
3399,250,NAHA-2,Ethane,0,0,0,0,0.3904,0.492,1192,0.54,0.06,0.48,,,1.23,298,0.01168838,0.572596175,297,4.804643873,0.351287293,0.975961477
3410,261,,Ethane,0,0,0,0,0.3904,0.492,1192,0.54,0.06,0.48,,,1.23,323,0.009897186,0.243266216,298,3.780310653,0.43761038,0.98576596
3422,312,NAHA-1,Ethane,0,0,0,0,0.3904,0.492,895,0.43,0.08,0.35,,,2.74,298,0.013542646,0.795755968,299,3.823462466,0.277459596,0.968052293
3434,324,,Ethane,0,0,0,0,0.3904,0.492,895,0.43,0.08,0.35,,,2.74,323,0.009822778,0.265251989,300,3.222209725,0.369495234,0.971070669
3447,377,PHA,Ethane,0,0,0,0,0.3904,0.492,284,0.18,0.05,0.13,,,4.53,298,0.013595745,0.319148936,301,1.461543455,0.269622764,0.964528028
3461,391,,Ethane,0,0,0,0,0.3904,0.492,284,0.18,0.05,0.13,,,4.53,323,0.009867021,0.10212766,302,1.172457613,0.359912984,0.972361915
3475,0,UC600,Propane,0,0,0,0,0.5312,1.05,2690,1.36,0.45,0.91,,8.23,1.33,298,0.013659015,1.207729469,303,7.096011461,0.300347433,0.96408715
3489,14,UC600,Ethane,0,0,0,0,0.3904,0.492,2690,1.36,0.45,0.91,,8.23,1.33,298,0.019686943,0.309178744,304,4.725091981,0.586068975,0.9949188
3500,34,UC700,Propane,0,0,0,0,0.5312,1.05,3325,1.71,0.65,1.06,,5.73,2.06,298,0.008887312,0.852340936,305,9.040177974,0.438211581,0.993030235
3512,46,UC700,Ethane,0,0,0,0,0.3904,0.492,3325,1.71,0.65,1.06,,5.73,2.06,298,0.018607443,0.192076831,306,5.131630649,0.745689625,0.998078883
3521,65,UC800,Propane,0,0,0,0,0.5312,1.05,3839,2.3,1.17,1.13,,4.84,1.21,298,0.008682594,0.995690352,307,12.37500394,0.435945877,0.990022893
3535,79,UC800,Ethane,0,0,0,0,0.3904,0.492,3839,2.3,1.17,1.13,,4.84,1.21,298,0.017501212,0.315046059,308,7.281547153,0.671623947,0.998638339
3545,100,UC900,Propane,0,0,0,0,0.5312,1.05,3391,2.72,1.91,0.81,,3.95,1,298,0.008857828,0.844995577,309,10.52118295,0.421411977,0.989259678
3557,112,UC900,Ethane,0,0,0,0,0.3904,0.492,3391,2.72,1.91,0.81,,3.95,1,298,0.019555745,0.300996025,310,6.046982576,0.663128782,0.997570044
3568,0,BAX 1500,n-butane,0,0,0,0,0.6722,1.615,1350,1.29,0.79,0.5,,,,298,0.029182879,2.73480663,311,11.62099064,0.379872683,0.996059364
3582,14,,n-butane,0,0,0,0,0.6722,1.615,1350,1.29,0.79,0.5,,,,323,0.019455253,1.491712707,312,8.595274374,0.390524565,0.99729725
3595,27,,n-butane,0,0,0,0,0.6722,1.615,1350,1.29,0.79,0.5,,,,348,0.004863813,0.696132597,313,6.214621243,0.418063486,0.997680975
3607,39,BAX 1500,i-butane,0,0,0,0,0.6722,1.409,1350,1.29,0.79,0.5,,,,298,0.027819797,2.294654307,314,9.232579984,0.329741167,0.992876143
