,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,BET_35,BET_36,BET_37,BET_38,BET_39,BET_40,BET_41,BET_42,BET_43,BET_44,BET_45,BET_46,BET_47,BET_48,BET_49,BET_50,BET_51,BET_52,BET_53,BET_54,BET_55,BET_56,BET_57,BET_58,BET_59,BET_60,BET_61,BET_62,BET_63,BET_64,BET_65,BET_66,BET_67,BET_68,BET_69,BET_70,BET_71,BET_72,BET_73,BET_74,BET_75,BET_76,BET_77,BET_78,BET_79,S,V,Temp(K),Pressure,BET,Vt,Vmic,Vmeso,feature_sum
0,0.928125956165741,0.7033263254081468,0.9318973501873836,0.6325671448804939,0.07702528735632183,0.05628454140276801,0.02197292986159981,0.01172775041050903,0.008514989444053484,0.007767769176636173,0.006449354914379545,0.005578935022284776,0.005896645554773634,0.0042137931034482755,0.005603190241613887,0.003667276565798733,0.004101477832512315,0.002598311048557354,0.003624630541871921,0.0030820079756040345,0.0038945812807881773,0.0022691531785127843,0.0012833216045038706,0.0029618578465869104,0.0026778325123152707,0.002336664320900774,0.002261505981703026,0.0017223551489561342,0.0012454140276800375,0.002534506216279615,0.0023096410978184377,0.002537368050668543,0.002581421534130894,0.0013067323481116585,0.0013825944170771755,0.0014010790523105792,0.0015551958714520291,0.0019328641801548204,0.0017142857142857142,0.0010098991320666199,0.000995120806943467,0.002222472437250762,0.0010940652122918132,0.000855266244428806,0.0006617874736101337,0.0008433966690124325,0.0008125263898662913,0.0009651419188365001,0.0016456955195871454,0.000614825240441004,0.0012159512080694348,0.0011677222613183204,0.0010569551958714521,0.0007014778325123153,0.0008974431151771053,0.0007623269997654234,0.0008983345062162797,0.0010144030025803425,0.0008322777386816796,0.0007152240206427399,0.0006738447102979122,0.0007869106263194933,0.0009346000469153179,0.0009853155055125499,0.0007562749237626084,0.0015102040816326531,0.001013511611541168,0.0014197982641332397,0.0006446164672765657,0.0020825709594182503,0.0013634529673938543,0.0009692235514895612,0.0013215106732348111,0.0019146610368285244,0.0015361951677222612,0.002443115177105325,0.0021954961294862775,0.00256256157635468,0.002078489326765189,0.0030131362889983583,0.004856767534600046,0.006381046211588084,0.008543185550082101,0.022102603800140747,0.0,0.0,0.11537527562749238,0.30584076941121274,0.051190476190476196,0.040475064508562045,0.055673891625615764,0.07035585268590194,11940.0
