,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,BET_35,BET_36,BET_37,BET_38,BET_39,BET_40,BET_41,BET_42,BET_43,BET_44,BET_45,BET_46,BET_47,BET_48,BET_49,BET_50,BET_51,BET_52,BET_53,BET_54,BET_55,BET_56,BET_57,BET_58,BET_59,BET_60,BET_61,BET_62,BET_63,BET_64,BET_65,BET_66,BET_67,BET_68,BET_69,BET_70,BET_71,BET_72,BET_73,BET_74,BET_75,BET_76,BET_77,BET_78,BET_79,S,V,Temp(K),Pressure,Vt
0,Methane,LGBM_separate,0.9256305765572698,0.7368855163469619,-1,-1,0.9270162629288953,0.7179816158796972,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 50}",1470,1112,429,234,228,159,116,102,84,84,150,63,89,47,77,53,106,40,27,75,83,54,59,27,29,23,47,38,50,31,25,30,27,90,23,12,20,23,31,11,7,9,20,46,45,12,20,33,16,18,4,28,6,28,15,11,17,25,15,20,7,22,31,33,15,41,27,24,29,40,25,34,59,40,43,56,113,133,240,516,0,0,1938,4380,981
