,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,BET_35,BET_36,BET_37,BET_38,BET_39,BET_40,BET_41,BET_42,BET_43,BET_44,BET_45,BET_46,BET_47,BET_48,BET_49,BET_50,BET_51,BET_52,BET_53,BET_54,BET_55,BET_56,BET_57,BET_58,BET_59,BET_60,BET_61,BET_62,BET_63,BET_64,BET_65,BET_66,BET_67,BET_68,BET_69,BET_70,BET_71,BET_72,BET_73,BET_74,BET_75,BET_76,BET_77,BET_78,BET_79,S,V,Temp(K),Pressure,BET,Vt
0,Methane,LGBM_separate,0.9228555897030264,0.742712560893272,-1,-1,0.9417606817295008,0.6215860128359714,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 30}",825,575,246,217,117,90,69,68,57,40,75,42,78,26,39,54,54,28,17,21,27,19,30,9,12,11,20,26,25,17,13,18,14,24,19,17,18,46,4,10,8,8,12,19,26,9,12,10,9,10,15,10,18,15,5,7,11,14,9,9,8,21,19,22,4,24,20,11,12,33,28,40,31,19,27,39,53,84,130,225,0,0,842,2533,654,468
