,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,BET_35,BET_36,BET_37,BET_38,BET_39,BET_40,BET_41,BET_42,BET_43,BET_44,BET_45,BET_46,BET_47,BET_48,BET_49,BET_50,BET_51,BET_52,BET_53,BET_54,BET_55,BET_56,BET_57,BET_58,BET_59,BET_60,BET_61,BET_62,BET_63,BET_64,BET_65,BET_66,BET_67,BET_68,BET_69,BET_70,BET_71,BET_72,BET_73,BET_74,BET_75,BET_76,BET_77,BET_78,BET_79,S,V,Temp(K),Pressure,BET,Vt,feature_sum
0,0.92496657319755,0.7348169444015444,0.9287647676722702,0.6616108041066407,0.09078986382211687,0.0671068459325654,0.028070945837500156,0.016626428139313802,0.011816825314517823,0.009880262231934516,0.007995202291442894,0.007507100262972703,0.007285941454621776,0.005634314851167327,0.007865762929491215,0.004542444781905503,0.005519653814338803,0.003665219699495043,0.004997520895835648,0.0036646344926355295,0.005154709433682729,0.0031072879242441077,0.0020269417385829105,0.003961759077496698,0.003159344173240984,0.0032722446510364584,0.0032967443238638467,0.0024035927256565058,0.0014804400162968998,0.0031830166549378374,0.0032457399656777414,0.003140242231193748,0.0025069471708828723,0.0020097633245675767,0.001713700507426201,0.0018982727755348964,0.002199861723273702,0.002625620702001309,0.0019370421126708396,0.001836838401422275,0.001144509055890959,0.003075555884785856,0.0013002481573391607,0.00124333987678556,0.000983957430522118,0.0012153067397557935,0.0008685901946985691,0.0015971579194291147,0.002300003703840883,0.0008152005629838143,0.0014243515191920688,0.0018184550045063396,0.0012565477733743225,0.0008880279516525303,0.0014302998876501599,0.0011304147067175327,0.0011060755336617406,0.0015777127547933875,0.0011034704989073669,0.0010104324851537712,0.0008174450905589096,0.0010484338926133067,0.0010385890835463041,0.0014463128264009778,0.0009362198599948146,0.0020314209168240797,0.0014027754114349913,0.001966141955874909,0.0008081805498969098,0.002378823907058286,0.0018938108818845143,0.001349733940763238,0.0016571231033248146,0.002977290516932726,0.0019317357432991344,0.0030710668296356656,0.003244559675049693,0.003550030248033878,0.00256521599565416,0.0038439571835993925,0.006741701544501648,0.008059821968714891,0.012441571910070743,0.027625494771411286,0.0,0.0,0.11471525612059706,0.3076714989444054,0.062186273565687615,0.05618077953504451,12600.0
