,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,BET_35,BET_36,BET_37,BET_38,BET_39,BET_40,BET_41,BET_42,BET_43,BET_44,BET_45,BET_46,BET_47,BET_48,BET_49,BET_50,BET_51,BET_52,BET_53,BET_54,BET_55,BET_56,BET_57,BET_58,BET_59,BET_60,BET_61,BET_62,BET_63,BET_64,BET_65,BET_66,BET_67,BET_68,BET_69,BET_70,BET_71,BET_72,BET_73,BET_74,BET_75,BET_76,BET_77,BET_78,BET_79,S,V,Temp(K),Pressure
0,Methane,LGBM_separate,0.9165668297347584,0.8487183550072015,-1,-1,0.8936859296108189,0.81915809589244,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 50}",1558,1196,446,312,209,205,177,144,109,81,155,103,88,50,79,62,88,50,44,65,74,76,41,42,25,59,51,58,42,40,40,29,42,62,43,21,26,59,27,20,32,34,6,25,45,8,30,73,31,17,25,23,28,28,32,23,20,15,19,24,24,22,17,39,11,43,28,34,31,52,32,76,76,46,43,43,161,150,213,509,0,0,1842,4572
