,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,BET_35,BET_36,BET_37,BET_38,BET_39,BET_40,BET_41,BET_42,BET_43,BET_44,BET_45,BET_46,BET_47,BET_48,BET_49,BET_50,BET_51,BET_52,BET_53,BET_54,BET_55,BET_56,BET_57,BET_58,BET_59,BET_60,BET_61,BET_62,BET_63,BET_64,BET_65,BET_66,BET_67,BET_68,BET_69,BET_70,BET_71,BET_72,BET_73,BET_74,BET_75,BET_76,BET_77,BET_78,BET_79,S,V,Temp(K),Pressure,BET,feature_sum
0,0.007242027755667025,0.0707740373248101,0.017779110016107418,0.1566973832395533,0.004573379226389058,0.00411158477223153,0.0027613953452018222,0.0023769967094591847,0.0019448472890079144,0.0013527732017502017,0.001695132443651534,0.0016897282098518988,0.001856560272534796,0.0013744113386131003,0.0018151966513855408,0.001125524308912066,0.0011834833700207035,0.0008497291041722774,0.0011495053957605288,0.0009248474762518787,0.0008859063344194197,0.000962877419187846,0.0008738002628100751,0.0010632823987061844,0.0014195219235291763,0.00078963252847233,0.0008375322248901644,0.001220034441138492,0.00046977072335611746,0.002356723537395216,0.0008624863496697584,0.0009643669657310524,0.0008682922834186926,0.0006529719831206545,0.0005599505165950448,0.0007179685359625739,0.0007735661775511524,0.0009756112607595491,0.0006560241692805302,0.0010574998399726801,0.000522107691781543,0.0010696652280134135,0.0005206686216411952,0.000476807108937073,0.0005445644204633721,0.0005250917779939518,0.0005185864126772684,0.0006823647121966335,0.0007113848501268278,0.00034334663236462325,0.0006851651491371921,0.0006614559120971739,0.000592299811088462,0.00048797743925121386,0.0005845341882924796,0.0005338747548182,0.000558388256116096,0.0008256243405489542,0.0005274613299813013,0.0004897986739617695,0.0004162682121759144,0.0004161620840737563,0.0004800759110244277,0.00044637484436629724,0.00040842320298507676,0.000683741396883967,0.000698956777928937,0.0006361608824328751,0.0005757334357518535,0.000540185556131762,0.0006496041634041445,0.0004902445172050842,0.0005981025531581752,0.0009742186940424415,0.0006319981299475741,0.00085724730276849,0.0006736906875245762,0.0008215249622409696,0.0006259552141106634,0.0011883736347221418,0.001134877669197886,0.001293168145043274,0.0015094303511966503,0.0040240670680493406,0.0,0.0,0.00826007574682747,0.01723561513437387,0.004862142947614759,2656.451522967726
