,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,BET_35,BET_36,BET_37,BET_38,BET_39,BET_40,BET_41,BET_42,BET_43,BET_44,BET_45,BET_46,BET_47,BET_48,BET_49,BET_50,BET_51,BET_52,BET_53,BET_54,BET_55,BET_56,BET_57,BET_58,BET_59,BET_60,BET_61,BET_62,BET_63,BET_64,BET_65,BET_66,BET_67,BET_68,BET_69,BET_70,BET_71,BET_72,BET_73,BET_74,BET_75,BET_76,BET_77,BET_78,BET_79,S,V,Temp(K),Pressure,BET,feature_sum
0,0.9233471523639752,0.75083267353463,0.9278932532138738,0.6672938227106522,0.09732082422805784,0.07181820314332629,0.030846352334037062,0.018253750138894034,0.01339714557329284,0.010859310838673038,0.009337575465757992,0.008227546699260466,0.007832295023272467,0.006309668259318247,0.008769559366396286,0.005118275985530329,0.006245791819450103,0.0041307999061693645,0.00534683012951097,0.0038423867550650024,0.005461831919700729,0.0037475511438695257,0.002307176809017618,0.004322616887045199,0.0037424077434966728,0.003438779214044965,0.0034794276331222146,0.002661370174203983,0.0016148696865316001,0.0034776300356803335,0.0034607602750719164,0.0035592429349235156,0.0028315345012778254,0.0021749249972221195,0.0019930614714125214,0.002308008938602664,0.0025331407336074176,0.0029118510562119587,0.0022534612393051595,0.0023020161240539776,0.0013959825672555772,0.0032367001246959765,0.001651283380865958,0.0014731730804844623,0.0011739595293652851,0.0013716137634727213,0.0011341185476005284,0.0020122967517315457,0.0027358716989518126,0.0010670370507549663,0.0018720767435830956,0.001966946923960147,0.0017001716112942456,0.0010074842278109065,0.0016255367482746275,0.0012853661246712842,0.0015484153734088917,0.0019454325468844524,0.0013077076928775138,0.0013001617343852243,0.000970431003617418,0.001080410385569836,0.0012480585700704965,0.001579831351778461,0.0011403187772386632,0.002439581712902947,0.0015039890366309863,0.002360531871550798,0.0010697606084175957,0.0026040199019716783,0.0020520142721335358,0.001637668061780066,0.0016551131523389756,0.003529392446633826,0.002276143560872625,0.003210709038606368,0.0032572169339605173,0.0036547304221143996,0.0027626751608084248,0.0044103238391545365,0.007858352778497968,0.009525881205476747,0.01410224823141598,0.03051283874711409,0.0,0.0,0.11493329135646999,0.3060471894020766,0.07152796276405299,13320.0
