,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET,Vt,S,V,Temp(K),Pressure
0,Methane,LGBM_separate,0.8916944782460947,0.9836566241473774,-1,-1,0.9151550393228749,0.9457055230364698,"{'learning_rate': 0.5, 'n_estimators': 300, 'num_leaves': 20}",1542,1354,0,0,745,2059
