,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,BET_35,BET_36,BET_37,BET_38,BET_39,BET_40,BET_41,BET_42,BET_43,BET_44,BET_45,BET_46,BET_47,BET_48,BET_49,BET_50,BET_51,BET_52,BET_53,BET_54,BET_55,BET_56,BET_57,BET_58,BET_59,BET_60,BET_61,BET_62,BET_63,BET_64,BET_65,BET_66,BET_67,BET_68,BET_69,BET_70,BET_71,BET_72,BET_73,BET_74,BET_75,BET_76,BET_77,BET_78,BET_79,S,V,Temp(K),Pressure,BET,Vt,Vmic,Vmeso
0,Methane,LGBM_separate,0.9243669850917717,0.7055848210536035,-1,-1,0.9485623501984273,0.5551199924354338,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 30}",663,507,186,82,66,78,44,53,74,31,37,31,50,25,30,32,24,20,15,24,13,27,16,6,20,33,31,19,40,11,9,18,11,19,19,2,10,19,13,0,10,15,3,9,19,6,15,3,7,10,7,7,15,2,7,5,8,10,3,4,4,9,6,15,0,36,14,9,16,19,18,23,20,22,15,28,53,44,88,205,0,0,1133,2550,455,325,484,536
