,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,BET_35,BET_36,BET_37,BET_38,BET_39,BET_40,BET_41,BET_42,BET_43,BET_44,BET_45,BET_46,BET_47,BET_48,BET_49,BET_50,BET_51,BET_52,BET_53,BET_54,BET_55,BET_56,BET_57,BET_58,BET_59,BET_60,BET_61,BET_62,BET_63,BET_64,BET_65,BET_66,BET_67,BET_68,BET_69,BET_70,BET_71,BET_72,BET_73,BET_74,BET_75,BET_76,BET_77,BET_78,BET_79,S,V,Temp(K),Pressure,BET,Vt,Vmic,Vmeso
0,Methane,LGBM_separate,0.9336715723078717,0.6616132904036109,-1,-1,0.9202731411074485,0.7419206829535439,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 50}",1191,859,280,188,163,114,92,84,161,68,83,58,54,42,44,26,49,30,17,58,52,35,11,25,16,56,25,29,32,20,19,16,22,19,9,19,26,18,10,7,13,15,4,17,20,17,16,16,22,18,15,5,9,9,9,9,13,4,11,8,12,33,15,34,10,49,18,14,12,29,16,38,37,28,29,45,78,89,112,246,0,0,1813,4327,697,674,786,1082
