,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,BET_35,BET_36,BET_37,BET_38,BET_39,BET_40,BET_41,BET_42,BET_43,BET_44,BET_45,BET_46,BET_47,BET_48,BET_49,BET_50,BET_51,BET_52,BET_53,BET_54,BET_55,BET_56,BET_57,BET_58,BET_59,BET_60,BET_61,BET_62,BET_63,BET_64,BET_65,BET_66,BET_67,BET_68,BET_69,BET_70,BET_71,BET_72,BET_73,BET_74,BET_75,BET_76,BET_77,BET_78,BET_79,S,V,Temp(K),Pressure,BET
0,Methane,LGBM_separate,0.9278974766227199,0.6902291473668795,-1,-1,0.9286405601826307,0.8174020894767311,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 50}",1508,1039,476,320,128,159,105,80,110,48,75,45,85,62,76,83,96,53,45,48,40,35,48,39,28,144,44,40,31,38,41,38,40,36,19,23,11,42,33,21,9,27,26,31,42,15,35,35,27,9,17,8,14,37,21,16,14,20,27,26,12,25,50,31,41,31,29,28,25,60,36,65,44,47,45,57,116,136,185,484,0,0,1542,4678,1045
