,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,BET_35,BET_36,BET_37,BET_38,BET_39,BET_40,BET_41,BET_42,BET_43,BET_44,BET_45,BET_46,BET_47,BET_48,BET_49,BET_50,BET_51,BET_52,BET_53,BET_54,BET_55,BET_56,BET_57,BET_58,BET_59,BET_60,BET_61,BET_62,BET_63,BET_64,BET_65,BET_66,BET_67,BET_68,BET_69,BET_70,BET_71,BET_72,BET_73,BET_74,BET_75,BET_76,BET_77,BET_78,BET_79,S,V,Temp(K),Pressure
0,Methane,LGBM_separate,0.912985830035528,0.8546650649509442,-1,-1,0.928508454268431,0.6659452672297125,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 50}",1574,1121,455,316,243,185,161,163,152,130,126,89,128,88,135,52,113,65,38,57,49,60,50,23,15,68,83,64,74,57,46,17,46,52,34,24,14,77,46,26,10,25,11,19,70,11,40,44,19,10,38,34,39,33,20,19,16,15,16,23,19,34,20,33,17,42,28,53,35,49,39,75,35,56,19,63,101,197,250,401,0,0,1746,4560
