,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param
0,E&E,LGBM_separate,0.9549032964713033,0.3136981640754624,-1,-1,0.9631809255850527,0.28985073307753756,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 30}"
