,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param
0,E&E,LGBM_separate,0.9568632621754736,0.3275836417881864,-1,-1,0.9537826852331817,0.2801610425331103,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 30}"
