,Unnamed: 0,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,kpg_pca_mse
0,0,0.7270309266808717,3.0107532134142168,0.739894367093666,2.0973399424927104,0.0452633622207339
1,1,0.6637218705435365,3.4652792737573264,0.680170834514949,2.994582099582131,0.0452633622207339
2,2,0.6964727204612655,3.2413649040986154,0.7092413491478679,2.472058109340061,0.0452633622207339
0,0,0.7974069037019423,2.258431589744332,0.7668725454404878,1.9562682793399528,0.0395966707403277
1,1,0.7492461329643835,2.657681527584288,0.7333858202828705,2.503881109477076,0.0395966707403277
2,2,0.7780308288499163,2.440165136340105,0.7518454309538696,2.1903080539641904,0.0395966707403277
0,0,0.8290297539766657,1.9267863183257747,0.790894278857865,1.8169266166765532,0.0366114557073321
1,1,0.787022650674385,2.32767663852507,0.7640861588006869,2.1752973717235715,0.0366114557073321
2,2,0.8155308583198125,2.0462215896948743,0.792940667897149,1.9121700673956536,0.0366114557073321
0,0,0.8659386067749512,1.485533006373429,0.8003052270618108,1.728486266246407,0.0350266134006801
1,1,0.8327244280055255,1.8324341385887248,0.7761618212197651,2.023411353467231,0.0350266134006801
2,2,0.8585048153537382,1.5689055041004094,0.811914833579531,1.6990942302726255,0.0350266134006801
0,0,0.8716274122706286,1.4520777737823574,0.8460534093637626,1.393637406029378,0.0339245666648607
1,1,0.8429993234785523,1.7270664963507858,0.8308481979189918,1.6468960533564554,0.0339245666648607
2,2,0.8652255600072051,1.5088176020947903,0.8507708290375827,1.3926400476262522,0.0339245666648607
0,0,0.880765463505496,1.3265874108239948,0.8497757688462018,1.3565295875456294,0.0329835251144797
1,1,0.8627477499988607,1.5079307160451492,0.8254411311546658,1.620954962653827,0.0329835251144797
2,2,0.8799000202406756,1.3288150017986335,0.848780941354024,1.3752872520391162,0.0329835251144797
0,0,0.8891822561965138,1.231189582617204,0.8533664257626769,1.3232924312969707,0.0329253426471645
1,1,0.8748897711609461,1.381222177786185,0.8442549428335385,1.4976681996113883,0.0329253426471645
2,2,0.89040215341659,1.214810169055976,0.8588454939895841,1.2864908031385078,0.0329253426471645
0,0,0.8858331050816567,1.2447762034350731,0.8616020938893139,1.2582158434684014,0.0322774520366952
1,1,0.8752054405542091,1.3519784195342417,0.862375398390008,1.350024786789745,0.0322774520366952
2,2,0.8900944096253909,1.1970696976391615,0.8712713223072732,1.1930437907226472,0.0322774520366952
0,0,0.9026562178217477,1.0891179927792638,0.8677589459403999,1.2205454976714876,0.0317006376365837
1,1,0.8912383034118764,1.211649911973688,0.8619308934377056,1.3020614724891562,0.0317006376365837
2,2,0.9068944582083972,1.0425231260369447,0.8775225885508864,1.153661757514842,0.0317006376365837
0,0,0.9011968644966368,1.1003295168865002,0.8676411746654898,1.2201961301659847,0.0316093015847789
1,1,0.8915379883466072,1.2049959412644744,0.8596600349709185,1.369822160651284,0.0316093015847789
2,2,0.9078527776430972,1.0296655712555227,0.875962031511204,1.1789349080594276,0.0316093015847789
0,0,0.9047288354521146,1.065886746906315,0.867511984293987,1.2179152735561791,0.0310483896128756
1,1,0.8975777832344327,1.1410703174186632,0.8615184219974558,1.3821099682415867,0.0310483896128756
2,2,0.9116683846059952,0.9854968501903408,0.8783914501152866,1.1354428414889617,0.0310483896128756
0,0,0.9060688861125428,1.0333526881131443,0.867006937669098,1.213935845464828,0.0304340956954196
1,1,0.9010818082882892,1.0849449340157362,0.8695028034739025,1.2498861003972297,0.0304340956954196
2,2,0.9150759497039944,0.932742589583556,0.8794719544789811,1.109266653978453,0.0304340956954196
0,0,0.9098489542515616,0.9984997878227262,0.8713910714063469,1.169245687310473,0.0298828098534075
1,1,0.9036463751534416,1.0612563000632125,0.8692343269076884,1.262080900536556,0.0298828098534075
2,2,0.9179033184151996,0.906784478580326,0.885628027192876,1.053188259756511,0.0298828098534075
0,0,0.9119527622164888,0.9867761988320156,0.8768374074162044,1.1213081788634431,0.0294674867609272
1,1,0.9091593001086136,1.014022403578399,0.8839593193170096,1.1085335275634922,0.0294674867609272
2,2,0.9212488168112752,0.8794316837696566,0.8926305973005172,0.984492619619953,0.0294674867609272
0,0,0.9138176179213638,0.9749421057817416,0.8803155847256232,1.0924066529043224,0.0291925143070483
1,1,0.9101876953687864,1.014797478431837,0.8796390868127191,1.1137426619037727,0.0291925143070483
2,2,0.9229763939139692,0.8720272721990062,0.8943781313617053,0.9728745253998778,0.0291925143070483
